Deal Announce Date,Previous Year,Acquirer Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Market_Cap_AD_mil,ROA_percent,Acquirer_GHG_Emissions,Deal Status
04-12-2020,2019,STEM,Stem Inc,Rollins Road Acquisition Co,"Exelon Corp,TotalEnergies SE,Mitsui & Co Ltd,RWE AG,Iberdrola SA,Temasek Holdings Pte Ltd,Ontario Teachers' Pension Plan Board,EFW Partners LLC,Angeleno Group LLC (Fund: Angeleno Investors III LP),Mithril Capital Management LLC (Fund: Mithril LP),GE Ventures,Activate Capital Ltd,Magnesium Cap...",608,,23-11-2020,10,14-12-2020,17.2,2768.45,-27.57,1270,Completed
04-12-2020,2019,PEG,Public Service Enterprise Group Inc,Ocean Wind Project/NJ,Orsted AS,,,23-11-2020,50.56,14-12-2020,49.26,24868.66,0.52,13378211.19,Completed
23-11-2020,2019,EMR,Emerson Electric Co,7AC Technologies Inc,"3M Co,Private Investor,Clean Energy Venture Management LLC",,,12-11-2020,67.76,03-12-2020,68.9,40051.49,1.37,163945.0132,Completed
16-11-2020,2019,TRP,TC Energy Corp,TransCanada Turbines Ltd,John Wood Group PLC,67,,05-11-2020,31.09,27-11-2020,35.14,34724.57,0.84,14427861,Completed
09-11-2020,2019,CIVI,Civitas Resources Inc,HighPoint Resources Corp,,9.45,,29-10-2020,13.16,19-11-2020,17.51,1337.8,1.01,111082.0582,Completed
02-11-2020,2019,POR,General Electric Co,North American Land Rod Lift business,Schlumberger NV,,,22-10-2020,33.91,12-11-2020,36.03,3655.78,0.3,12954658.54,Completed
19-10-2020,2019,COP,ConocoPhillips,Concho Resources Inc,,13290.68,,08-10-2020,30.09,29-10-2020,25,35664.4,1.88,9752666.384,Completed
15-10-2020,2019,HON,Honeywell International Inc,Unmanned Aerial Vehicle business/Ballard Power Systems Inc,Ballard Power Systems Inc,,,02-10-2020,151.3,26-10-2020,155.46,102485.79,1.71,1090292.652,Completed
13-10-2020,2019,ADN,Advent Technologies Holdings I,Advent Technologies Inc,,158,,02-10-2020,309.9,23-10-2020,308.7,809.94,-252.72,2441.050822,Completed
09-10-2020,2019,GNRC,Generac Holdings Inc,Enbala Power Networks Inc/Canada,"Edison International,National Grid PLC,Export Development Canada,GE Ventures (Fund: GE Healthymagination Fund),Chrysalix Energy LP (Fund: Chrysalix Energy LP III),ABB Technology Ventures Ltd,Enertech Capital Partners (Fund: EnerTech Capital Partners IV LP),Obvious Management Services LLC (Fun...",,,28-09-2020,190.18,19-10-2020,210.13,12252.47,2.52,68034.07116,Completed
07-10-2020,2019,HON,Honeywell International Inc,Rocky Research,,,,25-09-2020,147.53,19-10-2020,156.76,101856.4,1.71,1090292.652,Completed
05-10-2020,2019,AMSC,American Superconductor Corp,Northeast Power Systems Inc,,37.15,,24-09-2020,12.01,15-10-2020,18.25,585.98,0.79,52441.79594,Completed
29-09-2020,2019,NEE,NextEra Energy Inc,"GridLiance GP LLC,GridLiance Holdco LP",Blackstone Inc,660,,18-09-2020,62.02,09-10-2020,67.84,130426.6,0.63,45652569.37,Completed
28-09-2020,2019,DVN,Devon Energy Corp,WPX Energy Inc,,5951.7,14.07,17-09-2020,7.84,08-10-2020,8.13,5006.3,2.1,2610322.68,Completed
18-09-2020,2019,SND,Smart Sand Inc,Oil & Gas Proppants Segment/Eagle Materials Inc,Eagle Materials Inc,2,,04-09-2020,1.21,28-09-2020,1.23,56.13,-0.03,39479.703,Completed
10-09-2020,2019,NOG,Northern Oil and Gas Inc,Non operated interests/Dealware,,,,28-08-2020,6.34,21-09-2020,5.2,454.17,1.28,218113.1242,Completed
02-09-2020,2019,OVV,Ovintiv Inc,Partitioned Duvernay Position,PetroChina International Canada Trading Ltd,,,21-08-2020,9.9,14-09-2020,8.15,2485.7,-0.31,5956212,Completed
27-08-2020,2019,PHX,PHX Minerals Inc,"SCOOP/Grady County,Haynesville plays",Red Stone Resources LLC,5.5,,14-08-2020,1.97,08-09-2020,1.62,70.11,0.68,13985.756,Completed
25-08-2020,2019,SOL,Emeren Group Ltd,Solar projects & accounts receivable/US,,3.8,,14-08-2020,1.65,04-09-2020,1.7,117.89,1.03,15355477.88,Completed
18-08-2020,2019,AEP,American Electric Power Co Inc,Desert Sky & Trent Mesa wind facilities,Invenergy Renewables LLC,,,07-08-2020,73.33,28-08-2020,66.35,36820.94,0.64,32656881.96,Completed
17-08-2020,2019,D,Dominion Energy Inc,62.5 MW Madison Solar generating facility/Virginia,Cypress Creek Renewables LLC,,,06-08-2020,64.88,27-08-2020,63.55,54619.63,-0.07,25578454.27,Completed
06-08-2020,2019,CMS,CMS Energy Corp,525 MW Aviator Wind project,Ares Management Corp,,,24-07-2020,55.02,17-08-2020,53.17,16083.47,0.74,13509175.08,Completed
30-07-2020,2019,CMS,CMS Energy Corp,Aviator Wind Energy Project,Ares Management LLC,,,17-07-2020,53.48,10-08-2020,54.95,16542.31,0.74,13509175.08,Completed
27-07-2020,2019,CNX,CNX Resources Corp,CNX Midstream Partners LP,,323.69,2.88,16-07-2020,8.73,06-08-2020,10.44,1306.83,-1.7,600510.1579,Completed
24-07-2020,2019,NRG,NRG Energy Inc,Direct Energy LP,Centrica PLC,3625,,13-07-2020,28.44,03-08-2020,28.9,5811.54,2.68,21083619.32,Completed
23-07-2020,2019,COP,ConocoPhillips,Monetary acreage,Kelt Exploration Ltd,390,,10-07-2020,33.27,03-08-2020,31.08,43591.86,1.88,9752666.384,Completed
21-07-2020,2019,ORA,Ormat Technologies Inc,Pomona Energy storage facility/Los Angeles,AltaGas Ltd,47,,10-07-2020,60.42,31-07-2020,57.84,3684.34,0.72,380143.7521,Completed
20-07-2020,2019,CVX,Chevron Corp,Noble Energy Inc,,12680.6,,09-07-2020,67.26,30-07-2020,70.13,122038.13,1.26,30076970.71,Completed
20-07-2020,2019,WEC,WEC Energy Group Inc,260.9-MW Blooming Grove Wind Energy Center,Invenergy LLC,,,09-07-2020,74.88,30-07-2020,81.49,24520.9,0.96,22141602.72,Completed
09-07-2020,2019,UGI,UGI Corp,GHI Energy LLC,,,,26-06-2020,24.87,20-07-2020,25.73,5228.56,2.43,2040834.787,Completed
07-07-2020,2019,RUN,Sunrun Inc,Vivint Solar Inc,,2865.31,,26-06-2020,18.58,17-07-2020,36.81,5919.92,-14.14,25437.109,Completed
04-06-2020,2019,SMHI,SEACOR Marine Holdings Inc,SEACOSCO Offshore LLC,COSCO SHIPPING Holdings Co Ltd,3.63,,22-05-2020,1.54,15-06-2020,3.54,67.79,-3.61,3465.727892,Completed
18-05-2020,2019,FTK,Flotek Industries Inc,JP3 Measurement LLC,,34.47,,07-05-2020,4.86,28-05-2020,5.94,164.47,1.58,1501.084826,Completed
07-05-2020,2019,PLUG,Plug Power Inc,"Giner Elx Inc,United Hydrogen Group Inc",,,,24-04-2020,4.4,18-05-2020,4.17,4082.13,-4.47,7545.153858,Completed
06-05-2020,2019,WTTR,Select Water Solutions Inc,Well chemical services business,Baker Hughes Co,10,,24-04-2020,3.75,18-05-2020,4.53,431.88,-0.12,85472.04815,Completed
04-05-2020,2019,NFG,National Fuel Gas Co,Upstream and Midstream Assets / Pennsylvania,Shell PLC,504,,23-04-2020,34.56,14-05-2020,33.85,2981.16,0.54,9219257.46,Completed
02-04-2020,2019,EMR,Emerson Electric Co,American Governor Co,,,,20-03-2020,39.31,13-04-2020,45.64,23999.22,1.37,163945.0132,Completed
31-03-2020,2019,PANW,Palo Alto Networks Inc,CloudGenix Inc,"Charles River Ventures Inc (Fund: Charles River Partnership XV LP),Mayfield Fund LLC (Fund: Mayfield XIV LP),Bain Capital Venture Partners LLC (Fund: Bain Capital Venture Fund 2014 LP),Unknown Seller,Intel Capital Corp (Fund: Intel Capital Diversity Fund),NextEra Energy Inc (Fund: Clearsky Se...",420,,20-03-2020,23.92,13-04-2020,30.49,18092.99,1.28,11544.7901,Completed
30-03-2020,2019,APD,Air Products and Chemicals Inc,5 hydrogen steam methane reformer plants/PBF Energy,PBF Energy Inc,530,,19-03-2020,169.56,09-04-2020,195.93,40780.91,1.54,16610073.21,Completed
12-03-2020,2019,ALE,ALLETE Inc,300 MW Caddo Wind Project,Greenlight Energy Resources Inc,,,28-02-2020,55.5,23-03-2020,42.03,2916.6,0.75,4591359.202,Completed
11-03-2020,2019,EMR,Emerson Electric Co,Verdant Environmental Technologies Inc,,,,28-02-2020,57.16,23-03-2020,33.95,26216.62,1.37,163945.0132,Completed
04-03-2020,2019,BX,Blackstone Inc,NRStor C&I Inc,"Lake Bridge Capital Inc,Fengate Capital Management Ltd (Fund: LPF Equities Fund)",,,21-02-2020,51.44,16-03-2020,34.04,35717.39,1.62,39166.06872,Completed
11-02-2020,2019,D,Dominion Energy Inc,Atlantic Coast Pipeline LLC,Southern Co Gas,175,,31-01-2020,68.36,21-02-2020,71.25,57882.73,-0.07,25578454.27,Completed
11-02-2020,2019,D,Dominion Energy Inc,Pivotal Lng Inc,,,,31-01-2020,68.36,21-02-2020,71.25,57882.73,-0.07,25578454.27,Completed
24-01-2020,2019,VTOL,Bristow Group Inc,Bristow Group Inc/old,,,,13-01-2020,17.9,03-02-2020,20.02,586.3,1.35,746623.0959,Completed
06-01-2020,2019,TDY,Teledyne Technologies Inc,OakGate Technology Inc,,,,26-12-2019,346.43,16-01-2020,377.54,16796.36,1.4,65407.69973,Completed
19-12-2019,2018,CHX,ChampionX Corp,ChampionX Holding Inc,Ecolab Inc,492,,06-12-2019,26.36,30-12-2019,32.89,5981.86,2.39,16364.41827,Completed
18-12-2019,2018,PHX,PHX Minerals Inc,700 net mineral acres,,9.56,,06-12-2019,10.98,30-12-2019,9.49,381.24,0.68,19983.477,Completed
06-11-2019,2018,EPM,Evolution Petroleum Corp,Certain Assets,Merit Energy Co LLC,9.5,,25-10-2019,4.09,18-11-2019,3.85,135.68,-1.14,17039.212,Completed
05-11-2019,2018,UBS,UBS Group AG,Phoenix Wind Repower,,,,25-10-2019,9.98,15-11-2019,10.36,33314.15,0.05,1479.949096,Completed
25-10-2019,2018,D,Dominion Energy Inc,Solar Generating Project,First Solar Inc,,,14-10-2019,64.04,04-11-2019,65.46,55000.13,-0.07,20896503.62,Completed
21-10-2019,2018,VTOL,Bristow Group Inc,Aero Design Ltd,,,,10-10-2019,19.3,31-10-2019,19.34,619.51,1.35,833498.0145,Completed
18-10-2019,2018,DTE,DTE Energy Co,Gathering system & pipeline Haynesville/Louisiana,"Indigo Natural Resources LLC,Momentum Midstream LLC",2360,,07-10-2019,94.35,28-10-2019,89.53,18798.78,0.6,24853259,Completed
09-10-2019,2018,NJR,New Jersey Resources Corp,"Mid-Atlantic wholesale contracts,Maryland division and Sandpiper Energy Asset Management agreements",Chesapeake Utilities Corp,,,27-09-2019,37.22,21-10-2019,36.24,3607.58,1.83,475354.3598,Completed
08-10-2019,2018,SHEL,Shell PLC,Hudson Energy Supply UK Ltd,Just Energy Group Inc,1.83,,27-09-2019,47.39,18-10-2019,46.27,135965.46,1.09,35308345.34,Completed
02-10-2019,2018,VTOL,Bristow Group Inc,Simplex Aerospace Corp,,,,20-09-2019,21,14-10-2019,19.56,579.43,1.35,833498.0145,Completed
01-10-2019,2018,NVAX,NOV Inc,Denali Inc,Patriarch Partners LLC,,,20-09-2019,6.55,11-10-2019,4.56,805.83,-7.08,502.4221184,Completed
30-09-2019,2018,XIFR,XPLR Infrastructure LP,Meade Pipeline Co LLC,Coterra Energy Inc,1370,,19-09-2019,38.31,10-10-2019,36.07,3532.26,-0.56,27777.64103,Completed
30-09-2019,2018,XIFR,XPLR Infrastructure LP,Central Penn Pipeline,AltaGas Ltd,657.02,,19-09-2019,38.31,10-10-2019,36.07,3532.26,-0.56,27777.64103,Completed
26-09-2019,2018,NGL,NGL Energy Partners LP,Hillstone Environmental Partners LLC,Golden Gate Capital LP,642.5,,13-09-2019,11.66,07-10-2019,11.22,1470.42,0.28,15.83623286,Completed
26-09-2019,2018,D,Dominion Energy Inc,"15 MW Myrtle Solar project,80 MW Greensville Solar facility",Macquarie Group Ltd,,,13-09-2019,61.89,07-10-2019,63.99,54241.21,-0.07,20896503.62,Completed
16-09-2019,2018,ET,Energy Transfer LP,SemGroup Corp,,3692.62,10,05-09-2019,8.19,26-09-2019,7.96,28002.81,0.86,8838.848432,Completed
12-09-2019,2018,DUK,Duke Energy Corp,Solar project/Texas,Canadian Solar Inc,,,30-08-2019,74.19,23-09-2019,76.32,58984.61,0.65,96560349.13,Completed
06-09-2019,2018,KMI,Kinder Morgan Inc,Certain Assets,Southcross Energy Partners LLC,76,,26-08-2019,14.17,16-09-2019,14.7,32253.46,0.93,1722845.012,Completed
03-09-2019,2018,TDY,Teledyne Technologies Inc,Micralyne Inc,"FTC Technologies Inc,Unknown Seller",,,23-08-2019,302.68,13-09-2019,314.76,14485.07,1.4,61596.36509,Completed
03-09-2019,2018,AMT,American Tower Corp,Portfolio of wireless communications,Grain Management LLC,,,23-08-2019,197.01,13-09-2019,187.27,96674.85,2.01,619256,Completed
20-08-2019,2018,VST,Vistra Corp,Ambit Energy Holdings LLC,,475,,09-08-2019,19.22,30-08-2019,21.67,7031.25,4.98,104042108.8,Completed
31-07-2019,2018,RUN,Sunrun Inc,Specified customer pipeline & assembled workforce,Omni Energy LLC,2.7,,19-07-2019,19.77,12-08-2019,16.01,4309.3,-14.14,33181.9773,Completed
24-07-2019,2018,TTE,TotalEnergies SE,Mide Technology Corp,,,,12-07-2019,39.82,05-08-2019,34.66,84591.24,0.81,40709232.89,Completed
24-07-2019,2018,AEP,American Electric Power Co Inc,Santa Rita East Wind Project,Invenergy Renewables LLC,,,12-07-2019,73.49,05-08-2019,71.67,38906.44,0.64,38010092.99,Completed
02-07-2019,2018,UGI,UGI Corp,UGI Appalachia LLC,TC Energy Corp,1275,,21-06-2019,42.34,12-07-2019,41.6,9119.52,2.43,1735397.298,Completed
02-07-2019,2018,TH,Target Hospitality Corp,168 room community/Midland,ProPetro Holding Corp,,,21-06-2019,9.5,12-07-2019,9.4,939.94,2.82,765.5655405,Completed
28-06-2019,2018,CMI,Cummins Inc,Hydrogenics Corp,,263.28,,17-06-2019,139.63,08-07-2019,145.46,20267.56,1.33,305969.701,Completed
24-06-2019,2018,AROC,Archrock Inc,Elite Compression Services LLC,JDH Capital LLC,406.54,,13-06-2019,6.61,05-07-2019,7.33,1180.61,1.56,15828.48008,Completed
24-06-2019,2018,EPD,Enterprise Products Partners LP,Texas Monthly Inc,,,,13-06-2019,18.77,05-07-2019,18.87,40798.29,1.89,1178.50228,Completed
19-06-2019,2018,TH,Target Hospitality Corp,3 Permian basin communities/Delaware,Superior Lodging Corp,30,,07-06-2019,9.96,01-07-2019,9.43,921.14,2.82,765.5655405,Completed
17-06-2019,2018,VATE,INNOVATE Corp,Ampcng LLC,,41,,06-06-2019,-7.03,27-06-2019,-7.06,-96.27,-1.67,34472.78111,Completed
17-06-2019,2018,TTE,TotalEnergies SE,Go Electric Inc,,,,06-06-2019,37.13,27-06-2019,39.22,82813.2,0.81,40709232.89,Completed
11-06-2019,2018,PBF,PBF Energy Inc,Martinez refinery,Shell PLC,1200,,31-05-2019,23.96,21-06-2019,25.87,2742.46,-2.28,7313100.587,Completed
11-06-2019,2018,PLUG,Plug Power Inc,EnergyOr Technologies Inc,,,,31-05-2019,2.56,21-06-2019,2.3,2447.41,-4.47,5775.311039,Completed
10-06-2019,2018,CRK,Comstock Resources Inc,Covey Park Energy LLC,"Denham Capital Management LP (Fund: DCPF VI Oil and Gas Co-Investment Fund LP),Covey Park Holdings LLC",1947.28,,30-05-2019,4.36,20-06-2019,4.89,1338.41,-0.74,161084.5295,Completed
05-06-2019,2018,TDY,Teledyne Technologies Inc,Gas and flame detection business/Minnesota,3M Co,230,,24-05-2019,239.74,17-06-2019,254.84,11738.21,1.4,61596.36509,Completed
03-06-2019,2018,TTE,TotalEnergies SE,Toshiba America LNG Corp,Toshiba Corp,15,,23-05-2019,36.88,13-06-2019,37.26,81163.06,0.81,40709232.89,Completed
30-05-2019,2018,DUK,Duke Energy Corp,Palmer Solar project,Juwi Inc,,,17-05-2019,69.02,10-06-2019,68.3,52561.83,0.65,96560349.13,Completed
30-05-2019,2018,DUK,Duke Energy Corp,150-MW solar project/California,Clearway Energy Group LLC,,,17-05-2019,69.02,10-06-2019,68.3,52561.83,0.65,96560349.13,Completed
22-05-2019,2018,NRG,NRG Energy Inc,Retail energy business/Stream Energy Inc,Stream Energy Inc,300,,10-05-2019,31.35,03-06-2019,28.8,6091.06,2.68,24788985.37,Completed
22-05-2019,2018,OGE,OGE Energy Corp,AES Shady Point plant/Oklahoma,,,,10-05-2019,32.05,03-06-2019,32.56,6694.44,0.74,14129997.23,Completed
17-05-2019,2018,DUK,Duke Energy Corp,100MW Lapetus Solar Energy Project,7x Energy Inc,,,06-05-2019,70.06,28-05-2019,68.95,53588.1,0.65,96560349.13,Completed
16-05-2019,2018,CSIQ,Canadian Solar Inc,100-MW solar farm,Goldman Sachs Group Inc/The,,,03-05-2019,21.45,28-05-2019,17.77,1219.6,-0.1,159679.6537,Completed
14-05-2019,2018,NGL,NGL Energy Partners LP,Mesquite Disposals Unlimited LLC,Mesquite SWD Inc,892.5,,03-05-2019,10.83,24-05-2019,11.73,1519.74,0.28,15.83623286,Completed
09-05-2019,2018,OXY,Occidental Petroleum Corp,Anadarko Petroleum Corp,,55162.46,8.05,26-04-2019,54.18,20-05-2019,47.24,46719.65,-0.15,10369999.94,Completed
08-05-2019,2018,MPLX,MPLX LP,Andeavor Logistics LP,Marathon Petroleum Corp,10178.07,10.59,26-04-2019,17.6,20-05-2019,17.34,17551.31,2.93,5300000,Completed
08-05-2019,2018,MPLX,MPLX LP,Andeavor Logistics LP,,3288.99,7.26,26-04-2019,17.6,20-05-2019,17.34,17551.31,2.93,5300000,Completed
06-05-2019,2018,TTE,TotalEnergies SE,Algeria Ghana Mozambique & South Africa assets/Anadarko Petroleum Corp,Occidental Petroleum Corp,8800,,25-04-2019,38.89,16-05-2019,37.77,83817.79,0.81,40709232.89,Completed
06-05-2019,2018,AMPY,Amplify Energy Corp,Amplify Energy Corp/TX,,484.75,5.09,25-04-2019,10.36,16-05-2019,7.2,358.71,3.06,113197.8642,Completed
01-05-2019,2018,ULBI,Ultralife Corp,Southwest Electronic Energy Corp,,,,18-04-2019,10.93,13-05-2019,8.6,184.06,0.15,3475.373149,Completed
29-04-2019,2018,GNRC,Generac Holdings Inc,Pika Energy Inc,"Clean Energy Venture Management LLC,CEI Ventures Inc (Fund: Coastal Ventures IV LP)",49.1,,18-04-2019,55.02,09-05-2019,58.08,3278.17,2.52,63554.43946,Completed
29-04-2019,2018,HLX,Helix Energy Solutions Group Inc,Hampton Inn & Suites Mystic,Hilton Worldwide Holdings Inc,,,18-04-2019,8.38,09-05-2019,7.48,1216.54,0.77,18016.2625,Completed
23-04-2019,2018,MUR,Murphy Oil Corp,Deep Water Gulf of Mexico oil assets,"LLOG Exploration Offshore LLC,Llog Bluewater Holdings LLC",1375,,12-04-2019,24.13,03-05-2019,21.54,3488.12,0.52,676589.7581,Completed
22-04-2019,2018,NOG,Northern Oil and Gas Inc,Williston Basin properties/Valorem Energy LLC,Valorem Energy LLC,295,,11-04-2019,23,02-05-2019,20.53,2384.4,1.28,229013.7782,Completed
11-04-2019,2018,REI,Ring Energy Inc,Northwest shelf assets/Texas,Wishbone Energy Partners LLC,275.86,,29-03-2019,5.87,22-04-2019,5.45,1080.17,2.42,49559.58721,Completed
11-03-2019,2018,WM,Waste Management Inc,PetroWaste Environmental LP,Tailwater Capital LLC,,,28-02-2019,91.49,21-03-2019,92.6,36467.78,1.34,16272145.03,Completed
01-03-2019,2018,WTTR,Select Water Solutions Inc,Gregory Rockhouse Ranch Inc,,59.6,,15-02-2019,8.76,11-03-2019,9.65,974.88,-0.12,125942.8234,Completed
01-03-2019,2018,WTTR,Select Water Solutions Inc,Pro-Well Testing & Wireline Inc,,12.4,,15-02-2019,8.76,11-03-2019,9.65,974.88,-0.12,125942.8234,Completed
01-03-2019,2018,WTTR,Select Water Solutions Inc,Resource Water Transfer Services LP,,9,,15-02-2019,8.76,11-03-2019,9.65,974.88,-0.12,125942.8234,Completed
26-02-2019,2018,REI,Ring Energy Inc,North central basin platform assets/Texas,Wishbone Energy Partners LLC,291.26,,15-02-2019,6.29,08-03-2019,5.95,1216.92,2.42,49559.58721,Completed
22-02-2019,2018,KLAC,KLA Corp,Microsense LLC,,,,11-02-2019,96.55,04-03-2019,107.43,14004.66,5.5,76270.38173,Completed
19-02-2019,2018,PANW,Palo Alto Networks Inc,Demisto Inc,"Private Investor,Wipro Ventures Ltd (Fund: Wipro Venture Capital Fund),Slack Fund LLC,Accel Partners LP (Fund: Accel XIII LP),Greylock Partners (Fund: Greylock 15 LP),NextEra Energy Inc (Fund: Clearsky Security Fund I LLC)",560,,08-02-2019,37.44,01-03-2019,40.91,25369.46,1.28,9071.842489,Completed
12-02-2019,2018,AEP,American Electric Power Co Inc,AEP Wind Holdings LLC,Sempra,894,,01-02-2019,63.36,22-02-2019,66.01,34585.29,0.64,38010092.99,Completed
07-02-2019,2018,VST,Vistra Corp,Crius Energy Trust,,494.95,7.32,25-01-2019,21.2,19-02-2019,22.87,7470.51,4.98,104042108.8,Completed
30-01-2019,2018,CVX,Chevron Corp,"Pasadena Refining System Inc,Prsi Trading LLC",Petrobras America Inc,350,,18-01-2019,87.03,11-02-2019,89,151406.39,1.26,33080349.48,Completed
30-01-2019,2018,NGL,NGL Energy Partners LP,Wholesale propane business,DCP Midstream LP,,,18-01-2019,8.56,11-02-2019,8.98,1167.86,0.28,15.83623286,Completed
18-01-2019,2018,CVI,CVR Energy Inc,CVR Refining LP,,300.97,2.71,07-01-2019,21.12,28-01-2019,21.84,2255.94,0.68,2336579.177,Completed
18-01-2019,2018,SUN,Sunoco LP,"wholesale fuel distribution business/Schmitt Sales Inc,Convenience stores/Speedway LLC","Marathon Petroleum Corp,Schmitt Sales Inc",50,,07-01-2019,16.31,28-01-2019,17.53,2307.3,0.72,13812.4732,Completed
16-01-2019,2018,AMRC,Ameresco Inc,Maximum Solar LLC,,,,04-01-2019,14.54,28-01-2019,14.63,514.07,0.89,21124.05526,Completed
15-01-2019,2018,CE,Celanese Corp,Synthesis gas production unit,Linde PLC,,,04-01-2019,80.09,25-01-2019,85.18,8997.26,-8.37,907971.5457,Completed
11-01-2019,2018,ADM,Archer-Daniels-Midland Co,Florida Chemical Co Inc,Flotek Industries Inc,175,,31-12-2018,34.22,22-01-2019,36.39,17294.21,1.06,7239751.969,Completed
21-12-2018,2017,ARES,Ares Management Corp,3 Operating utility-scale wind facilities/Texas,BP PLC,,,10-12-2018,17.4,31-12-2018,14.43,2828.91,0.71,745.7520766,Completed
20-12-2018,2017,OGE,OGE Energy Corp,"Shady Power Plant / OK,Oklahome Cogeneration Facility / OK","AES Corp/The,Oklahoma Cogeneration LLC",53,,07-12-2018,30.68,31-12-2018,29.71,6104.96,0.74,15205143.73,Completed
20-12-2018,2017,REI,Ring Energy Inc,Certain Assets,Carlyle Group Inc/The,17.38,,07-12-2018,7.02,31-12-2018,5.08,895.85,2.42,31907.69796,Completed
19-12-2018,2017,TDY,Teledyne Technologies Inc,Scientific Imaging businesses/Roper,Roper Technologies Inc,225,,07-12-2018,204.02,31-12-2018,207.07,9286.4,1.4,61951.72531,Completed
19-12-2018,2017,CPK,Chesapeake Utilities Corp,Marlin Gas Transport Inc,,,,07-12-2018,79.49,31-12-2018,72.85,1779.52,1.02,226696.7985,Completed
18-12-2018,2017,CPK,Chesapeake Utilities Corp,Propane operating assets/RF Ohl Fuel Oil Inc,RF Ohl Fuel Oil Inc,,,07-12-2018,79.49,28-12-2018,71.35,1793.32,1.02,226696.7985,Completed
17-12-2018,2017,VVV,Valvoline Inc,Valvoline Instant Oil Change service centers/Southern California,,,,06-12-2018,19.32,27-12-2018,17.78,2213.7,3.9,10140.3066,Completed
12-12-2018,2017,SPXC,SPX Technologies Inc,Marine & obstruction lighting business/Carmanah Technologies Corp,Carmanah Technologies Corp,57.77,,30-11-2018,29.58,24-12-2018,25.5,1275.98,2.1,30714.2735,Completed
12-12-2018,2017,KMI,Kinder Morgan Inc,Oilfield/Borden Reinecke USA,Sino GeoPhysical Co Ltd,19.57,,30-11-2018,11.72,24-12-2018,10.1,24750.49,0.93,1707366.275,Completed
12-12-2018,2017,BKH,Black Hills Corp,29MW Busch Ranch wind farm/Colorado,AltaGas Ltd,16,,30-11-2018,52.62,24-12-2018,47.98,3825.34,0.98,3918307.121,Completed
10-12-2018,2017,ENB,Enbridge Inc,Leismer pipelines & Cheecham storage terminal,Athabasca Oil Corp,197.93,,29-11-2018,22.87,20-12-2018,21.46,47295.52,0.27,8305905.156,Completed
03-12-2018,2017,UGI,UGI Corp,Retail natural gas business/South Jersey Energy Co,South Jersey Industries Inc,,,21-11-2018,43.94,13-12-2018,45.16,9583.96,2.43,2135111.267,Completed
30-11-2018,2017,AMRC,Ameresco Inc,TerraNavigator LLC,,,,19-11-2018,14.37,10-12-2018,14.72,542.36,0.89,17007.8228,Completed
27-11-2018,2017,APH,Amphenol Corp,SSI Controls Technologies,SSI Technologies Inc,400,,16-11-2018,20.87,07-12-2018,19.65,24057.01,3.48,66150,Completed
26-11-2018,2017,D,Dominion Energy Inc,Dominion Energy Midstream Partners LP,,891.98,4.56,15-11-2018,55.23,06-12-2018,56.86,47406.01,-0.07,30334871.76,Completed
23-11-2018,2017,GIB,CGI Inc,Onstream Engineering Ltd,,,,12-11-2018,60.77,03-12-2018,64.29,12529.89,2.45,3570.904522,Completed
19-11-2018,2017,NEE,NextEra Energy Inc,Trans Bay Cable LLC,SteelRiver Infrastructure Partners LP,1000,,08-11-2018,37.21,29-11-2018,38.13,80087.35,0.63,39293829.13,Completed
15-11-2018,2017,SUN,Sunoco LP,Refined Products Terminals business/American Midstream Partners LP,American Midstream Partners LP,125,,02-11-2018,15.54,26-11-2018,16.4,2224.13,0.72,12719.4947,Completed
13-11-2018,2017,PUMP,ProPetro Holding Corp,Pressure pumping assets/Pioneer Natural Resources Co,Pioneer Natural Resources Co,398.37,,02-11-2018,17.59,23-11-2018,17.94,1784.82,-1.39,17796.83557,Completed
13-11-2018,2017,GEOS,Geospace Technologies Corp,OptoSeis fiber optic sensing technology business,PGS Americas Inc,1.8,,02-11-2018,13.04,23-11-2018,14.12,166.35,5.24,764.7656227,Completed
08-11-2018,2017,WES,Western Midstream Partners LP,Western Midstream Operating LP,,9369.62,13.93,26-10-2018,16.59,19-11-2018,16.62,6702.33,2.54,712080.0413,Completed
06-11-2018,2017,XEL,Xcel Energy Inc,Mankato Energy Center LLC,Southern Co/The,650,,26-10-2018,40.23,16-11-2018,42.35,23416.33,0.66,47199447.36,Completed
06-11-2018,2017,FANG,Diamondback Energy Inc,Northwest Martin & Northeast Andrews oil production assets/TX,"EnergyQuest II LLC,EXL Petroleum Management LLC",312.5,,26-10-2018,90.64,16-11-2018,91.18,26146.11,1.6,576499.1116,Completed
05-11-2018,2017,FCEL,FuelCell Energy Inc,14.9 MW fuel cell park/Bridgeport,Dominion Energy Inc,35.4,,25-10-2018,313.2,15-11-2018,316.8,6850.59,-4.39,3020.28141,Completed
01-11-2018,2017,OVV,Ovintiv Inc,Ovintiv Exploration Inc,,2172,1.55,19-10-2018,47.29,12-11-2018,35.54,9857.63,-0.31,3136000.166,Completed
31-10-2018,2017,FANG,Diamondback Energy Inc,Ajax Resources LLC,Kelso & Co LP,,,19-10-2018,101.27,12-11-2018,87.83,25913.17,1.6,576499.1116,Completed
