Announce Date,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,Company Name
12-02-2019,AEP,American Electric Power Co Inc,AEP Wind Holdings LLC,Sempra,894,,Completed,American Electric Power Co Inc
12-02-2019,WEGZY,WEG SA,Energy storage business/Northern Power Systems Corp,Northern Power Systems Corp,,,Completed,WEG SA
11-02-2019,PQEFF,Petroteq Energy Inc,Operating rights/Utah,Momentum Asset Partners I LLC,10.8,,Completed,Petroteq Energy Inc
09-02-2019,KWI.F,Kurita Water Industries Ltd,Kurita America Inc,ALLETE Inc,,,Completed,Kurita Water Industries Ltd
08-02-2019,KWI.F,Kurita Water Industries Ltd,Global Water Services Holding Co Inc,ALLETE Inc,270,,Completed,Kurita Water Industries Ltd
08-02-2019,NU,Eversource Energy,"Revolution Wind offshore wind farm,South Fork offshore wind farm",Orsted AS,,,Completed,Eversource Energy
08-02-2019,ENGI.PA,Engie SA,Systecon Inc,,,,Completed,Engie SA
07-02-2019,VST,Vistra Corp,Crius Energy Trust,,494.95,7.32,Completed,Vistra Corp
07-02-2019,KRP,Kimbell Royalty Partners LP,Certain oil & gas royalty assets/EnCap,EnCap Investments LP,,,Completed,Kimbell Royalty Partners LP
05-02-2019,FOBIF,FOBI AI INC,Loop Insights Inc/old,,0.53,,Completed,FOBI AI INC
01-02-2019,HVCW,Harrison Vickers and Waterman Inc,New Jersey Energy Storage Project One LLC,,,,Completed,Harrison Vickers and Waterman Inc
30-01-2019,CVX,Chevron Corp,"Pasadena Refining System Inc,Prsi Trading LLC",Petrobras America Inc,350,,Completed,Chevron Corp
30-01-2019,NGL,NGL Energy Partners LP,Wholesale propane business,DCP Midstream LP,,,Completed,NGL Energy Partners LP
23-01-2019,2010.SR,Saudi Basic Industries Corp,Black Diamond Structures LLC,,,,Completed,Saudi Basic Industries Corp
21-01-2019,010060.KS,OCI Holdings Co Ltd,Kaco New Energy Inc,KACO new energy GmbH,,,Completed,OCI Holdings Co Ltd
21-01-2019,HLX,Helix Energy Solutions Group Inc,Lease in GOM,Marathon Oil Corp,,,Completed,Helix Energy Solutions Group Inc
20-01-2019,MATR.TO,Mattr Corp,ZCL Composites Inc,,233.35,14.66,Completed,Mattr Corp
18-01-2019,CVI,CVR Energy Inc,CVR Refining LP,,300.97,2.71,Completed,CVR Energy Inc
18-01-2019,SUN,Sunoco LP,"wholesale fuel distribution business/Schmitt Sales Inc,Convenience stores/Speedway LLC","Marathon Petroleum Corp,Schmitt Sales Inc",50,,Completed,Sunoco LP
16-01-2019,BNRD.XC,Brenntag SE,Lubricants division/Fort Worth,Reeder Distributors Inc,,,Completed,Brenntag SE
16-01-2019,MYID.V,Reklaim Ltd,Freckle IoT Ltd,,,,Completed,Reklaim Ltd
16-01-2019,AMRC,Ameresco Inc,Maximum Solar LLC,,,,Completed,Ameresco Inc
15-01-2019,PSD.TO,Pulse Seismic Inc,Seitel Canada Ltd,,40.36,,Completed,Pulse Seismic Inc
15-01-2019,CE,Celanese Corp,Synthesis gas production unit,Linde PLC,,,Completed,Celanese Corp
11-01-2019,ADM,Archer-Daniels-Midland Co,Florida Chemical Co Inc,Flotek Industries Inc,175,,Completed,Archer-Daniels-Midland Co
08-01-2019,5943.T,Noritz Corp,PB Heat LLC,Atlantic Shores Corp,47,,Completed,Noritz Corp
04-01-2019,BTC-USD,"John Hancock Life Insurance Co,Manulife Financial Corp (Fund: John Hancock Infrastructure Fund LP)",Portfolio of 35 solar plants,,,,Completed,"John Hancock Life Insurance Co,Manulife Financial Corp (Fund: John Hancock Infrastructure Fund LP)"
01-01-2019,BIP,Brookfield Infrastructure Partners LP,Evoque Data Center Solutions,AT&T Inc,,,Completed,Brookfield Infrastructure Partners LP
31-12-2018,OF6B.BE,Prospera Energy Inc,Oil & gas properties/Saskatchewan & Alberta,,,,Completed,Prospera Energy Inc
26-12-2018,ARLP,Alliance Resource Partners LP,Dale Operating Co,,175.96,,Completed,Alliance Resource Partners LP
21-12-2018,P3K.MU,Pantheon Resources PLC,"Great Bear Petroleum Ventures I LLC,Great Bear Petroleum Ventures II LLC",Great Bear Petroleum Operating LLC,49,,Completed,Pantheon Resources PLC
21-12-2018,PMX.V,Proam Explorations Corp,3 Drill Ready jet Property/Nevada,,0.37,,Completed,Proam Explorations Corp
21-12-2018,ARES,Ares Management Corp,3 Operating utility-scale wind facilities/Texas,BP PLC,,,Completed,Ares Management Corp
21-12-2018,OSA.BE,Osaka Gas Co Ltd,Towantic Energy Holdings LLC,GE Energy Financial Services Inc,,,Completed,Osaka Gas Co Ltd
20-12-2018,OGE,OGE Energy Corp,"Shady Power Plant / OK,Oklahome Cogeneration Facility / OK","AES Corp/The,Oklahoma Cogeneration LLC",53,,Completed,OGE Energy Corp
20-12-2018,REI,Ring Energy Inc,Certain Assets,Carlyle Group Inc/The,17.38,,Completed,Ring Energy Inc
20-12-2018,MJHI,MJ Harvest Inc,G4 Products LLC,,,,Completed,MJ Harvest Inc
20-12-2018,DKSC,Dakshidin Corp,Whitechapel Holdings Inc,,,,Completed,Dakshidin Corp
19-12-2018,TDY,Teledyne Technologies Inc,Scientific Imaging businesses/Roper,Roper Technologies Inc,225,,Completed,Teledyne Technologies Inc
19-12-2018,CPK,Chesapeake Utilities Corp,Marlin Gas Transport Inc,,,,Completed,Chesapeake Utilities Corp
19-12-2018,ENGI.PA,Engie SA,151.2 MW Dakota Range III wind project,Greenlight Energy Resources Inc,,,Completed,Engie SA
18-12-2018,CPK,Chesapeake Utilities Corp,Propane operating assets/RF Ohl Fuel Oil Inc,RF Ohl Fuel Oil Inc,,,Completed,Chesapeake Utilities Corp
18-12-2018,RE.V,RE Royalties Ltd,78 MW Rippey solar project/Texas,,,,Completed,RE Royalties Ltd
17-12-2018,SLNG,Stabilis Solutions Inc,Stabilis Energy LLC,,,,Completed,Stabilis Solutions Inc
17-12-2018,VVV,Valvoline Inc,Valvoline Instant Oil Change service centers/Southern California,,,,Completed,Valvoline Inc
17-12-2018,OSA.BE,Osaka Gas Co Ltd,CPV Towantic Energy Center project,Competitive Power Ventures Inc,,,Completed,Osaka Gas Co Ltd
13-12-2018,CCC.CN,Carlyle Commodities Corp,WEM Western Energy Metals Ltd,,0.76,,Completed,Carlyle Commodities Corp
12-12-2018,SPXC,SPX Technologies Inc,Marine & obstruction lighting business/Carmanah Technologies Corp,Carmanah Technologies Corp,57.77,,Completed,SPX Technologies Inc
12-12-2018,KMI,Kinder Morgan Inc,Oilfield/Borden Reinecke USA,Sino GeoPhysical Co Ltd,19.57,,Completed,Kinder Morgan Inc
12-12-2018,BKH,Black Hills Corp,29MW Busch Ranch wind farm/Colorado,AltaGas Ltd,16,,Completed,Black Hills Corp
11-12-2018,4O0.F,Pond Technologies Holdings Inc,Regenurex Health Corp,,3.31,,Completed,Pond Technologies Holdings Inc
10-12-2018,FTT.TO,Finning International Inc,"4Refuel Canada LP,Refuel US LLC","Kelso & Co LP (Fund: Kelso Investment Associates VIII LP),Unknown Seller",260,,Completed,Finning International Inc
10-12-2018,ENB,Enbridge Inc,Leismer pipelines & Cheecham storage terminal,Athabasca Oil Corp,197.93,,Completed,Enbridge Inc
10-12-2018,ROYL,Royale Energy Inc,N Jameson & Big mineral creek properties /Texas,West Coast Energy Properties LP,,,Completed,Royale Energy Inc
06-12-2018,CNA.L,Centrica PLC,TA Kaiser Heating & Air Inc,,,,Completed,Centrica PLC
05-12-2018,21K0.SG,Australian Oil Co Ltd,Portfolio of natural gas production & development assets/Rio Vista Gas Field,,0.1,,Completed,Australian Oil Co Ltd
04-12-2018,010120.KS,LS Electric Co Ltd,Energy Grid Tie division/Chalotte,Parker-Hannifin Corp,,,Completed,LS Electric Co Ltd
04-12-2018,0IUS.L,Genie Energy Ltd,Energy commodity brokerage business assets,Frontline Power Solutions LLC,,,Completed,Genie Energy Ltd
03-12-2018,UGI,UGI Corp,Retail natural gas business/South Jersey Energy Co,South Jersey Industries Inc,,,Completed,UGI Corp
30-11-2018,AMRC,Ameresco Inc,TerraNavigator LLC,,,,Completed,Ameresco Inc
30-11-2018,BKR,Baker Hughes Co,Polyflow LLC,,,,Completed,Baker Hughes Co
27-11-2018,APH,Amphenol Corp,SSI Controls Technologies,SSI Technologies Inc,400,,Completed,Amphenol Corp
27-11-2018,PARR,Par Pacific Holdings Inc,"US Oil & Refining Co,US Oil & Refining Co affiliated entities/Tacoma",TrailStone UK Ltd,358,,Completed,Par Pacific Holdings Inc
26-11-2018,D,Dominion Energy Inc,Dominion Energy Midstream Partners LP,,891.98,4.56,Completed,Dominion Energy Inc
26-11-2018,35D.DU,Defense Metals Corp,Spectrum Mining Corp,,13.68,,Completed,Defense Metals Corp
23-11-2018,GIB,CGI Inc,Onstream Engineering Ltd,,,,Completed,CGI Inc
21-11-2018,KRP,Kimbell Royalty Partners LP,Oil & gas royalty assets,,107.8,,Completed,Kimbell Royalty Partners LP
20-11-2018,MCKRF,Jade Leader Corp,DJ Project/US,,0.06,,Completed,Jade Leader Corp
19-11-2018,NEE,NextEra Energy Inc,Trans Bay Cable LLC,SteelRiver Infrastructure Partners LP,1000,,Completed,NextEra Energy Inc
16-11-2018,FLSS,Forbes Energy Services Ltd,Cretic Energy Services LLC,Catapult Energy Services Group LLC,69.4,,Completed,Forbes Energy Services Ltd
15-11-2018,SUN,Sunoco LP,Refined Products Terminals business/American Midstream Partners LP,American Midstream Partners LP,125,,Completed,Sunoco LP
14-11-2018,PEMTF,Thoughtful Brands Inc,Prost Vanadium Ltd,,5.48,,Completed,Thoughtful Brands Inc
13-11-2018,PUMP,ProPetro Holding Corp,Pressure pumping assets/Pioneer Natural Resources Co,Pioneer Natural Resources Co,398.37,,Completed,ProPetro Holding Corp
13-11-2018,0M1.F,Southern Energy Corp,Gulf Pine Energy Partners LP,,3.43,,Completed,Southern Energy Corp
13-11-2018,GEOS,Geospace Technologies Corp,OptoSeis fiber optic sensing technology business,PGS Americas Inc,1.8,,Completed,Geospace Technologies Corp
09-11-2018,VBK.DE,Verbio SE,Cellulose ethanol plant/Nevada,DuPont de Nemours Inc,,,Completed,Verbio SE
08-11-2018,WES,Western Midstream Partners LP,Western Midstream Operating LP,,9369.62,13.93,Completed,Western Midstream Partners LP
08-11-2018,HEX.OL,Hexagon Composites ASA,Agility Fuel Solutions LLC,,250,,Completed,Hexagon Composites ASA
06-11-2018,XEL,Xcel Energy Inc,Mankato Energy Center LLC,Southern Co/The,650,,Completed,Xcel Energy Inc
06-11-2018,FANG,Diamondback Energy Inc,Northwest Martin & Northeast Andrews oil production assets/TX,"EnergyQuest II LLC,EXL Petroleum Management LLC",312.5,,Completed,Diamondback Energy Inc
05-11-2018,FCEL,FuelCell Energy Inc,14.9 MW fuel cell park/Bridgeport,Dominion Energy Inc,35.4,,Completed,FuelCell Energy Inc
01-11-2018,OVV,Ovintiv Inc,Ovintiv Exploration Inc,,2172,1.55,Completed,Ovintiv Inc
01-11-2018,CRC,California Resources Corp,Office building/Bakersfield,,48.4,,Completed,California Resources Corp
01-11-2018,MMNFQ,MedMen Enterprises Inc,"CSI Solutions LLC,Kannaboost Technology Inc",,33.5,,Completed,MedMen Enterprises Inc
31-10-2018,0IUS.L,Genie Energy Ltd,Prism Solar Technologies Inc,,,,Completed,Genie Energy Ltd
31-10-2018,FANG,Diamondback Energy Inc,Ajax Resources LLC,Kelso & Co LP,,,Completed,Diamondback Energy Inc
30-10-2018,EXE,Expand Energy Corp,WildHorse Resource Development Corp,,1209.23,3.32,Completed,Expand Energy Corp
29-10-2018,FDN.BE,EnerSys,"Alpha Technologies Group Inc,Alpha Technologies Ltd,Alpha Technologies Services Inc of Nevada","Alphatec Co Ltd,Alpha Innovations Co Ltd,Altair Advanced Industries Inc,Radiant Energy Systems Ltd",750,,Completed,EnerSys
29-10-2018,ENSV,Enservco Corp,Adler Hot Oil Service LLC,,12.5,,Completed,Enservco Corp
29-10-2018,CEQ.V,Criterium Energy Ltd,135 mineral claims/ON,,0.04,,Completed,Criterium Energy Ltd
25-10-2018,KRYAY,Kerry Group PLC,Fleischmann's Vinegar Co Inc,Green Plains Inc,353.9,,Completed,Kerry Group PLC
25-10-2018,PTEN,Patterson-UTI Energy Inc,Current Power Solutions Inc,,,,Completed,Patterson-UTI Energy Inc
24-10-2018,MMLP,Martin Midstream Partners LP,Martin Transport Inc,Martin Resource Management Corp,135,,Completed,Martin Midstream Partners LP
24-10-2018,BRBL,Brewbilt Brewing Co,Satel Group Inc,,,,Completed,Brewbilt Brewing Co
22-10-2018,KLXE,KLX Energy Services Holdings Inc,Motley Services LLC,,148,,Completed,KLX Energy Services Holdings Inc
22-10-2018,INE.TO,Innergex Renewable Energy Inc,260-MW PV project,"Open Road Renewables LLC,MAP Energy LLC",,,Completed,Innergex Renewable Energy Inc
21-10-2018,WF9.F,Worley Ltd,Energy chemicals & resources segments,Jacobs Engineering Group Inc,3200,,Completed,Worley Ltd
19-10-2018,HPIL,HPIL Holding,RodDoc LLC,,0.24,,Completed,HPIL Holding
19-10-2018,NKG.V,Nevada King Gold Corp,2656066 Ontario Ltd,Casino Gold Corp,,,Completed,Nevada King Gold Corp
18-10-2018,SRE,Sempra,InfraREIT Inc,,1864.34,15.51,Completed,Sempra
18-10-2018,VLO,Valero Energy Corp,Valero Energy Partners LP,,950.47,7.54,Completed,Valero Energy Corp
16-10-2018,SUN,Sunoco LP,Fuel distribution business/Brenco Marketing Corp,Brenco Marketing Corp,24,,Completed,Sunoco LP
16-10-2018,TDY,Teledyne Technologies Inc,Certain Assets,Falcon Analytical Systems & Technologies LLC,,,Completed,Teledyne Technologies Inc
15-10-2018,NINE,Nine Energy Service Inc,Magnum Oil Tools International Ltd,,496.21,,Completed,Nine Energy Service Inc
14-10-2018,CNA.L,Centrica PLC,Retail electricity business/Source Power & Gas LLC,Shell Energy Operations Pty Ltd,27,,Completed,Centrica PLC
11-10-2018,DEC,Diversified Energy Co PLC,Core Appalachia Holding Co LLC,Tcfii Core LLC,183,,Completed,Diversified Energy Co PLC
11-10-2018,TONY.CN,Tony G Co-Investment Holdings,BrainGrid Corp,,,,Completed,Tony G Co-Investment Holdings
11-10-2018,EXC,Exelon Corp,PFMG Solar LLC,Spear Point Energy LLC,,,Completed,Exelon Corp
10-10-2018,IPCO.TO,International Petroleum Corp,BlackPearl Resources Inc,,556.42,22.56,Completed,International Petroleum Corp
10-10-2018,MMNFQ,MedMen Enterprises Inc,Licensed dispensary/Emeryville,Berkeley Patients Group Inc,,,Completed,MedMen Enterprises Inc
09-10-2018,AM,Antero Midstream Corp,Antero Midstream Partners LP,Antero Resources Corp,3025.29,8.03,Completed,Antero Midstream Corp
09-10-2018,AM,Antero Midstream Corp,Antero Midstream Partners LP,,2786.85,10.6,Completed,Antero Midstream Corp
08-10-2018,ORSTED.CO,Orsted AS,Deepwater Wind LLC,DE Shaw & Co LP,510,,Completed,Orsted AS
08-10-2018,FET,Forum Energy Technologies Inc,Global Heat Transfer Inc,Pelican Energy Partners LP,,,Completed,Forum Energy Technologies Inc
03-10-2018,NOA,North American Construction Group Ltd,Certain Assets,Aecon Group Inc,155.12,,Completed,North American Construction Group Ltd
03-10-2018,MMNFQ,MedMen Enterprises Inc,Seven Point dispensary/Oak Park,,,,Completed,MedMen Enterprises Inc
02-10-2018,MMNFQ,MedMen Enterprises Inc,Omaha Management Services LLC,Whitestar Solutions LLC,,,Completed,MedMen Enterprises Inc
27-09-2018,MPLX,MPLX LP,430 acre Pin Oak Terminals facility,"Mercuria Energy Asset Management BV,Dauphine Midstream LLC",450,,Completed,MPLX LP
27-09-2018,JCI,Johnson Controls International plc,Federal Energy Infrastructure Solutions LLC,"Electricite de France SA,Unknown Seller",,,Completed,Johnson Controls International plc
26-09-2018,ALA.TO,AltaGas Ltd,Aitken Creek Processing Facilities,Black Swan Energy Ltd,177.33,,Completed,AltaGas Ltd
25-09-2018,CLIC.V,Comet Lithium Corp,34 mining claims,"Private Investor,NBGold Inc",3.41,,Completed,Comet Lithium Corp
24-09-2018,DCC.F,DCC PLC,JAM Industries Inc,,170,,Completed,DCC PLC
24-09-2018,BKR,Baker Hughes Co,XACT Downhole Telemetry Inc,,,,Completed,Baker Hughes Co
21-09-2018,TRAGF,TeraGo Inc,"Mobilexchange Spectrum Inc,Mobilexchange Spectrum Holdings Inc",,4.39,,Completed,TeraGo Inc
20-09-2018,ED,Consolidated Edison Inc,US renewables portfolio & midstream assets,Sempra,1540,,Completed,Consolidated Edison Inc
18-09-2018,ENB,Enbridge Inc,Enbridge Energy Partners LP,,9200.84,7.16,Completed,Enbridge Inc
18-09-2018,ENB,Enbridge Inc,Enbridge Income Fund Holdings Inc,,3653.14,,Completed,Enbridge Inc
18-09-2018,ENB,Enbridge Inc,Enbridge Energy Management LLC,,994.11,,Completed,Enbridge Inc
18-09-2018,SPB.TO,Superior Plus Corp,Propane Distribution Assets/Porco Energy Corp,Porco Energy Corp,,,Completed,Superior Plus Corp
17-09-2018,ARSLF,Altima Energy Inc,Crimson Oil & Gas Ltd,Crimson Energy Ltd,,,Completed,Altima Energy Inc
14-09-2018,SPB.TO,Superior Plus Corp,United Liquid Gas Co,,33,,Completed,Superior Plus Corp
13-09-2018,09N.F,Prairie Provident Resources Inc,Marquee Energy Ltd,,39.27,6.52,Completed,Prairie Provident Resources Inc
06-09-2018,CPX.TO,Capital Power Corp,Arlington Valley LLC,Oaktree Capital Group Holdings LP,300,,Completed,Capital Power Corp
06-09-2018,AMRC,Ameresco Inc,Chelsea Group Ltd,,,,Completed,Ameresco Inc
05-09-2018,ZPTAF,Surge Energy Inc,Mount Bastion Oil & Gas Corp,,129.67,,Completed,Surge Energy Inc
05-09-2018,CNA.L,Centrica PLC,Vista Solar Inc,,,,Completed,Centrica PLC
04-09-2018,TALO,Talos Energy Inc,Talos Oil & Gas LLC,,52,,Completed,Talos Energy Inc
04-09-2018,SPSO,Spectacular Solar Inc,Spectacular Solar Inc/old,,,,Completed,Spectacular Solar Inc
31-08-2018,CRC.BE,Canadian Natural Resources Ltd,Joslyn Oil Sands Project,"Occidental Petroleum Corp,TotalEnergies SE,Suncor Energy Inc,Inpex Canada Ltd",172.26,,Completed,Canadian Natural Resources Ltd
30-08-2018,ENB.F,Ensign Energy Services Inc,Trinidad Drilling Ltd,,678.66,7.52,Completed,Ensign Energy Services Inc
30-08-2018,AEP,American Electric Power Co Inc,1.4 MW Fuel cell power plant/US,FuelCell Energy Inc,,,Completed,American Electric Power Co Inc
29-08-2018,PARR,Par Pacific Holdings Inc,Select refinery assets/Island Energy Services,Island Energy Services LLC,,,Completed,Par Pacific Holdings Inc
28-08-2018,PF6.DU,Parkland Corp,Missouri Valley Petroleum Inc,,,,Completed,Parkland Corp
27-08-2018,GSVR.V,Guanajuato Silver Co Ltd,18 mineral properties/US,Intermont Resource LLC,0.7,,Completed,Guanajuato Silver Co Ltd
24-08-2018,ENB,Enbridge Inc,Spectra Energy Partners LP,,3158.62,17.59,Completed,Enbridge Inc
23-08-2018,ROCK,Gibraltar Industries Inc,SolarBOS,,6.4,,Completed,Gibraltar Industries Inc
23-08-2018,8058.T,Mitsubishi Corp,Nexamp Inc,,,,Completed,Mitsubishi Corp
22-08-2018,ETR,Entergy Corp,810-megawatt Choctaw plant,NRG Energy Inc,314,,Completed,Entergy Corp
22-08-2018,APD,Air Products and Chemicals Inc,Rotoflow turboexpander business,Baker Hughes Co,,,Completed,Air Products and Chemicals Inc
21-08-2018,UGI,UGI Corp,Hunlock Creek natural gas facility,LS Power Equity Advisors LLC,,,Completed,UGI Corp
20-08-2018,HGHAF,High Arctic Energy Services Inc,Powerstroke Well Control Ltd,,7.2,,Completed,High Arctic Energy Services Inc
14-08-2018,FANG,Diamondback Energy Inc,Energen Corp,,9144.68,11.25,Completed,Diamondback Energy Inc
14-08-2018,5LM0.F,King Global Ventures Inc,Marilyn Three Property/Newfoundland,,26.78,,Completed,King Global Ventures Inc
13-08-2018,PF6.DU,Parkland Corp,Rhinehart Oil Co Inc,,176,,Completed,Parkland Corp
13-08-2018,EDE.XA,Eden Innovations Ltd,Industrial land/Doug Barnard Parkway,Meridian Brick LLC,1.2,,Completed,Eden Innovations Ltd
09-08-2018,FANG,Diamondback Energy Inc,Midland basin assets/Texas,Ajax Resources LLC,1241.63,,Completed,Diamondback Energy Inc
09-08-2018,ORSTED.CO,Orsted AS,Lincoln Clean Energy LLC,I Squared Capital Advisors US LLC,580,,Completed,Orsted AS
09-08-2018,NVA.TO,NuVista Energy Ltd,Pipestone & Wembley natural gas and liquids business,Cenovus Energy Inc,478.81,,Completed,NuVista Energy Ltd
08-08-2018,STWD,Starwood Property Trust Inc,Energy Financial Services business/General Electric Co,General Electric Co,2010,,Completed,Starwood Property Trust Inc
08-08-2018,KNTK,Kinetik Holdings Inc,Midstream assets at Alphine High,Apache Corp,952,,Completed,Kinetik Holdings Inc
06-08-2018,KOS,Kosmos Energy Ltd,"Deep Gulf Energy LP,Deep Gulf Energy II LLC,Deep Gulf Energy III LLC","Quintana Capital Group LP (Fund: Quintana Energy Partners LP),First Reserve Corp (Fund: First Reserve Fund XI LP),First Reserve Corp (Fund: First Reserve Fund X LP),ArcLight Capital Partners LLC (Fund: ArcLight Energy Partners Fund V LP)",1225,,Completed,Kosmos Energy Ltd
02-08-2018,INE.TO,Innergex Renewable Energy Inc,"5 Cartier wind farms 366MW/Quebec,Cartier wind farm operating entities/Quebec",TC Energy Corp,476.97,,Completed,Innergex Renewable Energy Inc
02-08-2018,VYEY,Victory Oilfield Tech Inc,Pro-Tech Hardbanding Services Inc,,1.6,,Completed,Victory Oilfield Tech Inc
02-08-2018,ENGI.PA,Engie SA,Donnelly Mechanical Corp,,,,Completed,Engie SA
01-08-2018,ET,Energy Transfer LP,Energy Transfer Operating LP,,59299.55,11.09,Completed,Energy Transfer LP
01-08-2018,BIP,Brookfield Infrastructure Partners LP,Enercare Inc,,2392.9,10.72,Completed,Brookfield Infrastructure Partners LP
01-08-2018,8H1.SG,Hydro One Ltd,Peterborough Distribution Inc,,80.72,,Completed,Hydro One Ltd
01-08-2018,SUN,Sunoco LP,Sandford Oil Co Inc,,66,,Completed,Sunoco LP
01-08-2018,CRK,Comstock Resources Inc,Haynesville shale property/US,Enduro Resource Partners LLC,37,,Completed,Comstock Resources Inc
01-08-2018,PED,PEDEVCO Corp,Oil and gas operations/Hunter Oil Corp,Hunter Technology Corp,21.32,,Completed,PEDEVCO Corp
31-07-2018,NOG,Northern Oil and Gas Inc,W Energy Partners LLC,"Crestview Partners LP/NY (Fund: Crestview Partners III LP),Unknown Seller",156.37,,Completed,Northern Oil and Gas Inc
