Announce Date,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,Company Name
10-03-2020,PF6.DU,Parkland Corp,ConoMart Super Stores/Montana,,,,Completed,Parkland Corp
10-03-2020,NESTE.HE,Neste Oyj,Mahoney Environmental Inc,,,,Completed,Neste Oyj
06-03-2020,CIPI,Correlate Energy Corp,TRICCAR Holdings Inc,,137.6,,Completed,Correlate Energy Corp
05-03-2020,USEG,US Energy Corp,New Horizon Resources LLC,,0.42,,Completed,US Energy Corp
04-03-2020,BX,Blackstone Inc,NRStor C&I Inc,"Lake Bridge Capital Inc,Fengate Capital Management Ltd (Fund: LPF Equities Fund)",,,Completed,Blackstone Inc
03-03-2020,MJHI,MJ Harvest Inc,Weedfarmsupply.com & other assets,Elevated Agricultural Solutions LLC,,,Completed,MJ Harvest Inc
27-02-2020,AU000000BRK4.SG,Brookside Energy Ltd,2 SWISH AOI units,,,,Completed,Brookside Energy Ltd
26-02-2020,NU,Eversource Energy,Natural gas assets/Columbia Gas of Massachusetts,NiSource Inc,1100,,Completed,Eversource Energy
25-02-2020,BSNLF,Blue Star Helium Ltd,17612 gross acres of helium leases/Colorado,,,,Completed,Blue Star Helium Ltd
24-02-2020,TOU.TO,Tourmaline Oil Corp,Chinook Energy Inc,,16.77,,Completed,Tourmaline Oil Corp
21-02-2020,DNAX,DNA Brands Inc,954Solar LLC,,,,Completed,DNA Brands Inc
18-02-2020,POW.TO,Power Corp of Canada,3.5 MW community solar project,International Sourcing & Marketing Ltd,,,Completed,Power Corp of Canada
13-02-2020,TOBAF,TAAT Global Alternatives Inc,TAAT International LLC,,2.3,,Completed,TAAT Global Alternatives Inc
12-02-2020,TOBAF,TAAT Global Alternatives Inc,TT Enterprises Inc,,1.33,,Completed,TAAT Global Alternatives Inc
11-02-2020,D,Dominion Energy Inc,Atlantic Coast Pipeline LLC,Southern Co Gas,175,,Completed,Dominion Energy Inc
11-02-2020,D,Dominion Energy Inc,Pivotal Lng Inc,,,,Completed,Dominion Energy Inc
10-02-2020,AEPT,American Energy Partners Inc,Oilfield Basics LLC,,,,Completed,American Energy Partners Inc
05-02-2020,HLMA.L,Halma PLC,Sensit Technologies LLC,,51.5,,Completed,Halma PLC
05-02-2020,DYD0.F,Sonoran Desert Copper Corp,Kelly Palladium project/Sudbury,,0.02,,Completed,Sonoran Desert Copper Corp
04-02-2020,EMBYF,Nexera Energy Inc,30 oil & gas leases/Texas,Advantagewon Oil Corp,0.26,,Completed,Nexera Energy Inc
03-02-2020,ARE.TO,Aecon Group Inc,Voltage Power Ltd,,22.58,,Completed,Aecon Group Inc
03-02-2020,WCHEF,Winchester Energy Ltd,Bast Oil Field,,,,Completed,Winchester Energy Ltd
01-02-2020,PBF,PBF Energy Inc,Equilon Enterprises LLC,,,,Completed,PBF Energy Inc
28-01-2020,YXEP.F,Quebec Precious Metals Corp,Elmer East/Quebec,Azimut Exploration Inc,,,Completed,Quebec Precious Metals Corp
24-01-2020,CNA.L,Centrica PLC,Package of Liquids-rich natual gas assets,Ovintiv Inc,44.13,,Completed,Centrica PLC
24-01-2020,VTOL,Bristow Group Inc,Bristow Group Inc/old,,,,Completed,Bristow Group Inc
23-01-2020,SIE.V,Sienna Resources Inc,Marathon North Palladium Property,,,,Completed,Sienna Resources Inc
22-01-2020,SPM.MI,Saipem SpA,CO2 capture technology/CO2 Solutions Inc,CO2 Solutions Inc,,,Completed,Saipem SpA
21-01-2020,CAVR,CAVU Resources Inc,Sinacori Builders LLC,,4.7,,Completed,CAVU Resources Inc
20-01-2020,IPCO.TO,International Petroleum Corp,Granite Oil Corp,,60.01,5.56,Completed,International Petroleum Corp
20-01-2020,PWR,Quanta Services Inc,Catalyst Changers Inc,,,,Completed,Quanta Services Inc
16-01-2020,PF6.DU,Parkland Corp,Kellerstrass Enterprises Inc,,,,Completed,Parkland Corp
15-01-2020,CAPL,CrossAmerica Partners LP,Retail & wholesale operations,,35.22,,Completed,CrossAmerica Partners LP
15-01-2020,TECK,Teck Resources Ltd,1.05 MW SunMine solar energy facility,City of Kimberley,1.53,,Completed,Teck Resources Ltd
14-01-2020,VENI.CN,Vencanna Ventures Inc,Galenas New Jersey LLC,"Medical Investor Holdings LLC,Medical Investment Fund A LP",0.13,,Completed,Vencanna Ventures Inc
09-01-2020,SPB.TO,Superior Plus Corp,Western Propane Service,,,,Completed,Superior Plus Corp
08-01-2020,NKO.F,Nikkiso Co Ltd,Alternative Fuels Division,GP Strategies Corp,,,Completed,Nikkiso Co Ltd
06-01-2020,TDY,Teledyne Technologies Inc,OakGate Technology Inc,,,,Completed,Teledyne Technologies Inc
06-01-2020,TGC0.F,TGS ASA,Log database & associated intellectual property,Petrophysical Solutions Inc,,,Completed,TGS ASA
01-01-2020,INFA.F,SciDev Ltd,Highland Fluid Technology Inc,,4.44,,Completed,SciDev Ltd
31-12-2019,SUMA.BE,Sumitomo Corp,Customer contracts & natural gas/Georgia,Just Energy Group Inc,3.4,,Completed,Sumitomo Corp
31-12-2019,STXPF,Stuhini Exploration Ltd,Ruby Creek Property,Global Drilling Solutions Inc,0.82,,Completed,Stuhini Exploration Ltd
30-12-2019,SEITL.XC,Sdcl Energy Efficiency Income Trust PLC,298MW energy efficiency portfolio/Indiana,"Private Investor,Fortistar LLC",110,,Completed,Sdcl Energy Efficiency Income Trust PLC
23-12-2019,EFVIF,EF EnergyFunders Ventures Inc,EF Resources Inc,,,,Completed,EF EnergyFunders Ventures Inc
19-12-2019,CHX,ChampionX Corp,ChampionX Holding Inc,Ecolab Inc,492,,Completed,ChampionX Corp
19-12-2019,TGC0.F,TGS ASA,3D seismic surveys assets,,,,Completed,TGS ASA
18-12-2019,PHX,PHX Minerals Inc,700 net mineral acres,,9.56,,Completed,PHX Minerals Inc
18-12-2019,15A.SG,O3 Mining Inc,4 mining claims/Quebec,Kinross Gold Corp,0.84,,Completed,O3 Mining Inc
17-12-2019,NVAC.F,Banpu PCL,Barnett Shale assets/Devon Energy Corp,Devon Energy Corp,490,,Completed,Banpu PCL
13-12-2019,15A.SG,O3 Mining Inc,Simkar property/Quebec,Monarch Gold Corp,0.9,,Completed,O3 Mining Inc
09-12-2019,CWEN,Clearway Energy Inc,527 MW carlsbad energy center,Global Infrastructure Management LLC,184,,Completed,Clearway Energy Inc
03-12-2019,SIRC,Solar Integrated Roofing Corp,Milholland Electric Inc,,,,Completed,Solar Integrated Roofing Corp
25-11-2019,BTC-USD,"Shinhan Financial Group Co Ltd,ST International Corp,KDB Infrastructure Investments Asset Management Co Ltd (Fund: KIAM Power Energy PEF No 3),EIP Investment Co Ltd",Utopia Pipeline/Riverstone Holdings LLC,Riverstone Holdings LLC,500,,Completed,"Shinhan Financial Group Co Ltd,ST International Corp,KDB Infrastructure Investments Asset Management Co Ltd (Fund: KIAM Power Energy PEF No 3),EIP Investment Co Ltd"
22-11-2019,HTPRF,HTC Purenergy Inc,Kase Farma Inc,Starling Brands Inc,3.19,,Completed,HTC Purenergy Inc
22-11-2019,PF6.DU,Parkland Corp,Mort Distributing Inc,,,,Completed,Parkland Corp
20-11-2019,REP.MU,Repsol SA,Belmont Technology Inc/TX,,,,Completed,Repsol SA
18-11-2019,15A.SG,O3 Mining Inc,Garrison project/Ontario,Metals Creek Resources Corp,0.25,,Completed,O3 Mining Inc
15-11-2019,ROK.V,ROK Resources Inc,ROK Resources Inc/CA,,0.77,,Completed,ROK Resources Inc
12-11-2019,DCC.F,DCC PLC,Ion Labs Inc,,60,,Completed,DCC PLC
12-11-2019,KRP,Kimbell Royalty Partners LP,Certain mineral & royalty asset/Buckhorn Resources GP,Buckhorn Resources GP LLC,36.3,,Completed,Kimbell Royalty Partners LP
07-11-2019,EDRVF,EDP Renovaveis SA,278 MW 3 solar plants/US,First Solar Inc,,,Completed,EDP Renovaveis SA
06-11-2019,EPM,Evolution Petroleum Corp,Certain Assets,Merit Energy Co LLC,9.5,,Completed,Evolution Petroleum Corp
05-11-2019,TGC0.F,TGS ASA,Kingfisher 3D seismic survey,,,,Completed,TGS ASA
05-11-2019,UBS,UBS Group AG,Phoenix Wind Repower,,,,Completed,UBS Group AG
04-11-2019,PHCG,Pure Harvest Corp Group Inc,Solar Cultivation Technologies Inc,,,,Completed,Pure Harvest Corp Group Inc
25-10-2019,D,Dominion Energy Inc,Solar Generating Project,First Solar Inc,,,Completed,Dominion Energy Inc
21-10-2019,VTOL,Bristow Group Inc,Aero Design Ltd,,,,Completed,Bristow Group Inc
18-10-2019,DTE,DTE Energy Co,Gathering system & pipeline Haynesville/Louisiana,"Indigo Natural Resources LLC,Momentum Midstream LLC",2360,,Completed,DTE Energy Co
09-10-2019,UNRG,United Energy Corp,Non-Florida retail operations and contracts,Chesapeake Utilities Corp,,,Completed,United Energy Corp
09-10-2019,NJR,New Jersey Resources Corp,"Mid-Atlantic wholesale contracts,Maryland division and Sandpiper Energy Asset Management agreements",Chesapeake Utilities Corp,,,Completed,New Jersey Resources Corp
08-10-2019,SHEL,Shell PLC,Hudson Energy Supply UK Ltd,Just Energy Group Inc,1.83,,Completed,Shell PLC
07-10-2019,MDI.TO,Major Drilling Group International Inc,Norex Drilling Ltd,,12.92,,Completed,Major Drilling Group International Inc
04-10-2019,HESM,Hess Midstream LP,Hess Infrastructure Partners LP,"Hess Corp,Global Infrastructure Management LLC (Fund: Global Infrastructure Partners II LP)",5082.17,,Completed,Hess Midstream LP
04-10-2019,TWMIF,Tidewater Midstream and Infrastructure Ltd,Prince George Refinery,Husky Energy Inc,161.4,,Completed,Tidewater Midstream and Infrastructure Ltd
02-10-2019,MCB.TO,McCoy Global Inc,DrawWorks LP,,6,,Completed,McCoy Global Inc
02-10-2019,VTOL,Bristow Group Inc,Simplex Aerospace Corp,,,,Completed,Bristow Group Inc
01-10-2019,BBU-UN.TO,Brookfield Business Partners LP,Altera Infrastructure LP,,170.62,0.87,Completed,Brookfield Business Partners LP
01-10-2019,KRP,Kimbell Royalty Partners LP,Certain mineral & royalty interests/Dallas,Springbok Energy Partners LLC,164.17,,Completed,Kimbell Royalty Partners LP
01-10-2019,NVAX,NOV Inc,Denali Inc,Patriarch Partners LLC,,,Completed,NOV Inc
30-09-2019,600900.SS,China Yangtze Power Co Ltd,"Peruvian Opportunity Co SAC,Sempra Americas Bermuda Ltd",Sempra,3590,,Completed,China Yangtze Power Co Ltd
30-09-2019,XIFR,XPLR Infrastructure LP,Meade Pipeline Co LLC,Coterra Energy Inc,1370,,Completed,XPLR Infrastructure LP
30-09-2019,XIFR,XPLR Infrastructure LP,Central Penn Pipeline,AltaGas Ltd,657.02,,Completed,XPLR Infrastructure LP
27-09-2019,WTRV,White River Energy Corp,Banner Midstream Corp,,,,Completed,White River Energy Corp
26-09-2019,NGL,NGL Energy Partners LP,Hillstone Environmental Partners LLC,Golden Gate Capital LP,642.5,,Completed,NGL Energy Partners LP
26-09-2019,CEIN,Camber Energy Inc,Evercon Energy LLC,,,,Completed,Camber Energy Inc
26-09-2019,D,Dominion Energy Inc,"15 MW Myrtle Solar project,80 MW Greensville Solar facility",Macquarie Group Ltd,,,Completed,Dominion Energy Inc
23-09-2019,ENGI.PA,Engie SA,Portfolio of 4 Community Solar Plus Storage Projects,,,,Completed,Engie SA
20-09-2019,HUSA,Houston American Energy Corp,5871 gross acre block/San Andres,,,,Completed,Houston American Energy Corp
16-09-2019,ET,Energy Transfer LP,SemGroup Corp,,3692.62,10,Completed,Energy Transfer LP
16-09-2019,FOBIF,FOBI AI INC,Uklipz Digital Media Inc,,0.26,,Completed,FOBI AI INC
13-09-2019,0P0000KNY5.L,Auri Inc,EVAP Inc,,,,Completed,Auri Inc
12-09-2019,ABRA.V,AbraSilver Resource Corp,Aethon Minerals Corp,,3.07,,Completed,AbraSilver Resource Corp
12-09-2019,DUK,Duke Energy Corp,Solar project/Texas,Canadian Solar Inc,,,Completed,Duke Energy Corp
11-09-2019,TREAY,Terna Energy SA,196-MW Bearkat I wind farm/Texas,Copenhagen Infrastructure Partners K/S,,,Completed,Terna Energy SA
10-09-2019,SKLZ,SK Inc,SIC Wafer business/DDP,DuPont de Nemours Inc,450.24,,Completed,SK Inc
10-09-2019,3PS.F,Pason Systems Inc,Unnamed Target,,20,,Completed,Pason Systems Inc
10-09-2019,DMAN,Demand Brands Inc,GEOEnhanced Technologies Inc,,,,Completed,Demand Brands Inc
06-09-2019,KMI,Kinder Morgan Inc,Certain Assets,Southcross Energy Partners LLC,76,,Completed,Kinder Morgan Inc
06-09-2019,4506.T,Sumitomo Pharma Co Ltd,"Private Co,Myovant Sciences Ltd,Urovant Sciences Ltd,Altavant Sciences Inc,Enzyvant Inc",Roivant Sciences Ltd,,,Completed,Sumitomo Pharma Co Ltd
05-09-2019,TGC0.F,TGS ASA,Lasser Inc,,,,Completed,TGS ASA
05-09-2019,PF6.DU,Parkland Corp,Tropic Oil Co,,,,Completed,Parkland Corp
03-09-2019,TDY,Teledyne Technologies Inc,Micralyne Inc,"FTC Technologies Inc,Unknown Seller",,,Completed,Teledyne Technologies Inc
03-09-2019,AMT,American Tower Corp,Portfolio of wireless communications,Grain Management LLC,,,Completed,American Tower Corp
27-08-2019,DEC,Diversified Energy Co PLC,2 natural gas gathering systems,"Dominion Energy Inc,EQM Midstream Partners LP",7.7,,Completed,Diversified Energy Co PLC
22-08-2019,COPEC.SN,Empresas Copec SA,Prime-Line Inc,,0.02,,Completed,Empresas Copec SA
21-08-2019,PBA,Pembina Pipeline Corp,PKM Canada Ltd,,1694.99,8.71,Completed,Pembina Pipeline Corp
21-08-2019,PBA,Pembina Pipeline Corp,Kinder Morgan Cochin LLC,Kinder Morgan Inc,1546,,Completed,Pembina Pipeline Corp
21-08-2019,RZREF,Razor Energy Corp,Little Rock Resources Ltd,,9.57,,Completed,Razor Energy Corp
21-08-2019,SLNG,Stabilis Solutions Inc,Diversenergy LLC,,,,Completed,Stabilis Solutions Inc
20-08-2019,VST,Vistra Corp,Ambit Energy Holdings LLC,,475,,Completed,Vistra Corp
19-08-2019,RUS.TO,Russel Metals Inc,City Pipe & Supply Corp,,160,,Completed,Russel Metals Inc
16-08-2019,0YT.F,Hunting PLC,RTI Energy Systems Inc,Howmet Aerospace Inc,12.5,,Completed,Hunting PLC
14-08-2019,BRK-B,Berkshire Hathaway Inc,Foote Creek I wind generation facility,,,,Completed,Berkshire Hathaway Inc
14-08-2019,POU.TO,Paramount Resources Ltd,5 oil-sands leases,Koch Industries Inc,,,Completed,Paramount Resources Ltd
07-08-2019,1OK.F,Avon Technologies PLC,Ballistic Protection Business/3M Co,3M Co,91,,Completed,Avon Technologies PLC
02-08-2019,TAC,TransAlta Corp,Keephills 3 generation unit,Capital Power Corp,,,Completed,TransAlta Corp
02-08-2019,CPX.TO,Capital Power Corp,Genesee 3 generation unit,TransAlta Corp,,,Completed,Capital Power Corp
31-07-2019,RUN,Sunrun Inc,Specified customer pipeline & assembled workforce,Omni Energy LLC,2.7,,Completed,Sunrun Inc
31-07-2019,POW.TO,Power Corp of Canada,Nautilus Solar Energy LLC,Virgo Investment Group LLC,,,Completed,Power Corp of Canada
29-07-2019,OSA.BE,Osaka Gas Co Ltd,Sabine Oil & Gas Corp,Sabine Oil & Gas Holdings Inc,,,Completed,Osaka Gas Co Ltd
25-07-2019,DEC,Diversified Energy Co PLC,Oil & natural gas development production & exploration assets/Ohio,EdgeMarc Energy Holdings LLC,50,,Completed,Diversified Energy Co PLC
24-07-2019,TTE,TotalEnergies SE,Mide Technology Corp,,,,Completed,TotalEnergies SE
24-07-2019,AEP,American Electric Power Co Inc,Santa Rita East Wind Project,Invenergy Renewables LLC,,,Completed,American Electric Power Co Inc
16-07-2019,VXIT,VirExit Technologies Inc,Sun Ovens International Inc,,0,,Completed,VirExit Technologies Inc
11-07-2019,AEPT,American Energy Partners Inc,Hickman Geological Consulting LLC,,,,Completed,American Energy Partners Inc
09-07-2019,ELGL,Element Global Inc,Element International Group Inc,,,,Completed,Element Global Inc
02-07-2019,UGI,UGI Corp,UGI Appalachia LLC,TC Energy Corp,1275,,Completed,UGI Corp
02-07-2019,15A.SG,O3 Mining Inc,Chalice Gold Mines Quebec Inc,Chalice Mining Ltd,9.15,,Completed,O3 Mining Inc
02-07-2019,TH,Target Hospitality Corp,168 room community/Midland,ProPetro Holding Corp,,,Completed,Target Hospitality Corp
02-07-2019,SCYRF,Scryb Inc,Rights of medical-grade cloud software,FIO Corp,,,Completed,Scryb Inc
01-07-2019,ORSTED.CO,Orsted AS,103 MW Wind Project,Pattern Energy Group Inc,,,Completed,Orsted AS
28-06-2019,CMI,Cummins Inc,Hydrogenics Corp,,263.28,,Completed,Cummins Inc
24-06-2019,AROC,Archrock Inc,Elite Compression Services LLC,JDH Capital LLC,406.54,,Completed,Archrock Inc
24-06-2019,ARLP,Alliance Resource Partners LP,Oil & Gas Mineral Interests/Wing Resources,"Wing Resources LLC,Wing Resources II LLC",145,,Completed,Alliance Resource Partners LP
24-06-2019,EPD,Enterprise Products Partners LP,Texas Monthly Inc,,,,Completed,Enterprise Products Partners LP
19-06-2019,CNA.L,Centrica PLC,SmartWatt Energy Inc,,37,,Completed,Centrica PLC
19-06-2019,TH,Target Hospitality Corp,3 Permian basin communities/Delaware,Superior Lodging Corp,30,,Completed,Target Hospitality Corp
19-06-2019,RE.V,RE Royalties Ltd,Portfolio of gross revenue royalties,Fresh Air Energy Inc,1.87,,Completed,RE Royalties Ltd
19-06-2019,SPWRQ,SunPower Corp,Portfolio of residential solar lease,Capital Dynamics AG,,,Completed,SunPower Corp
17-06-2019,VATE,INNOVATE Corp,Ampcng LLC,,41,,Completed,INNOVATE Corp
17-06-2019,TTE,TotalEnergies SE,Go Electric Inc,,,,Completed,TotalEnergies SE
11-06-2019,PBF,PBF Energy Inc,Martinez refinery,Shell PLC,1200,,Completed,PBF Energy Inc
11-06-2019,PLUG,Plug Power Inc,EnergyOr Technologies Inc,,,,Completed,Plug Power Inc
10-06-2019,CRK,Comstock Resources Inc,Covey Park Energy LLC,"Denham Capital Management LP (Fund: DCPF VI Oil and Gas Co-Investment Fund LP),Covey Park Holdings LLC",1947.28,,Completed,Comstock Resources Inc
07-06-2019,KY7.F,Akastor ASA,Bronco Manufacturing LLC,,31.5,,Completed,Akastor ASA
06-06-2019,MMNFQ,MedMen Enterprises Inc,MattnJeremy Inc,,13,,Completed,MedMen Enterprises Inc
06-06-2019,SMGI,SMG Industries Inc,Trinity Services LLC,,3.35,,Completed,SMG Industries Inc
05-06-2019,TDY,Teledyne Technologies Inc,Gas and flame detection business/Minnesota,3M Co,230,,Completed,Teledyne Technologies Inc
03-06-2019,TTE,TotalEnergies SE,Toshiba America LNG Corp,Toshiba Corp,15,,Completed,TotalEnergies SE
30-05-2019,6D40.SG,Delek Group Ltd,Chevron North Sea Ltd,Chevron Corp,2000,,Completed,Delek Group Ltd
30-05-2019,DUK,Duke Energy Corp,Palmer Solar project,Juwi Inc,,,Completed,Duke Energy Corp
30-05-2019,DUK,Duke Energy Corp,150-MW solar project/California,Clearway Energy Group LLC,,,Completed,Duke Energy Corp
29-05-2019,CRC.BE,Canadian Natural Resources Ltd,Devon Canada Corp,Devon Energy Corp,2792.37,,Completed,Canadian Natural Resources Ltd
29-05-2019,KNTK,Kinetik Holdings Inc,Permian Highway Pipeline/US,,161,,Completed,Kinetik Holdings Inc
29-05-2019,P3K.MU,Pantheon Resources PLC,StagingPilot,,,,Completed,Pantheon Resources PLC
22-05-2019,NRG,NRG Energy Inc,Retail energy business/Stream Energy Inc,Stream Energy Inc,300,,Completed,NRG Energy Inc
22-05-2019,OGE,OGE Energy Corp,AES Shady Point plant/Oklahoma,,,,Completed,OGE Energy Corp
20-05-2019,NFTA.TA,Naphtha Israel Petroleum Corp Ltd,Isramco Inc,,393.08,11.61,Completed,Naphtha Israel Petroleum Corp Ltd
17-05-2019,DUK,Duke Energy Corp,100MW Lapetus Solar Energy Project,7x Energy Inc,,,Completed,Duke Energy Corp
16-05-2019,PPP.V,Prospector Metals Corp,Perk-Rocky Copper-Gold Porphyry Project,,0.69,,Completed,Prospector Metals Corp
16-05-2019,GOSD.XD,Goldman Sachs Group Inc/The,134 MWp/100 MWac Mustang solar plant/California,Canadian Solar Inc,,,Completed,Goldman Sachs Group Inc/The
16-05-2019,CSIQ,Canadian Solar Inc,100-MW solar farm,Goldman Sachs Group Inc/The,,,Completed,Canadian Solar Inc
15-05-2019,ENGI.PA,Engie SA,Genbright LLC,,,,Completed,Engie SA
15-05-2019,PF6.DU,Parkland Corp,KEN Bettridge Distributing Inc,,,,Completed,Parkland Corp
14-05-2019,NGL,NGL Energy Partners LP,Mesquite Disposals Unlimited LLC,Mesquite SWD Inc,892.5,,Completed,NGL Energy Partners LP
14-05-2019,15A.SG,O3 Mining Inc,Alexandria Minerals Corp,,20.68,,Completed,O3 Mining Inc
13-05-2019,CEIN,Camber Energy Inc,Lineal Star Holdings LLC,,,,Completed,Camber Energy Inc
13-05-2019,IWTNF,Iwatani Corp,4 hydrogen refueling stations/CA,Messer LLC,,,Completed,Iwatani Corp
09-05-2019,OXY,Occidental Petroleum Corp,Anadarko Petroleum Corp,,55162.46,8.05,Completed,Occidental Petroleum Corp
08-05-2019,MPLX,MPLX LP,Andeavor Logistics LP,Marathon Petroleum Corp,10178.07,10.59,Completed,MPLX LP
08-05-2019,MPLX,MPLX LP,Andeavor Logistics LP,,3288.99,7.26,Completed,MPLX LP
07-05-2019,AXVEF,CDN Maverick Capital Corp,Journey Exploration Inc,,,,Completed,CDN Maverick Capital Corp
06-05-2019,TTE,TotalEnergies SE,Algeria Ghana Mozambique & South Africa assets/Anadarko Petroleum Corp,Occidental Petroleum Corp,8800,,Completed,TotalEnergies SE
06-05-2019,AMPY,Amplify Energy Corp,Amplify Energy Corp/TX,,484.75,5.09,Completed,Amplify Energy Corp
02-05-2019,SPB.TO,Superior Plus Corp,Sheldon Oil Co,,,,Completed,Superior Plus Corp
02-05-2019,ATCO-B.ST,Atlas Copco AB,Mid South Engine & Power Systems LLC,,,,Completed,Atlas Copco AB
01-05-2019,CWEN,Clearway Energy Inc,Tri Generation facility,Duquesne University of the Holy Spirit,107,,Completed,Clearway Energy Inc
01-05-2019,ORSTED.CO,Orsted AS,Development business/Coronal Energy,Coronal Energy,,,Completed,Orsted AS
01-05-2019,ULBI,Ultralife Corp,Southwest Electronic Energy Corp,,,,Completed,Ultralife Corp
29-04-2019,CPX.TO,Capital Power Corp,Goreway Power Station Holdings Inc,"Toyota Tsusho Corp,JERA Co Inc",726.79,,Completed,Capital Power Corp
29-04-2019,GNRC,Generac Holdings Inc,Pika Energy Inc,"Clean Energy Venture Management LLC,CEI Ventures Inc (Fund: Coastal Ventures IV LP)",49.1,,Completed,Generac Holdings Inc
29-04-2019,HLX,Helix Energy Solutions Group Inc,Hampton Inn & Suites Mystic,Hilton Worldwide Holdings Inc,,,Completed,Helix Energy Solutions Group Inc
25-04-2019,0M1.F,Southern Energy Corp,Oil assets/MS,,16.5,,Completed,Southern Energy Corp
24-04-2019,TGRO,Tiger Oil and Energy Inc,Matrix Oil Management Corp,,,,Completed,Tiger Oil and Energy Inc
23-04-2019,MUR,Murphy Oil Corp,Deep Water Gulf of Mexico oil assets,"LLOG Exploration Offshore LLC,Llog Bluewater Holdings LLC",1375,,Completed,Murphy Oil Corp
22-04-2019,NOG,Northern Oil and Gas Inc,Williston Basin properties/Valorem Energy LLC,Valorem Energy LLC,295,,Completed,Northern Oil and Gas Inc
17-04-2019,PQEFF,Petroteq Energy Inc,Operating rights/Utah,Petrollo LP Corp,13,,Completed,Petroteq Energy Inc
17-04-2019,PNE.TO,Pine Cliff Energy Ltd,Oil & natural assets/Alberta,,6.44,,Completed,Pine Cliff Energy Ltd
17-04-2019,CAVR,CAVU Resources Inc,KushAmerica LLC,,,,Completed,CAVU Resources Inc
16-04-2019,TREAY,Terna Energy SA,200 MW wind farm/Texas,,310,,Completed,Terna Energy SA
16-04-2019,S5B.F,Aquila Holdings ASA,Axxis Geo Solutions AS/old,,,,Completed,Aquila Holdings ASA
15-04-2019,SES.TO,Secure Waste Infrastructure Co,Crude oil storage facility/Cushing,,10.4,,Completed,Secure Waste Infrastructure Co
11-04-2019,REI,Ring Energy Inc,Northwest shelf assets/Texas,Wishbone Energy Partners LLC,275.86,,Completed,Ring Energy Inc
04-04-2019,HGHAF,High Arctic Energy Services Inc,Snubbing Assets/Canada,Precision Drilling Corp,6.18,,Completed,High Arctic Energy Services Inc
03-04-2019,6W8.F,Empire Petroleum Corp,"Oil & gas assets/North Dakota,Oil & gas assets/Montana",EnergyQuest II LLC,,,Completed,Empire Petroleum Corp
27-03-2019,DEC,Diversified Energy Co PLC,Gas producing assets/HG Energy II Appalachia LLC,HG Energy LLC,400,,Completed,Diversified Energy Co PLC
27-03-2019,756.SG,Cassiar Gold Corp,Cassiar Gold Corp/BC,Wildsky Resources Inc,2.67,,Completed,Cassiar Gold Corp
27-03-2019,ENEL.MI,Enel SpA,Tradewind Energy Inc,,,,Completed,Enel SpA
21-03-2019,KLXE,KLX Energy Services Holdings Inc,"Tecton Energy Services Ltd,Red Bone Services LLC",,69.33,,Completed,KLX Energy Services Holdings Inc
19-03-2019,GMPR,Gourmet Provisions Internation,Pizza Fusion Holdings Inc,Sun Pacific Holding Corp,,,Completed,Gourmet Provisions Internation
14-03-2019,ENEL.MI,Enel SpA,7 renewable plants/US,Enel Green Power SpA,256,,Completed,Enel SpA
11-03-2019,WM,Waste Management Inc,PetroWaste Environmental LP,Tailwater Capital LLC,,,Completed,Waste Management Inc
07-03-2019,NGG,National Grid PLC,Geronimo Energy LLC,"Enel SpA,Unknown Seller",100,,Completed,National Grid PLC
01-03-2019,WTTR,Select Water Solutions Inc,Gregory Rockhouse Ranch Inc,,59.6,,Completed,Select Water Solutions Inc
01-03-2019,WTTR,Select Water Solutions Inc,Pro-Well Testing & Wireline Inc,,12.4,,Completed,Select Water Solutions Inc
01-03-2019,WTTR,Select Water Solutions Inc,Resource Water Transfer Services LP,,9,,Completed,Select Water Solutions Inc
27-02-2019,ISUNQ,iSun Inc,Peck Electric Co,,,,Completed,iSun Inc
26-02-2019,REI,Ring Energy Inc,North central basin platform assets/Texas,Wishbone Energy Partners LLC,291.26,,Completed,Ring Energy Inc
26-02-2019,HESM,Hess Midstream LP,Tioga Gathering System crude oil & gas assets/Texas,Summit Midstream Partners LP,72,,Completed,Hess Midstream LP
26-02-2019,SING,Singlepoint Inc,"AI Live Transfers LLC,Direct Solar LLC",,2.98,,Completed,Singlepoint Inc
22-02-2019,KLAC,KLA Corp,Microsense LLC,,,,Completed,KLA Corp
21-02-2019,MDMP,MDM Permian Inc,MDM Permian LLC,,,,Completed,MDM Permian Inc
20-02-2019,15A.SG,O3 Mining Inc,Non-core assets/Osisko Mining Inc,Osisko Mining Inc,56.73,,Completed,O3 Mining Inc
20-02-2019,PTCO,PetroGas Co,Seabourn Oil Co LLC,,,,Completed,PetroGas Co
19-02-2019,PANW,Palo Alto Networks Inc,Demisto Inc,"Private Investor,Wipro Ventures Ltd (Fund: Wipro Venture Capital Fund),Slack Fund LLC,Accel Partners LP (Fund: Accel XIII LP),Greylock Partners (Fund: Greylock 15 LP),NextEra Energy Inc (Fund: Clearsky Security Fund I LLC)",560,,Completed,Palo Alto Networks Inc
19-02-2019,LGRDY,Legrand SA,Universal Electric Corp,,,,Completed,Legrand SA
18-02-2019,PXT.TO,Parex Resources Inc,CTM Coatings Inc,,,,Completed,Parex Resources Inc
14-02-2019,GSFI,Green Stream Holdings Inc,Green Stream Finance Inc,,,,Completed,Green Stream Holdings Inc
