Ticker,Acquirer Name,Announce Date,Market_Cap_mil,Debt_to_Equity,ROA_percent,Status
BP,BP PLC,13-07-2021,55735.38,,-0.69,Success
SIRC,Solar Integrated Roofing Corp,13-07-2021,795174.96,,,Success
WTTR,Select Water Solutions Inc,12-07-2021,563.28,,-0.12,Success
CTEK.V,Cleantek Industries Inc,12-07-2021,51.64,,-1.63,Success
KMI,Kinder Morgan Inc,09-07-2021,33128.83,,0.93,Success
RNGR,Ranger Energy Services Inc,09-07-2021,215.72,,2.33,Success
MTR,Mesa Royalty Trust,09-07-2021,9.06,,1.74,Success
HLGN,Heliogen Inc,07-07-2021,60.43,,-20.37,Success
GEOS,Geospace Technologies Corp,07-07-2021,107.84,,5.24,Success
PTEN,Patterson-UTI Energy Inc,06-07-2021,3323.08,,-0.88,Success
CHX,ChampionX Corp,05-07-2021,,,2.39,Success
SPIEF,SPI Energy Co Ltd,02-07-2021,205.1,,-0.87,Success
51J.F,VivoPower International PLC,02-07-2021,482.37,,,Success
BAS.DE,BASF SE,02-07-2021,48490.13,,0.36,Success
CDZI,Cadiz Inc,01-07-2021,1084.91,,-6.04,Success
EPD,Enterprise Products Partners LP,01-07-2021,40254.71,,1.89,Success
CE,Celanese Corp,30-06-2021,15364.86,,-8.37,Success
ENLT,Enlight Renewable Energy Ltd,30-06-2021,,,0.28,Success
INE.TO,Innergex Renewable Energy Inc,30-06-2021,3696.35,,0.31,Success
POW.TO,Power Corp of Canada,30-06-2021,18949.96,,0.05,Success
ENB.F,Ensign Energy Services Inc,24-06-2021,,,0.18,Success
17J.F,Journey Energy Inc,24-06-2021,53.01,,0.1,Success
SAENF,Solar Alliance Energy Inc,23-06-2021,59.72,,-21.17,Success
ZPTAF,Surge Energy Inc,22-06-2021,403.52,,1.3,Success
4YJ0.MU,Spartan Delta Corp,22-06-2021,,,0.56,Success
COP,ConocoPhillips,13-06-2021,,,1.88,Success
TOU.TO,Tourmaline Oil Corp,11-06-2021,9123.39,,1.75,Success
SPRQF,Sparq Systems Inc,10-06-2021,,,-8.18,Success
RF,Regions Financial Corp,08-06-2021,17520.31,,0.34,Success
APO,Apollo Global Management Inc,08-06-2021,30236.18,,0.39,Success
VMAR,Vision Marine Technologies Inc,08-06-2021,15550.64,,-12.03,Success
EEENF,88 Energy Ltd,07-06-2021,515.02,,,Success
GTII,Global Tech Industries Group Inc,04-06-2021,594.41,,-1400.38,Success
BRK-B,Berkshire Hathaway Inc,02-06-2021,388061.26,,1.71,Success
KMI,Kinder Morgan Inc,01-06-2021,32844.92,,0.93,Success
CJ.TO,Cardinal Energy Ltd,01-06-2021,390.17,,2.01,Success
BP,BP PLC,01-06-2021,58872.94,,-0.69,Success
LRDC,Laredo Oil Inc,31-05-2021,,,-16.51,Success
CHRB,Charah Solutions Inc,31-05-2021,,,,Success
MS,Morgan Stanley,27-05-2021,127987.74,,0.31,Success
MS,Morgan Stanley,27-05-2021,127987.74,,0.31,Success
DTCGF,Dometic Group AB,26-05-2021,1364.85,,-2.08,Success
VLT.V,Volt Lithium Corp,26-05-2021,66.71,,-48.02,Success
CTRA,Coterra Energy Inc,24-05-2021,10256.05,,1.37,Success
DEC,Diversified Energy Co PLC,20-05-2021,,,,Success
ORIT.L,Octopus Renewables Infrastructure Trust PLC/The Fund,19-05-2021,61154.47,,,Success
SIRC,Solar Integrated Roofing Corp,18-05-2021,856253.65,,,Success
SPRU,Spruce Power Holding Corp,17-05-2021,927.15,,-6.63,Success
RNGR,Ranger Energy Services Inc,17-05-2021,140.49,,2.33,Success
RNGR,Ranger Energy Services Inc,17-05-2021,140.49,,2.33,Success
D,Dominion Energy Inc,12-05-2021,55118.21,,-0.07,Success
VSSYW,Versus Systems Inc,12-05-2021,,,-42.56,Success
DTE,DTE Energy Co,12-05-2021,21622.06,,0.6,Success
CIVI,Civitas Resources Inc,10-05-2021,2714.96,,1.01,Success
NKG.V,Nevada King Gold Corp,10-05-2021,287.35,,-16.78,Success
5OQ.SI,Teho International Inc Ltd,10-05-2021,9.49,,,Success
339.F,Visionary Metals Corp,10-05-2021,,,-1.31,Success
ARGYF,Avanti Helium Corp,10-05-2021,264.11,,-3.95,Success
VTLE,Vital Energy Inc,09-05-2021,,,-6.11,Success
GWH,ESS Tech Inc,07-05-2021,1764.61,,-23.26,Success
MOTNF,Powertap Hydrogen Capital Corp,07-05-2021,466.42,,-486.54,Success
EQT,EQT Corp,06-05-2021,10424.83,,1.05,Success
AMSC,American Superconductor Corp,06-05-2021,574.14,,0.79,Success
GCEH,Global Clean Energy Holdings Inc,05-05-2021,281.52,,-4.76,Success
AWM.V,Angel Wing Metals Inc,04-05-2021,58.28,,-36.02,Success
VD5N.SG,Zephyr Energy PLC,04-05-2021,,,,Success
CHRD,Chord Energy Corp,03-05-2021,3076.9,,1.62,Success
XEBEQ,Xebec Adsorption Inc,03-05-2021,552.36,,,Success
ESOA,Energy Services of America Corp,03-05-2021,36.29,,0.44,Success
ERTH.CN,Replenish Nutrients Holding Co,01-05-2021,,,7.28,Success
DEC,Diversified Energy Co PLC,30-04-2021,,,,Success
ZCL.SG,Zenith Energy Ltd,30-04-2021,,,,Success
MEDAF,Medaro Mining Corp,28-04-2021,,,-411.68,Success
00088K.KS,Hanwha Corp,26-04-2021,237310.17,,0.12,Success
C0X.F,Hercules Metals Corp,26-04-2021,,,-51.44,Success
CWEN,Clearway Energy Inc,26-04-2021,1995.03,,0.02,Success
601969.SS,Hainan Mining Co Ltd,23-04-2021,12159.95,,1.13,Success
AEP,American Electric Power Co Inc,22-04-2021,40405.7,,0.64,Success
TTGXF,Trans Canada Gold Corp,21-04-2021,,,4.81,Success
AEPT,American Energy Partners Inc,20-04-2021,150.58,,,Success
OIL.CN,Permex Petroleum Corp,20-04-2021,17.21,,-16.02,Success
XIFR,XPLR Infrastructure LP,19-04-2021,5238.04,,-0.56,Success
RECAF,Reconnaissance Energy Africa Ltd,19-04-2021,1805.86,,-2.82,Success
ORSTED.CO,Orsted AS,16-04-2021,399985.68,,-2.06,Success
UBAAF,Urbana Corp,15-04-2021,72.51,,4.69,Success
ARGHF,Argo Corp,14-04-2021,1953.25,,-3.18,Success
EOSE,Eos Energy Enterprises Inc,14-04-2021,3399.43,,-158.12,Success
EOSE,Eos Energy Enterprises Inc,14-04-2021,3399.43,,-158.12,Success
TVE.TO,Tamarack Valley Energy Ltd,12-04-2021,1090.25,,0.16,Success
AMNI,American Noble Gas Inc,12-04-2021,6.51,,-19.2,Success
SUNWQ,Sunworks Inc,09-04-2021,756.36,,-53.93,Success
NU,Eversource Energy,08-04-2021,,,1.14,Success
SEITL.XC,Sdcl Energy Efficiency Income Trust PLC,06-04-2021,122051.35,,,Success
7HI.BE,Hillcrest Energy Technologies,06-04-2021,,,-65.79,Success
ISUNQ,iSun Inc,06-04-2021,,,-17.48,Success
VVC.V,VVC Exploration Corp,06-04-2021,74.45,,-2.43,Success
WCP.TO,Whitecap Resources Inc,05-04-2021,2661.99,,2.35,Success
DNOW,DNOW Inc,05-04-2021,1088.58,,1.42,Success
GTII,Global Tech Industries Group Inc,02-04-2021,,,-1400.38,Success
VD5N.SG,Zephyr Energy PLC,29-03-2021,,,,Success
BOCA.V,Bocana Resources Corp,29-03-2021,15.39,,-16.96,Success
ROK.V,ROK Resources Inc,26-03-2021,43.95,,6.08,Success
DGHI,Digihost Technology Inc,24-03-2021,205.63,,-16.61,Success
VXIT,VirExit Technologies Inc,23-03-2021,180.33,,,Success
PPL,PPL Corp,18-03-2021,18945.51,,0.43,Success
ROK.V,ROK Resources Inc,17-03-2021,48.35,,6.08,Success
RNWR,808 Renewable Energy Corp,17-03-2021,976.65,,,Success
CE7.F,Crestview Exploration Inc,16-03-2021,24.49,,-6.79,Success
6W8.F,Empire Petroleum Corp,15-03-2021,,,-3.0,Success
VENI.CN,Vencanna Ventures Inc,12-03-2021,14.47,,-5.49,Success
SGLY,Singularity Future Technology,11-03-2021,312.74,,-1.71,Success
NSISBC.XD,Novonesis (Novozymes) B,11-03-2021,,,,Success
PLFF,Orpheum Property Inc,10-03-2021,64.85,,,Success
POW.TO,Power Corp of Canada,10-03-2021,15214.35,,0.05,Success
SES.TO,Secure Waste Infrastructure Co,09-03-2021,845.94,,1.49,Success
EFX,Equifax Inc,09-03-2021,21107.28,,1.48,Success
POGHF,Pilot Corp,09-03-2021,,,3.44,Success
AUNXF,AXP Energy Ltd,08-03-2021,50.63,,,Success
CVX,Chevron Corp,05-03-2021,162847.78,,1.26,Success
TVE.TO,Tamarack Valley Energy Ltd,05-03-2021,1108.65,,0.16,Success
SCYRF,Scryb Inc,03-03-2021,189.39,,-76.96,Success
SUNE,SUNation Energy Inc,02-03-2021,24493.39,,-6.47,Success
RELIANCE.NS,Reliance Industries Ltd,28-02-2021,,,1.02,Success
GTII,Global Tech Industries Group Inc,28-02-2021,,,-1400.38,Success
PF6.DU,Parkland Corp,26-02-2021,,,,Success
EMBYF,Nexera Energy Inc,25-02-2021,8.46,,-11.54,Success
SING,Singlepoint Inc,25-02-2021,,,-30.61,Success
RECHD,Recharge Resources Ltd,25-02-2021,35.98,,-136.81,Success
RNW,ReNew Energy Global PLC,24-02-2021,2862.81,,-0.4,Success
CLSK,Cleanspark Inc,24-02-2021,7786.81,,8.88,Success
CE7.F,Crestview Exploration Inc,24-02-2021,27.23,,-6.79,Success
BIPC,Brookfield Infrastructure Corp,22-02-2021,4216.93,,-4.05,Success
ENVX,Enovix Corp,22-02-2021,3978.5,,-7.11,Success
ADN,Advent Technologies Holdings I,22-02-2021,1096.26,,-252.72,Success
VRN,Veren Inc,18-02-2021,1978.75,,1.25,Success
CEIN,Camber Energy Inc,18-02-2021,27165.52,,-72.64,Success
ET,Energy Transfer LP,17-02-2021,17216.73,,0.86,Success
NOVA,Sunnova Energy International Inc,17-02-2021,6202.67,,-0.95,Success
GIP.V,Green Impact Partners Inc,16-02-2021,199.15,,-3.42,Success
4YJ0.MU,Spartan Delta Corp,16-02-2021,,,0.56,Success
APM.TO,Andean Precious Metals Corp,12-02-2021,,,2.58,Success
ARX.TO,ARC Resources Ltd,10-02-2021,3871.86,,2.83,Success
AUVIQ,Applied UV Inc,09-02-2021,11516.8,,-5.31,Success
DRXGY,Drax Group PLC,08-02-2021,,,,Success
4AR.SG,AirNet Technology Inc,05-02-2021,,,,Success
NOG,Northern Oil and Gas Inc,04-02-2021,912.71,,1.28,Success
RNEW.L,Ecofin US Renewables Infrastructure Trust PLC,04-02-2021,122.59,,,Success
ARB.L,Argo Blockchain PLC,03-02-2021,60071.63,,-21.31,Success
SING,Singlepoint Inc,02-02-2021,,,-30.61,Success
OPTT,Ocean Power Technologies Inc,02-02-2021,651.33,,-14.52,Success
RXLP.XD,Rexel SA,01-02-2021,,,,Success
AMEN,AMEN Properties Inc,01-02-2021,13.87,,,Success
SPB.TO,Superior Plus Corp,26-01-2021,2304.36,,-0.02,Success
ENPH,Enphase Energy Inc,26-01-2021,24817.12,,1.91,Success
OPCE.TA,OPC Energy Ltd,25-01-2021,931493.62,,0.6,Success
OPCE.TA,OPC Energy Ltd,25-01-2021,931493.62,,0.6,Success
LRSV,Link Reservations Inc,22-01-2021,32.77,,-10.5,Success
SIRC,Solar Integrated Roofing Corp,21-01-2021,801743.83,,,Success
SPIEF,SPI Energy Co Ltd,21-01-2021,362.8,,-0.87,Success
EDRVF,EDP Renovaveis SA,18-01-2021,,,-2.42,Success
GAS.VI,Naturgy Energy Group SA,15-01-2021,15314.04,,,Success
BLX.TO,Boralex Inc,15-01-2021,5128.56,,-0.21,Success
AWM.V,Angel Wing Metals Inc,15-01-2021,49.65,,-36.02,Success
NFE,New Fortress Energy Inc,13-01-2021,13614.96,,0.08,Success
NFE,New Fortress Energy Inc,13-01-2021,13614.96,,0.08,Success
VSOLF,Three Sixty Solar Ltd,13-01-2021,47.91,,-78.63,Success
GSFI,Green Stream Holdings Inc,08-01-2021,801.61,,-2.07,Success
ISUNQ,iSun Inc,05-01-2021,,,-17.48,Success
DCC.F,DCC PLC,05-01-2021,5213.33,,,Success
TDY,Teledyne Technologies Inc,04-01-2021,16972.46,,1.4,Success
RNEW.L,Ecofin US Renewables Infrastructure Trust PLC,04-01-2021,120.8,,,Success
V5X.F,Synex Renewable Energy Corp,04-01-2021,,,0.81,Success
WJX.TO,Wajax Corp,30-12-2020,295.62,,0.41,Success
CEIN,Camber Energy Inc,24-12-2020,12790.94,,-72.64,Success
SEITL.XC,Sdcl Energy Efficiency Income Trust PLC,24-12-2020,116353.76,,,Success
RNEW.L,Ecofin US Renewables Infrastructure Trust PLC,23-12-2020,120.8,,,Success
SYAXF,Sayona Mining Ltd,23-12-2020,92.35,,,Success
AEE,Ameren Corp,23-12-2020,18167.47,,0.46,Success
BLK,BlackRock Inc,23-12-2020,98882.79,,1.2,Success
FANG,Diamondback Energy Inc,21-12-2020,10848.9,,1.6,Success
FANG,Diamondback Energy Inc,21-12-2020,10848.9,,1.6,Success
ENB,Enbridge Inc,21-12-2020,54796.63,,0.27,Success
US1010441053.SG,Boston Omaha Corp,17-12-2020,,,,Success
ESOA,Energy Services of America Corp,16-12-2020,15.81,,0.44,Success
ORA,Ormat Technologies Inc,16-12-2020,4764.26,,0.72,Success
BP,BP PLC,16-12-2020,46377.22,,-0.69,Success
TRP,TC Energy Corp,15-12-2020,36200.67,,0.84,Success
GTLS,Chart Industries Inc,15-12-2020,5183.57,,0.73,Success
MUSA,Murphy USA Inc,14-12-2020,2501.09,,3.14,Success
TVE.TO,Tamarack Valley Energy Ltd,14-12-2020,639.43,,0.16,Success
WCP.TO,Whitecap Resources Inc,08-12-2020,2048.81,,2.35,Success
LGO,Largo Inc,08-12-2020,743.69,,-2.81,Success
8001.T,ITOCHU Corp,07-12-2020,3663543.62,,1.31,Success
STEM,Stem Inc,04-12-2020,2768.45,,-27.57,Success
PEG,Public Service Enterprise Group Inc,04-12-2020,24868.66,,0.52,Success
FF.TO,First Mining Gold Corp,03-12-2020,453.54,,-1.96,Success
BLX.TO,Boralex Inc,23-11-2020,3763.95,,-0.21,Success
EMR,Emerson Electric Co,23-11-2020,40051.49,,1.37,Success
BLX.TO,Boralex Inc,20-11-2020,3705.37,,-0.21,Success
VIE.PA,Veolia Environnement SA,17-11-2020,11455.47,,,Success
TRP,TC Energy Corp,16-11-2020,34724.57,,0.84,Success
EGYF,Energy Finders Inc,12-11-2020,15.29,,,Success
C6V.F,Headwater Exploration Inc,09-11-2020,156.33,,5.07,Success
CIVI,Civitas Resources Inc,09-11-2020,1337.8,,1.01,Success
VVC.V,VVC Exploration Corp,09-11-2020,40.09,,-2.43,Success
BHP.F,BHP Group Ltd,06-11-2020,64726.63,,,Success
VOY0.F,Volatus Capital Corp,05-11-2020,16.48,,49.35,Success
VOY0.F,Volatus Capital Corp,05-11-2020,16.48,,49.35,Success
VOY0.F,Volatus Capital Corp,05-11-2020,16.48,,49.35,Success
VOY0.F,Volatus Capital Corp,05-11-2020,16.48,,49.35,Success
TOU.TO,Tourmaline Oil Corp,04-11-2020,4657.54,,1.75,Success
TOU.TO,Tourmaline Oil Corp,04-11-2020,4657.54,,1.75,Success
BRK-B,Berkshire Hathaway Inc,02-11-2020,273377.0,,1.71,Success
POR,General Electric Co,02-11-2020,3655.78,,0.3,Success
TKCI,Turnkey Capital Inc,30-10-2020,1673.34,,,Success
ORSTED.CO,Orsted AS,29-10-2020,389545.28,,-2.06,Success
MOTNF,Powertap Hydrogen Capital Corp,28-10-2020,231.0,,-486.54,Success
CRC,California Resources Corp,27-10-2020,,,4.84,Success
CVE,Cenovus Energy Inc,25-10-2020,,,0.26,Success
GPAC.V,Great Pacific Gold Corp,22-10-2020,251.57,,-17.57,Success
REPX,Riley Exploration Permian Inc,21-10-2020,302.95,,2.57,Success
COP,ConocoPhillips,19-10-2020,35664.4,,1.88,Success
ALA.TO,AltaGas Ltd,16-10-2020,4106.47,,0.06,Success
PPP.V,Prospector Metals Corp,15-10-2020,116.65,,-8.06,Success
HON,Honeywell International Inc,15-10-2020,102485.79,,1.71,Success
706.F,TRU Precious Metals Corp,14-10-2020,,,-26.13,Success
ADN,Advent Technologies Holdings I,13-10-2020,809.94,,-252.72,Success
CLIS.TA,"Clal Insurance Enterprises Holdings Ltd,Migdal Insurance & Financial Holdings Ltd,Poalim Capital Markets Ltd,OPC Energy Ltd",11-10-2020,263174.98,,0.08,Success
0IUS.L,Genie Energy Ltd,09-10-2020,,,,Success
GNRC,Generac Holdings Inc,09-10-2020,12252.47,,2.52,Success
FOBIF,FOBI AI INC,07-10-2020,58.05,,-27.29,Success
PPP.V,Prospector Metals Corp,07-10-2020,121.72,,-8.06,Success
HON,Honeywell International Inc,07-10-2020,101856.4,,1.71,Success
AMSC,American Superconductor Corp,05-10-2020,585.98,,0.79,Success
WA3.F,Casella Waste Systems Inc,01-10-2020,2942.01,,0.15,Success
TTGXF,Trans Canada Gold Corp,30-09-2020,,,4.81,Success
NEE,NextEra Energy Inc,29-09-2020,130426.6,,0.63,Success
USEG,US Energy Corp,29-09-2020,227.07,,-3.51,Success
DVN,Devon Energy Corp,28-09-2020,5006.3,,2.1,Success
UU3.F,Aero Energy Ltd,28-09-2020,,,-5.0,Success
ANA.VI,Acciona SA,28-09-2020,4495.13,,,Success
CQR.V,Conquest Resources Ltd,24-09-2020,33.87,,-10.65,Success
CHRB,Charah Solutions Inc,24-09-2020,,,,Success
SCWO,374Water Inc,24-09-2020,57.18,,-26.86,Success
CRWD,Crowdstrike Holdings Inc,23-09-2020,34138.71,,-0.22,Success
POW.TO,Power Corp of Canada,22-09-2020,12260.64,,0.05,Success
PPP.V,Prospector Metals Corp,21-09-2020,126.79,,-8.06,Success
DCC.F,DCC PLC,21-09-2020,5886.43,,,Success
SND,Smart Sand Inc,18-09-2020,56.13,,-0.03,Success
WSRC,Western Sierra Resource Corp,15-09-2020,5.7,,,Success
FEMFF,Linear Minerals Corp,13-09-2020,,,-4.15,Success
NOG,Northern Oil and Gas Inc,10-09-2020,454.17,,1.28,Success
XSNX,Novaccess Global Inc,09-09-2020,55.72,,-342.28,Success
BYW6.VI,BayWa AG,09-09-2020,957.27,,-2.76,Success
EOSE,Eos Energy Enterprises Inc,08-09-2020,,,-158.12,Success
ARGHF,Argo Corp,08-09-2020,1434.25,,-3.18,Success
AUNXF,AXP Energy Ltd,08-09-2020,16.77,,,Success
TBLLF,Tombill Mines Ltd,04-09-2020,,,-28.48,Success
300346.SZ,Jiangsu Nata Opto-electronic Material Co Ltd,04-09-2020,18740.87,,1.33,Success
OVV,Ovintiv Inc,02-09-2020,2485.7,,-0.31,Success
WCP.TO,Whitecap Resources Inc,31-08-2020,1192.38,,2.35,Success
PHX,PHX Minerals Inc,27-08-2020,70.11,,0.68,Success
VOY0.F,Volatus Capital Corp,26-08-2020,33.1,,49.35,Success
SPB.TO,Superior Plus Corp,25-08-2020,2247.31,,-0.02,Success
SOL,Emeren Group Ltd,25-08-2020,117.89,,1.03,Success
AIMLF,AI/ML Innovations Inc,19-08-2020,29.21,,-56.26,Success
R6B.F,Guardian Exploration Inc,18-08-2020,,,-16.51,Success
AEP,American Electric Power Co Inc,18-08-2020,36820.94,,0.64,Success
D,Dominion Energy Inc,17-08-2020,54619.63,,-0.07,Success
ROII,RiskOn International Inc,14-08-2020,19060.73,,-171.95,Success
DKL,Delek Logistics Partners LP,13-08-2020,1226.5,,1.73,Success
FEMFF,Linear Minerals Corp,11-08-2020,7.68,,-4.15,Success
CRC.BE,Canadian Natural Resources Ltd,10-08-2020,,,3.02,Success
CMS,CMS Energy Corp,06-08-2020,16083.47,,0.74,Success
CMS,CMS Energy Corp,30-07-2020,16542.31,,0.74,Success
TKGSY,Tokyo Gas Co Ltd,29-07-2020,8757.25,,1.4,Success
TKGSY,Tokyo Gas Co Ltd,29-07-2020,8757.25,,1.4,Success
CNX,CNX Resources Corp,27-07-2020,1306.83,,-1.7,Success
NRG,NRG Energy Inc,24-07-2020,5811.54,,2.68,Success
COP,ConocoPhillips,23-07-2020,43591.86,,1.88,Success
BYNN.MU,Rubis SCA,23-07-2020,,,,Success
ORA,Ormat Technologies Inc,21-07-2020,3684.34,,0.72,Success
CE7.F,Crestview Exploration Inc,21-07-2020,10.02,,-6.79,Success
CVX,Chevron Corp,20-07-2020,122038.13,,1.26,Success
XTRM,Extreme Biodiesel Inc,20-07-2020,2.71,,,Success
WEC,WEC Energy Group Inc,20-07-2020,24520.9,,0.96,Success
ENB.F,Ensign Energy Services Inc,17-07-2020,,,0.18,Success
INE.TO,Innergex Renewable Energy Inc,15-07-2020,3487.55,,0.31,Success
ANTGF,Advantagewon Oil Corp,14-07-2020,9.29,,-42.9,Success
GNG.V,Goliath Resources Ltd,09-07-2020,40.97,,-5.93,Success
UGI,UGI Corp,09-07-2020,5228.56,,2.43,Success
RUN,Sunrun Inc,07-07-2020,5919.92,,-14.14,Success
LOMEF,Lithium One Metals Inc,07-07-2020,,,-0.98,Success
BRK-B,Berkshire Hathaway Inc,05-07-2020,,,1.71,Success
PEC-H.V,Peak Discovery Capital Ltd,30-06-2020,3.88,,-840.63,Success
CE7.F,Crestview Exploration Inc,29-06-2020,13.16,,-6.79,Success
POW.TO,Power Corp of Canada,11-06-2020,10686.7,,0.05,Success
SOWG,SOW GOOD INC,10-06-2020,64.03,,-5.86,Success
XFLS,Xfuels Inc,08-06-2020,10.86,,,Success
BBLSQ,Petrolia Energy Corp,05-06-2020,11.32,,-6.23,Success
SMHI,SEACOR Marine Holdings Inc,04-06-2020,67.79,,-3.61,Success
POW.TO,Power Corp of Canada,03-06-2020,11081.34,,0.05,Success
0P0001I429,AGC Inc,01-06-2020,,,,Success
L3L2.MU,Belmont Resources Inc,28-05-2020,2.04,,-2.43,Success
ANTGF,Advantagewon Oil Corp,22-05-2020,3.1,,-42.9,Success
HTPRF,HTC Purenergy Inc,19-05-2020,2.92,,,Success
FTK,Flotek Industries Inc,18-05-2020,164.47,,1.58,Success
DKL,Delek Logistics Partners LP,18-05-2020,704.13,,1.73,Success
CVG.TO,Clairvest Group Inc,14-05-2020,545.68,,2.73,Success
DEC,Diversified Energy Co PLC,11-05-2020,,,,Success
GCEH,Global Clean Energy Holdings Inc,08-05-2020,45.16,,-4.76,Success
PLUG,Plug Power Inc,07-05-2020,4082.13,,-4.47,Success
WTTR,Select Water Solutions Inc,06-05-2020,431.88,,-0.12,Success
SLNH,Soluna Holdings Inc,05-05-2020,145.85,,-7.39,Success
HPK,HighPeak Energy Inc,04-05-2020,1289.0,,1.63,Success
NFG,National Fuel Gas Co,04-05-2020,2981.16,,0.54,Success
CNRC,Cunningham Natural Resources C,04-05-2020,,,,Success
BRK-B,Berkshire Hathaway Inc,04-05-2020,238106.0,,1.71,Success
KLXE,KLX Energy Services Holdings Inc,03-05-2020,,,-1.68,Success
BX,Blackstone Inc,03-05-2020,,,1.62,Success
ROK.V,ROK Resources Inc,24-04-2020,19.78,,6.08,Success
4YJ0.MU,Spartan Delta Corp,23-04-2020,,,0.56,Success
SPIEF,SPI Energy Co Ltd,22-04-2020,23.07,,-0.87,Success
CWEN,Clearway Energy Inc,20-04-2020,1254.33,,0.02,Success
CE7.F,Crestview Exploration Inc,14-04-2020,28.51,,-6.79,Success
TOU.TO,Tourmaline Oil Corp,13-04-2020,2886.12,,1.75,Success
7162.T,ASTMAX Co Ltd,10-04-2020,2070.9,,1.7,Success
6W8.F,Empire Petroleum Corp,10-04-2020,,,-3.0,Success
EMR,Emerson Electric Co,02-04-2020,23999.22,,1.37,Success
PANW,Palo Alto Networks Inc,31-03-2020,18092.99,,1.28,Success
DKL,Delek Logistics Partners LP,31-03-2020,298.84,,1.73,Success
ROII,RiskOn International Inc,31-03-2020,2890.96,,-171.95,Success
APD,Air Products and Chemicals Inc,30-03-2020,40780.91,,1.54,Success
BLOE.L,Block Energy PLC,26-03-2020,2615.65,,,Success
DCC.F,DCC PLC,25-03-2020,4498.18,,,Success
BEPC,Brookfield Renewable Corp,17-03-2020,,,,Success
FEMFF,Linear Minerals Corp,17-03-2020,2.16,,-4.15,Success
IES.L,Invinity Energy Systems PLC,16-03-2020,14116.14,,,Success
CPX.TO,Capital Power Corp,16-03-2020,2544.25,,1.86,Success
MNSEF,Magnis Energy Technologies Ltd,16-03-2020,119.95,,,Success
SIXWF,Sixth Wave Innovations Inc,16-03-2020,30.02,,,Success
ALE,ALLETE Inc,12-03-2020,2916.6,,0.75,Success
EMR,Emerson Electric Co,11-03-2020,26216.62,,1.37,Success
PF6.DU,Parkland Corp,10-03-2020,,,,Success
NESTE.HE,Neste Oyj,10-03-2020,20004.82,,-0.87,Success
CIPI,Correlate Energy Corp,06-03-2020,152.65,,-43.54,Success
USEG,US Energy Corp,05-03-2020,129.13,,-3.51,Success
BX,Blackstone Inc,04-03-2020,35717.39,,1.62,Success
MJHI,MJ Harvest Inc,03-03-2020,,,,Success
AU000000BRK4.SG,Brookside Energy Ltd,27-02-2020,,,,Success
NU,Eversource Energy,26-02-2020,,,1.14,Success
BSNLF,Blue Star Helium Ltd,25-02-2020,13.47,,,Success
TOU.TO,Tourmaline Oil Corp,24-02-2020,3143.37,,1.75,Success
DNAX,DNA Brands Inc,21-02-2020,792.17,,-215.82,Success
POW.TO,Power Corp of Canada,18-02-2020,15181.78,,0.05,Success
TOBAF,TAAT Global Alternatives Inc,13-02-2020,73.72,,-0.31,Success
TOBAF,TAAT Global Alternatives Inc,12-02-2020,73.72,,-0.31,Success
D,Dominion Energy Inc,11-02-2020,57882.73,,-0.07,Success
D,Dominion Energy Inc,11-02-2020,57882.73,,-0.07,Success
AEPT,American Energy Partners Inc,10-02-2020,346.33,,,Success
HLMA.L,Halma PLC,05-02-2020,831742.91,,,Success
DYD0.F,Sonoran Desert Copper Corp,05-02-2020,6.22,,-268.95,Success
EMBYF,Nexera Energy Inc,04-02-2020,7.94,,-11.54,Success
ARE.TO,Aecon Group Inc,03-02-2020,847.55,,1.69,Success
WCHEF,Winchester Energy Ltd,03-02-2020,40.89,,,Success
PBF,PBF Energy Inc,01-02-2020,,,-2.28,Success
YXEP.F,Quebec Precious Metals Corp,28-01-2020,22.59,,-98.29,Success
CNA.L,Centrica PLC,24-01-2020,455819.6,,,Success
VTOL,Bristow Group Inc,24-01-2020,586.3,,1.35,Success
SIE.V,Sienna Resources Inc,23-01-2020,18.24,,-22.54,Success
SPM.MI,Saipem SpA,22-01-2020,20790.81,,,Success
CAVR,CAVU Resources Inc,21-01-2020,14.86,,,Success
IPCO.TO,International Petroleum Corp,20-01-2020,646.75,,0.02,Success
PWR,Quanta Services Inc,20-01-2020,,,1.63,Success
PF6.DU,Parkland Corp,16-01-2020,,,,Success
CAPL,CrossAmerica Partners LP,15-01-2020,382.48,,1.28,Success
TECK,Teck Resources Ltd,15-01-2020,7499.08,,0.85,Success
VENI.CN,Vencanna Ventures Inc,14-01-2020,4.45,,-5.49,Success
SPB.TO,Superior Plus Corp,09-01-2020,2170.8,,-0.02,Success
NKO.F,Nikkiso Co Ltd,08-01-2020,16.45,,0.97,Success
TDY,Teledyne Technologies Inc,06-01-2020,16796.36,,1.4,Success
TGC0.F,TGS ASA,06-01-2020,,,0.94,Success
INFA.F,SciDev Ltd,01-01-2020,,,,Success
SUMA.BE,Sumitomo Corp,31-12-2019,,,-0.16,Success
STXPF,Stuhini Exploration Ltd,31-12-2019,,,-1.21,Success
SEITL.XC,Sdcl Energy Efficiency Income Trust PLC,30-12-2019,116837.68,,,Success
EFVIF,EF EnergyFunders Ventures Inc,23-12-2019,15.46,,-255.75,Success
CHX,ChampionX Corp,19-12-2019,5981.86,,2.39,Success
TGC0.F,TGS ASA,19-12-2019,,,0.94,Success
