Ticker,Acquirer Name,Announce Date,Market_Cap_mil,Debt_to_Equity,ROA_percent,Status
8001.T,ITOCHU Corp,13-09-2016,1336058.22,,1.31,Success
AEPT,American Energy Partners Inc,13-09-2016,200.77,,,Success
TTE,TotalEnergies SE,09-09-2016,65538.97,,0.81,Success
BNRD.XC,Brenntag SE,09-09-2016,5800.7,,1.06,Success
DUK,Duke Energy Corp,07-09-2016,43905.11,,0.65,Success
ENB,Enbridge Inc,06-09-2016,59363.75,,0.27,Success
EOG,EOG Resources Inc,06-09-2016,40663.71,,2.65,Success
0KD2.L,Tubos Reunidos SA,05-09-2016,,,,Success
CEIN,Camber Energy Inc,31-08-2016,34642135774.55,,-72.64,Success
COPEC.SN,Empresas Copec SA,29-08-2016,7855027.73,,0.67,Success
HGHAF,High Arctic Energy Services Inc,29-08-2016,11.4,,82.55,Success
3GY.MU,GCL Technology Holdings Ltd,28-08-2016,,,,Success
KEP.BA,Korea Electric Power Corp,27-08-2016,,,0.77,Success
7F4.SG,Tenaz Energy Corp,26-08-2016,,,,Success
CVX,Chevron Corp,26-08-2016,124461.47,,1.26,Success
PF6.DU,Parkland Corp,22-08-2016,,,,Success
GPRE,Green Plains Inc,22-08-2016,1405.09,,-3.08,Success
KEP.BA,Korea Electric Power Corp,22-08-2016,,,0.77,Success
X0V.HA,M3 Metals Corp,18-08-2016,,,,Success
AFPW,AlumiFuel Power Corp,18-08-2016,0.94,,,Success
SHEL,Shell PLC,17-08-2016,101473.54,,1.09,Success
8H1.SG,Hydro One Ltd,15-08-2016,,,,Success
SHEL,Shell PLC,15-08-2016,99856.48,,1.09,Success
SBOX,Superbox Inc,11-08-2016,130.97,,,Success
CWEN,Clearway Energy Inc,09-08-2016,905.7,,0.02,Success
EXC,Exelon Corp,09-08-2016,18906.06,,0.6,Success
SM,SM Energy Co,08-08-2016,3293.75,,2.2,Success
JLM.BE,Jericho Energy Ventures Inc,08-08-2016,,,-7.02,Success
ALPEKA.MX,Alpek SAB de CV,03-08-2016,71985.19,,-1.37,Success
EGY,VAALCO Energy Inc,02-08-2016,85.4,,1.17,Success
TSLA,Tesla Inc,01-08-2016,49322.12,,1.93,Success
RIG,Transocean Ltd,01-08-2016,9008.59,,0.04,Success
AR,Antero Resources Corp,01-08-2016,8044.0,,0.82,Success
CEU.TO,CES Energy Solutions Corp,01-08-2016,,,3.16,Success
BRK-B,Berkshire Hathaway Inc,29-07-2016,193040.49,,1.71,Success
FTK,Flotek Industries Inc,27-07-2016,2358.04,,1.58,Success
EXC,Exelon Corp,27-07-2016,19296.31,,0.6,Success
GMED,Globus Medical Inc,26-07-2016,3042.41,,0.5,Success
DUK,Duke Energy Corp,26-07-2016,46273.57,,0.65,Success
ROYL,Royale Energy Inc,25-07-2016,69.55,,-7.96,Success
P3K.MU,Pantheon Resources PLC,20-07-2016,,,,Success
CAPL,CrossAmerica Partners LP,15-07-2016,353.96,,1.28,Success
VTLE,Vital Energy Inc,14-07-2016,8158.0,,-6.11,Success
CRON,Cronos Group Inc,14-07-2016,,,3.75,Success
NRIS,Norris Industries Inc,14-07-2016,184.02,,-36.85,Success
VM3.F,Vulcan Minerals Inc,14-07-2016,,,-1.17,Success
FANG,Diamondback Energy Inc,13-07-2016,20955.19,,1.6,Success
PGPM,Pilgrim Petroleum Corp,13-07-2016,0.2,,,Success
SES.TO,Secure Waste Infrastructure Co,12-07-2016,1619.5,,1.49,Success
VLO,Valero Energy Corp,12-07-2016,10858.44,,0.47,Success
PR,Permian Resources Corp,07-07-2016,6350.72,,1.28,Success
KEY.TO,Keyera Corp,07-07-2016,5252.44,,1.02,Success
CLSK,Cleanspark Inc,07-07-2016,,,8.88,Success
X0V.HA,M3 Metals Corp,06-07-2016,,,,Success
XIFR,XPLR Infrastructure LP,05-07-2016,1803.99,,-0.56,Success
OAK-PA,Oaktree Capital Group LLC,01-07-2016,,,,Success
VRN,Veren Inc,30-06-2016,7761.95,,1.25,Success
PQEFF,Petroteq Energy Inc,30-06-2016,2749.61,,,Success
MKRYF,Manitok Energy Inc,29-06-2016,,,,Success
MDU,MDU Resources Group Inc,28-06-2016,1284.95,,0.78,Success
8001.T,ITOCHU Corp,28-06-2016,1289600.42,,1.31,Success
EPD,Enterprise Products Partners LP,28-06-2016,32929.48,,1.89,Success
RBA,RB Global Inc,28-06-2016,5080.84,,1.0,Success
4091.T,Nippon Sanso Holdings Corp,24-06-2016,305491.64,,,Success
WKC,World Kinect Corp,23-06-2016,2353.33,,-1.51,Success
SUN,Sunoco LP,23-06-2016,1836.5,,0.72,Success
CMD.V,Commander Resources Ltd,23-06-2016,13.29,,82.42,Success
CRRDF,Cheetah Canyon Resources Corp,22-06-2016,2.71,,,Success
BIR.TO,Birchcliff Energy Ltd,21-06-2016,1318.42,,-0.31,Success
TKGSY,Tokyo Gas Co Ltd,21-06-2016,7874.34,,1.4,Success
8001.T,ITOCHU Corp,21-06-2016,1362224.34,,1.31,Success
TVE.TO,Tamarack Valley Energy Ltd,20-06-2016,1743.48,,0.16,Success
NEE,NextEra Energy Inc,20-06-2016,51346.97,,0.63,Success
WSP.TO,WSP Global Inc,17-06-2016,4506.14,,0.83,Success
BLK,BlackRock Inc,16-06-2016,42488.17,,1.2,Success
DYN,Dynegy Inc,15-06-2016,,,-12.95,Success
PARR,Par Pacific Holdings Inc,14-06-2016,884.04,,,Success
PWR,Quanta Services Inc,13-06-2016,3350.16,,1.63,Success
AR,Antero Resources Corp,09-06-2016,9130.02,,0.82,Success
EFVIF,EF EnergyFunders Ventures Inc,08-06-2016,39.8,,-255.75,Success
0GY.DU,Gear Energy Ltd,07-06-2016,,,2.16,Success
8001.T,ITOCHU Corp,06-06-2016,1405477.66,,1.31,Success
C1JT.F,Arrow Exploration Corp,06-06-2016,,,9.07,Success
TOBAF,TAAT Global Alternatives Inc,02-06-2016,68.31,,-0.31,Success
NVAX,NOV Inc,01-06-2016,19751.64,,-7.08,Success
EVRG,Evergy Inc,31-05-2016,9502.65,,0.24,Success
FTXP,Foothills Exploration Inc,31-05-2016,554.5,,,Success
PUCCF,Carolina Rush Corp,26-05-2016,,,-30.36,Success
SING,Singlepoint Inc,25-05-2016,,,-30.61,Success
VATE,INNOVATE Corp,23-05-2016,-158.16,,-1.67,Success
SIE.V,Sienna Resources Inc,20-05-2016,34.45,,-22.54,Success
NOVT,Novanta Inc,19-05-2016,527.9,,1.19,Success
PFRRF,PetroFrontier Corp,17-05-2016,14.23,,-4.36,Success
POET,POET Technologies Inc,17-05-2016,718.39,,-25.22,Success
RRC,Range Resources Corp,16-05-2016,8640.19,,1.29,Success
LMR.V,Lomiko Metals Inc,16-05-2016,184.26,,-2.58,Success
TRAGF,TeraGo Inc,13-05-2016,,,-5.94,Success
VM3.F,Vulcan Minerals Inc,12-05-2016,,,-1.17,Success
WCP.TO,Whitecap Resources Inc,10-05-2016,3468.67,,2.35,Success
ENGI.PA,Engie SA,10-05-2016,19866.09,,,Success
N8HP.F,Cerro de Pasco Resources Inc,10-05-2016,36.96,,-6.97,Success
H2T.F,Hansen Technologies Ltd,10-05-2016,,,,Success
AMLI,American Lithium Corp,09-05-2016,1009.32,,-3.6,Success
PNPN.V,Power Metallic Mines Inc,06-05-2016,227.2,,-47.0,Success
22F.SG,Firan Technology Group Corp,05-05-2016,,,,Success
VIASP,Via Renewables Inc,04-05-2016,,,2.83,Success
VIASP,Via Renewables Inc,04-05-2016,,,2.83,Success
TDY,Teledyne Technologies Inc,04-05-2016,4307.4,,1.4,Success
FPE3D.XC,FUCHS SE,03-05-2016,1953.48,,3.09,Success
EQT,EQT Corp,02-05-2016,20896.26,,1.05,Success
SES.TO,Secure Waste Infrastructure Co,02-05-2016,1491.16,,1.49,Success
DUK,Duke Energy Corp,02-05-2016,42156.65,,0.65,Success
EXC,Exelon Corp,02-05-2016,18338.08,,0.6,Success
DNOW,DNOW Inc,29-04-2016,1908.71,,1.42,Success
FET,Forum Energy Technologies Inc,28-04-2016,3780.92,,-1.52,Success
SU,Suncor Energy Inc,27-04-2016,25927.14,,0.91,Success
SR,Spire Inc,26-04-2016,2722.21,,0.72,Success
AMID,American Midstream Partners LP,25-04-2016,,,,Success
AMID,American Midstream Partners LP,25-04-2016,,,,Success
8001.T,ITOCHU Corp,25-04-2016,1566211.03,,1.31,Success
MLN.F,Mineral Hill Industries Ltd,21-04-2016,1.68,,-12.73,Success
PF6.DU,Parkland Corp,20-04-2016,,,,Success
NVAC.F,Banpu PCL,19-04-2016,-0.0,,-0.56,Success
SUN,Sunoco LP,15-04-2016,1905.24,,0.72,Success
FDN.BE,EnerSys,14-04-2016,,,2.85,Success
SUN,Sunoco LP,13-04-2016,1959.36,,0.72,Success
TDY,Teledyne Technologies Inc,13-04-2016,4263.84,,1.4,Success
XEL,Xcel Energy Inc,12-04-2016,18011.82,,0.66,Success
KEL.TO,Kelt Exploration Ltd,11-04-2016,765.87,,0.64,Success
WG.L,John Wood Group PLC,08-04-2016,347404.03,,,Success
TDY,Teledyne Technologies Inc,07-04-2016,4080.72,,1.4,Success
DUK,Duke Energy Corp,06-04-2016,42380.94,,0.65,Success
NGG,National Grid PLC,05-04-2016,43681.59,,,Success
FCGD,First Colombia Gold Corp,04-04-2016,0.98,,,Success
EPAC,Enerpac Tool Group Corp,30-03-2016,1315.4,,2.8,Success
AMTX,Aemetis Inc,24-03-2016,27.24,,-7.25,Success
600759.SS,Geo-Jade Petroleum Corp,20-03-2016,,,0.38,Success
MFC,Manulife Financial Corp,18-03-2016,16741.68,,0.17,Success
TRP,TC Energy Corp,17-03-2016,24645.22,,0.84,Success
PPL.TO,Pembina Pipeline Corp,17-03-2016,12483.83,,1.59,Success
MPLX,MPLX LP,15-03-2016,12638.22,,2.93,Success
PF6.DU,Parkland Corp,10-03-2016,,,,Success
EGDFF,Energold Drilling Corp,07-03-2016,,,,Success
MKRYF,Manitok Energy Inc,02-03-2016,,,,Success
NIBE-B.ST,Nibe Industrier AB,01-03-2016,27228.54,,1.96,Success
WTXR,West Texas Resources Inc,26-02-2016,6.9,,-6.54,Success
ENGI.PA,Engie SA,25-02-2016,20293.47,,,Success
ARET,Arete Industries Inc,24-02-2016,1.32,,,Success
EIX,Edison International,23-02-2016,17593.13,,0.48,Success
EIX,Edison International,23-02-2016,17593.13,,0.48,Success
SU,Suncor Energy Inc,22-02-2016,22048.35,,0.91,Success
YUMAQ,Yuma Energy Inc,12-02-2016,116.4,,,Success
WFK.BE,World Kinect Corp,11-02-2016,,,-1.51,Success
ARGW,Argus Worldwide Corp,08-02-2016,,,,Success
CLH,Clean Harbors Inc,03-02-2016,2358.93,,1.14,Success
TOU.TO,Tourmaline Oil Corp,02-02-2016,6483.42,,1.75,Success
TWMIF,Tidewater Midstream and Infrastructure Ltd,02-02-2016,,,-0.58,Success
PEG,Public Service Enterprise Group Inc,02-02-2016,15106.39,,0.52,Success
ZDC.V,Zedcor Inc,02-02-2016,61.13,,0.52,Success
WWPW,Wind Works Power Corp,02-02-2016,0.77,,,Success
D,Dominion Energy Inc,01-02-2016,40193.82,,-0.07,Success
7BP.F,Bangchak Corp PCL,01-02-2016,,,0.01,Success
BBLSQ,Petrolia Energy Corp,01-02-2016,9.97,,-6.23,Success
8H1.SG,Hydro One Ltd,29-01-2016,,,,Success
CNP,CenterPoint Energy Inc,29-01-2016,8512.19,,0.57,Success
TAER,Tarsier Ltd,28-01-2016,68.83,,,Success
ENB,Enbridge Inc,27-01-2016,42938.72,,0.27,Success
MUR,Murphy Oil Corp,27-01-2016,1906.14,,0.52,Success
ENSV,Enservco Corp,20-01-2016,349.1,,-20.03,Success
EXC,Exelon Corp,20-01-2016,13859.43,,0.6,Success
8058.T,Mitsubishi Corp,20-01-2016,1691814.1,,,Success
OAK-PA,Oaktree Capital Group LLC,20-01-2016,,,,Success
POR,General Electric Co,18-01-2016,,,0.3,Success
T6UP.F,Altamira Gold Corp,15-01-2016,133.55,,-1.48,Success
ED,Consolidated Edison Inc,11-01-2016,16444.8,,0.44,Success
WQ6.MU,Condor Energies Inc,07-01-2016,,,1.07,Success
HON,Honeywell International Inc,06-01-2016,52306.87,,1.71,Success
CAPL,CrossAmerica Partners LP,06-01-2016,349.76,,1.28,Success
MDU,MDU Resources Group Inc,05-01-2016,993.16,,0.78,Success
MATR.TO,Mattr Corp,05-01-2016,1502.2,,0.96,Success
8001.T,ITOCHU Corp,05-01-2016,1509165.58,,1.31,Success
TWMIF,Tidewater Midstream and Infrastructure Ltd,04-01-2016,,,-0.58,Success
EIX,Edison International,31-12-2015,16030.92,,0.48,Success
HE,Hawaiian Electric Industries Inc,23-12-2015,3686.17,,-0.59,Success
OAO.JO,Oando PLC,23-12-2015,509688.57,,-0.14,Success
GIFI,Gulf Island Fabrication Inc,23-12-2015,166.72,,1.77,Success
Z620.SG,Trillion Energy International Inc,23-12-2015,,,,Success
HEI,HEICO Corp,21-12-2015,1406.5,,1.84,Success
WG.L,John Wood Group PLC,21-12-2015,334508.96,,,Success
BP,BP PLC,18-12-2015,45810.81,,-0.69,Success
DNOW,DNOW Inc,17-12-2015,1697.33,,1.42,Success
EQNR,Equinor ASA,11-12-2015,22149.31,,1.69,Success
CEU.TO,CES Energy Solutions Corp,10-12-2015,799.91,,3.16,Success
KEMIRA.HE,Kemira Oyj,08-12-2015,1130.04,,1.42,Success
DVN,Devon Energy Corp,07-12-2015,16774.14,,2.1,Success
VWS.CO,Vestas Wind Systems A/S,07-12-2015,84414.71,,2.43,Success
PRVL.XC,Porvair PLC,07-12-2015,,,,Success
PTRC,Petro River Oil Corp,07-12-2015,33.12,,,Success
D5LA.F,Hotel Fast SSE AB,04-12-2015,,,-1.78,Success
WG.L,John Wood Group PLC,03-12-2015,318281.75,,,Success
SNPW,Sun Pacific Holding Corp,02-12-2015,89863.02,,-892.21,Success
BIP,"Brookfield Infrastructure Partners LP,Kinder Morgan Inc",30-11-2015,5261.3,,0.0,Success
TKECY,"Tokyo Electric Power Co Holdings Inc,Ares Management LLC (Fund: United States Power Fund III LP)",30-11-2015,7561.82,,-0.57,Success
MATR.TO,Mattr Corp,26-11-2015,1578.66,,0.96,Success
VSSYW,Versus Systems Inc,25-11-2015,,,-42.56,Success
EEENF,88 Energy Ltd,19-11-2015,,,,Success
ALE,ALLETE Inc,17-11-2015,2086.98,,0.75,Success
SUN,Sunoco LP,16-11-2015,1985.16,,0.72,Success
D,Dominion Energy Inc,16-11-2015,39294.39,,-0.07,Success
GTE,Gran Tierra Energy Inc,12-11-2015,857.74,,-2.07,Success
KCG.MU,Trailbreaker Resources Ltd,12-11-2015,,,,Success
TRMB,Trimble Inc,11-11-2015,5520.49,,0.41,Success
PNE.TO,Pine Cliff Energy Ltd,09-11-2015,321.27,,-1.57,Success
SPWRQ,SunPower Corp,06-11-2015,3301.97,,,Success
BNRD.XC,Brenntag SE,05-11-2015,5970.3,,1.06,Success
SD,SandRidge Energy Inc,04-11-2015,,,4.51,Success
TRGP,Targa Resources Corp,03-11-2015,6933.72,,1.54,Success
GPRE,Green Plains Inc,02-11-2015,1225.84,,-3.08,Success
YAR.OL,Yara International ASA,29-10-2015,55505.09,,-1.93,Success
PF6.DU,Parkland Corp,29-10-2015,,,,Success
CAVR,CAVU Resources Inc,29-10-2015,0.29,,,Success
DUK,Duke Energy Corp,26-10-2015,37717.24,,0.65,Success
IMRFF,iMetal Resources Inc,23-10-2015,,,-2.53,Success
TGC0.F,TGS ASA,23-10-2015,,,0.94,Success
DUK,Duke Energy Corp,22-10-2015,39184.18,,0.65,Success
SEPJY,Spectris PLC,15-10-2015,2615.69,,,Success
ATD.TO,Alimentation Couche-Tard Inc,14-10-2015,27187.39,,1.91,Success
ENGI.PA,Engie SA,14-10-2015,21678.11,,,Success
PKY1.SG,ORLEN SA,13-10-2015,,,,Success
PKY1.SG,ORLEN SA,13-10-2015,,,,Success
USDP,USD Partners LP,12-10-2015,129.47,,-2.68,Success
POR,General Electric Co,09-10-2015,2949.69,,0.3,Success
TRP,TC Energy Corp,08-10-2015,22550.65,,0.84,Success
SU,Suncor Energy Inc,05-10-2015,23509.02,,0.91,Success
XIFR,XPLR Infrastructure LP,05-10-2015,1357.08,,-0.56,Success
SD,SandRidge Energy Inc,05-10-2015,,,4.51,Success
CSIQ,Canadian Solar Inc,02-10-2015,1242.1,,-0.1,Success
PKIUF,Parkland Corp,02-10-2015,2239.45,,0.66,Success
MTL.TO,Mullen Group Ltd,01-10-2015,1008.54,,0.81,Success
SUN,Sunoco LP,01-10-2015,1895.73,,0.72,Success
PBF,PBF Energy Inc,30-09-2015,2525.47,,-2.28,Success
BLK,BlackRock Inc,30-09-2015,36519.16,,1.2,Success
BGM,BG Group Ltd,28-09-2015,,,,Success
AFSIA,AmTrust Financial Services Inc,27-09-2015,,,,Success
AEU.HA,Prysmian SpA,25-09-2015,,,,Success
I93.SG,Indorama Ventures PCL,23-09-2015,,,,Success
000027.SZ,Shenzhen Energy Group Co Ltd,22-09-2015,31946.47,,0.23,Success
ALA.TO,AltaGas Ltd,21-09-2015,6296.99,,0.06,Success
AM,Antero Midstream Partners LP,18-09-2015,,,1.93,Success
CWEN,Clearway Energy Inc,18-09-2015,786.13,,0.02,Success
NEE,NextEra Energy Inc,18-09-2015,39312.5,,0.63,Success
ED,Consolidated Edison Inc,17-09-2015,15830.43,,0.44,Success
CJ.TO,Cardinal Energy Ltd,15-09-2015,799.71,,2.01,Success
CANN,Trees Corp,15-09-2015,127.23,,-2.41,Success
EMA.TO,Emera Inc,04-09-2015,8169.12,,0.4,Success
PTCO,PetroGas Co,03-09-2015,,,,Success
OTTR,Otter Tail Corp,01-09-2015,795.57,,1.5,Success
DUK,Duke Energy Corp,01-09-2015,36046.73,,0.65,Success
VTX.V,Vertex Resource Group Ltd,01-09-2015,,,0.64,Success
BN4.SI,Keppel Ltd,30-08-2015,,,,Success
PEG,Public Service Enterprise Group Inc,25-08-2015,14248.49,,0.52,Success
SDXEF,SDX Energy PLC,19-08-2015,98.09,,,Success
PTCO,PetroGas Co,19-08-2015,,,,Success
SUN,Sunoco LP,18-08-2015,2226.58,,0.72,Success
ACN,Accenture PLC,17-08-2015,55456.19,,3.81,Success
PNN.V,Pambili Natural Resources Corp,14-08-2015,8.22,,-6.12,Success
PTCO,PetroGas Co,13-08-2015,,,,Success
3SH.SG,Shunfeng International Clean Energy Ltd,12-08-2015,,,,Success
SUNWQ,Sunworks Inc,12-08-2015,1490.58,,-53.93,Success
SUNWQ,Sunworks Inc,12-08-2015,1490.58,,-53.93,Success
WFRD,Weatherford International PLC,11-08-2015,,,2.17,Success
PTCO,PetroGas Co,07-08-2015,,,,Success
DNOW,DNOW Inc,04-08-2015,1756.52,,1.42,Success
NEE,NextEra Energy Inc,03-08-2015,43189.54,,0.63,Success
PTCO,PetroGas Co,31-07-2015,,,,Success
DUK,Duke Energy Corp,28-07-2015,37758.31,,0.65,Success
TAC,TransAlta Corp,27-07-2015,1654.82,,-0.41,Success
NWE,Northwestern Energy Group Inc,23-07-2015,2113.15,,1.01,Success
DIV.TO,Diversified Royalty Corp,23-07-2015,206.01,,1.19,Success
TLN,Talen Energy Corp,20-07-2015,,,2.45,Success
GEL,Genesis Energy LP,16-07-2015,2533.63,,-0.24,Success
SUN,Sunoco LP,15-07-2015,2187.86,,0.72,Success
KMI,Kinder Morgan Inc,15-07-2015,50444.98,,0.93,Success
SING,Singlepoint Inc,14-07-2015,,,-30.61,Success
MPLX,MPLX LP,13-07-2015,25888.75,,2.93,Success
BKH,Black Hills Corp,13-07-2015,2330.96,,0.98,Success
JPWR-H.V,Jade Power Trust,12-07-2015,,,-3.28,Success
VIASP,Via Renewables Inc,09-07-2015,,,2.83,Success
DUK,Duke Energy Corp,09-07-2015,38243.65,,0.65,Success
5CFA.F,Calfrac Well Services Ltd,08-07-2015,20596.16,,-0.42,Success
SU,Suncor Energy Inc,08-07-2015,23831.87,,0.91,Success
PM7.F,Revolve Renewable Power Corp,08-07-2015,,,-6.08,Success
WHEN,World Health Energy Holdings Inc,07-07-2015,159.25,,-5.94,Success
TAC,TransAlta Corp,07-07-2015,1860.45,,-0.41,Success
VRN,Veren Inc,02-07-2015,9402.62,,1.25,Success
WG.L,John Wood Group PLC,30-06-2015,366901.77,,,Success
KRX.IR,Kingspan Group PLC,30-06-2015,3657.21,,,Success
DNOW,DNOW Inc,30-06-2015,2104.23,,1.42,Success
PEG,Public Service Enterprise Group Inc,30-06-2015,14030.6,,0.52,Success
TOU.TO,Tourmaline Oil Corp,29-06-2015,9350.23,,1.75,Success
BLDP,Ballard Power Systems Inc,29-06-2015,640.76,,-24.69,Success
SPWRQ,SunPower Corp,26-06-2015,3466.26,,,Success
GLOP-PB,GasLog Partners LP,23-06-2015,,,,Success
PTCO,PetroGas Co,19-06-2015,,,,Success
CWEN,Clearway Energy Inc,18-06-2015,1212.52,,0.02,Success
PBF,PBF Energy Inc,18-06-2015,2655.46,,-2.28,Success
AWK,American Water Works Co Inc,18-06-2015,8155.79,,0.73,Success
DUK,Duke Energy Corp,17-06-2015,37732.51,,0.65,Success
EXC,Exelon Corp,16-06-2015,17238.5,,0.6,Success
BIP,Brookfield Infrastructure Partners LP,15-06-2015,5349.44,,0.0,Success
CAPL,CrossAmerica Partners LP,15-06-2015,445.26,,1.28,Success
ROCK,Gibraltar Industries Inc,10-06-2015,605.29,,3.25,Success
G2U0.F,Gulfport Energy Operating Corp,09-06-2015,,,-9.53,Success
DUK,Duke Energy Corp,08-06-2015,37407.22,,0.65,Success
GTY,Getty Realty Corp,04-06-2015,558.08,,1.13,Success
CVE,Cenovus Energy Inc,04-06-2015,24886.34,,0.26,Success
GLRI,Glori Energy Inc,04-06-2015,62.23,,,Success
TWMIF,Tidewater Midstream and Infrastructure Ltd,02-06-2015,,,-0.58,Success
EPD,Enterprise Products Partners LP,01-06-2015,35081.43,,1.89,Success
ZCL.SG,Z Energy Ltd,01-06-2015,,,,Success
SNPW,Sun Pacific Holding Corp,01-06-2015,,,-892.21,Success
JLM.BE,Jericho Energy Ventures Inc,27-05-2015,,,-7.02,Success
VRN,Veren Inc,26-05-2015,10894.1,,1.25,Success
REI,Ring Energy Inc,26-05-2015,2184.12,,2.42,Success
SLTTF,Ravelin Properties REIT,21-05-2015,,,-13.14,Success
TVE.TO,Tamarack Valley Energy Ltd,14-05-2015,1761.88,,0.16,Success
SEI.V,Sintana Energy Inc,14-05-2015,,,-12.91,Success
T.TO,TELUS Corp,12-05-2015,19648.35,,0.62,Success
PV1.AX,Provaris Energy Ltd,12-05-2015,370.92,,,Success
ED,Consolidated Edison Inc,12-05-2015,14699.07,,0.44,Success
FANG,Diamondback Energy Inc,06-05-2015,18107.92,,1.6,Success
ALE,ALLETE Inc,06-05-2015,1949.98,,0.75,Success
DUK,Duke Energy Corp,05-05-2015,38959.02,,0.65,Success
MKRYF,Manitok Energy Inc,01-05-2015,,,,Success
TDY,Teledyne Technologies Inc,30-04-2015,4916.25,,1.4,Success
OEG-H.V,ONEnergy Inc,30-04-2015,118.6,,-190.2,Success
PF6.DU,Parkland Corp,29-04-2015,,,,Success
WCE.V,Wescan Energy Corp,28-04-2015,1.78,,-2.27,Success
XIFR,XPLR Infrastructure LP,28-04-2015,2406.28,,-0.56,Success
BP,BP PLC,27-04-2015,62404.79,,-0.69,Success
SRE,Sempra,24-04-2015,26327.7,,0.7,Success
BBLSQ,Petrolia Energy Corp,24-04-2015,11.96,,-6.23,Success
VIRI.PA,Viridien,22-04-2015,34643.5,,-0.35,Success
FRU.TO,Freehold Royalties Ltd,20-04-2015,1577.48,,2.12,Success
ALE,ALLETE Inc,16-04-2015,2034.32,,0.75,Success
G2U0.MU,Gulfport Energy Operating Corp,15-04-2015,,,-9.53,Success
D,Dominion Energy Inc,15-04-2015,40339.21,,-0.07,Success
SUN,Sunoco LP,14-04-2015,2630.83,,0.72,Success
MYRG,MYR Group Inc,13-04-2015,500.94,,1.01,Success
TRXO,Columbine Valley Resources Inc,08-04-2015,22.39,,,Success
DKL,Delek Logistics Partners LP,31-03-2015,906.8,,1.73,Success
PF6.DU,Parkland Corp,31-03-2015,,,,Success
RZREF,Razor Energy Corp,30-03-2015,,,-2.62,Success
I93.SG,Indorama Ventures PCL,23-03-2015,,,,Success
STVG.L,STV Group PLC,19-03-2015,12763.43,,,Success
MKSI,MKS Instruments Inc,18-03-2015,2193.89,,1.06,Success
WCP.TO,Whitecap Resources Inc,18-03-2015,4688.79,,2.35,Success
GSFI,Green Stream Holdings Inc,17-03-2015,34636.4,,-2.07,Success
VIASP,Via Renewables Inc,16-03-2015,,,2.83,Success
ATD.TO,Alimentation Couche-Tard Inc,16-03-2015,21952.55,,1.91,Success
TRXO,Columbine Valley Resources Inc,13-03-2015,28.42,,,Success
TVK.TO,TerraVest Industries Inc,13-03-2015,82.96,,3.18,Success
TOU.TO,Tourmaline Oil Corp,12-03-2015,9497.69,,1.75,Success
FK2.DU,Expro Group Holdings NV,12-03-2015,,,0.99,Success
T.TO,TELUS Corp,06-03-2015,20318.89,,0.62,Success
PRIM,Primoris Services Corp,03-03-2015,839.31,,1.29,Success
CWEN,Clearway Energy Inc,27-02-2015,,,0.02,Success
CWEN,Clearway Energy Inc,27-02-2015,,,0.02,Success
IBE.VI,Iberdrola SA,25-02-2015,,,0.86,Success
LOGL,Legend Oil and Gas Ltd,25-02-2015,4.05,,,Success
KEL.TO,Kelt Exploration Ltd,23-02-2015,1519.96,,0.64,Success
PF6.DU,Parkland Corp,23-02-2015,,,,Success
4100.T,Toda Kogyo Corp,23-02-2015,27199.21,,-9.48,Success
PTRC,Petro River Oil Corp,23-02-2015,112.83,,,Success
BNE.TO,Bonterra Energy Corp,20-02-2015,1222.84,,0.43,Success
BLK,BlackRock Inc,19-02-2015,45485.53,,1.2,Success
VOW3.DE,Volkswagen AG,18-02-2015,25020.74,,0.22,Success
CJ.TO,Cardinal Energy Ltd,17-02-2015,1201.5,,2.01,Success
ENPH,Enphase Energy Inc,10-02-2015,1915.53,,1.91,Success
NGL,NGL Energy Partners LP,09-02-2015,1926.69,,0.28,Success
DUK,Duke Energy Corp,09-02-2015,41855.52,,0.65,Success
CSIQ,Canadian Solar Inc,03-02-2015,1766.21,,-0.1,Success
FET,Forum Energy Technologies Inc,03-02-2015,4161.72,,-1.52,Success
OII,Oceaneering International Inc,02-02-2015,5079.99,,2.4,Success
FTK,Flotek Industries Inc,28-01-2015,2774.58,,1.58,Success
ALE,ALLETE Inc,27-01-2015,2322.15,,0.75,Success
KMI,Kinder Morgan Inc,21-01-2015,55157.89,,0.93,Success
MTDR,Matador Resources Co,20-01-2015,2578.61,,1.98,Success
EXC,Exelon Corp,20-01-2015,18546.57,,0.6,Success
UBE.F,UBE Corp,16-01-2015,134335732.44,,1.15,Success
BLX.TO,Boralex Inc,12-01-2015,1010.16,,-0.21,Success
GOSD.XD,Goldman Sachs Group Inc/The,09-01-2015,,,,Success
AMEN,AMEN Properties Inc,06-01-2015,13.81,,,Success
OIS,Oil States International Inc,02-01-2015,3004.04,,1.51,Success
ALTO,Alto Ingredients Inc,31-12-2014,791.75,,-0.58,Success
TRP,TC Energy Corp,29-12-2014,30446.05,,0.84,Success
PEG,Public Service Enterprise Group Inc,22-12-2014,14698.31,,0.52,Success
RSG,Republic Services Inc,19-12-2014,10370.59,,1.58,Success
DUK,Duke Energy Corp,19-12-2014,41931.42,,0.65,Success
ALE,ALLETE Inc,18-12-2014,2140.5,,0.75,Success
HY,Hyster-Yale Inc,18-12-2014,831.94,,0.51,Success
MXC,Mexco Energy Corp,17-12-2014,12.11,,2.4,Success
REP.MU,Repsol SA,16-12-2014,,,0.21,Success
D,Dominion Energy Inc,16-12-2014,39638.42,,-0.07,Success
