Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales (Million $),Acquirer_GHG_Emissions (Metric Tonnes),Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_3_Date,T_minus_3_Price ($),T_plus_3_Date,T_plus_3_Price ($),Percent_Return,Deal Status
2022-08-09,2021,EVRG,Evergy Inc,5586.7,26540373.0,4750.6351,Brown,Wind farm/Oklahoma,Green,,,,2022-08-05,60.23,2022-08-12,62.95,4.51,Completed
2022-08-04,2021,ARIS,Aris Water Solution Inc,229.25,19451.67,84.8488,Brown,Delaware Energy Services LLC,Brown,,128.8,,2022-07-29,19.52,2022-08-08,14.54,-25.51,Completed
2022-08-03,2021,BWA,BorgWarner Inc,11803.0,99997.34,8.4722,Green,Rhombus Energy Solutions Inc,Green,"Nabtesco Corp,Inci Holding AS,Golden Regent Electronics Industrial Ltd,Greenhouse Capital Partners (Fund: Greenhouse Capital Partners II LP),Cycle Capital Management CCM Inc (Fund: Cycle Capital Fund IV LP),Emerald Technology Ventures AG (Fund: Emerald Water Innovation Impact Fund LP)",130.0,,2022-07-29,32.58,2022-08-08,32.56,-0.08,Completed
2022-08-03,2021,AEP,American Electric Power Co Inc,16792.0,28544859.42,3035.829,Brown,595 MW Cardinal Plant Unit 1/Brilliant,Neutral,AEP Generation Resources Inc,,,2022-07-29,88.62,2022-08-08,89.99,1.54,Completed
2022-07-28,2021,PBF,PBF Energy Inc,27253.4,14160000.0,269.0015,Brown,PBF Logistics LP,Neutral,,1096.91,6.88,2022-07-22,24.79,2022-08-01,30.52,23.14,Completed
2022-07-25,2021,SHEL,Shell PLC,261504.0,45504846.91,271.7385,Brown,Shell Midstream Partners LP,Brown,,1963.6,23.35,2022-07-21,43.93,2022-07-28,46.18,5.12,Completed
2022-07-20,2021,BLK,BlackRock Inc,19374.0,5308.0,0.5499,Green,Vanguard Renewables LLC,Green,Vision Ridge Partners LLC,,,2022-07-15,558.79,2022-07-25,592.09,5.96,Completed
2022-07-19,2021,KMI,Kinder Morgan Inc,16610.0,14100000.0,169.5854,Brown,3 landfill assets/Mas CanAm LLC,Neutral,MAS CanAm LLC,355.0,,2022-07-15,14.23,2022-07-22,14.99,5.31,Completed
2022-07-14,2021,EGY,VAALCO Energy Inc,199.08,107795.82,541.4834,Brown,TransGlobe Energy Corp,Brown,,328.51,1.76,2022-07-08,5.76,2022-07-18,4.57,-20.67,Completed
2022-07-07,2021,POR,General Electric Co,2396.0,5859714.0,6102.053,Brown,Nexus Controls LLC,Neutral,Baker Hughes Co,,,2022-07-01,44.82,2022-07-11,44.06,-1.69,Completed
2022-07-05,2021,REI,Ring Energy Inc,196.31,121754.81,479.2399,Brown,"Stronghold Energy II Operating LLC,Stronghold Energy II Royalties LP",Brown,"Warburg Pincus LLC,Unknown Seller",262.51,,2022-07-01,2.64,2022-07-08,2.54,-3.79,Completed
2022-07-05,2021,NNI,Nelnet Inc,1500.91,993.76,0.6621,Green,Grne Solutions LLC,Green,,,,2022-07-01,83.63,2022-07-08,83.49,-0.17,Completed
2022-06-17,2021,TRGP,Targa Resources Corp,16949.8,7006559.46,413.3712,Brown,Lucid Energy Group LLC,Brown,"Goldman Sachs Asset Management LP,Encap Flatrock Midstream,Riverstone Holdings LLC (Fund: Riverstone Pattern Energy II LP)",3550.0,,2022-06-13,63.61,2022-06-21,59.77,-6.04,Completed
2022-06-09,2021,DVN,Devon Energy Corp,12206.0,1543105.45,708.9498,Brown,Leasehold interest & related assets/RimRock Oil and Gas LP,Brown,Rimrock Oil & Gas LP,865.0,,2022-06-03,65.5,2022-06-13,59.86,-8.61,Completed
2022-06-08,2021,NOG,Northern Oil and Gas Inc,496.9,342025.42,863.4427,Brown,Non operated interests/Williston Basin,Neutral,,158.0,,2022-06-03,30.13,2022-06-13,31.31,3.94,Completed
2022-06-01,2021,MYE,Myers Industries Inc,761.44,51316.83,67.3949,Brown,Mohawk Rubber Sales of NE Inc,Neutral,ISO New England Inc,27.8,,2022-05-27,22.03,2022-06-06,22.77,3.34,Completed
2022-05-31,2021,SU,Suncor Energy Inc,39132.0,10848667.93,238.9831,Brown,White Rose asset,Neutral,Cenovus Energy Inc,39.58,,2022-05-27,36.28,2022-06-03,36.85,1.56,Completed
2022-05-31,2021,PROP,Prairie Operating Co,0.81,301.26,373.0305,Brown,Certain energy assets/South Dakota,Neutral,Highwire Energy Partners LLC,,,2022-05-27,17.65,2022-06-03,15.56,-11.83,Completed
2022-05-26,2021,FF,FutureFuel Corp,321.39,33963.84,105.6793,Brown,Cebolleta Uranium Project/Cibola County,Neutral,Encore Energy Corp,92.72,,2022-05-20,4.42,2022-05-31,4.49,1.53,Completed
2022-05-19,2021,PR,Permian Resources Corp,897.77,412347.0,369.5357,Brown,Colgate Energy Partners III LLC,Neutral,,2612.61,,2022-05-13,6.77,2022-05-23,6.32,-6.72,Completed
2022-05-17,2021,HLX,Helix Energy Solutions Group Inc,674.73,205000.0,24.3523,Green,Alliance Offshore LLC,Neutral,,120.0,,2022-05-13,4.02,2022-05-20,4.22,4.98,Completed
2022-05-16,2021,FANG,Diamondback Energy Inc,5567.0,1253208.51,284.1958,Brown,Rattler Midstream LP,Brown,,1281.66,5.61,2022-05-12,110.3,2022-05-19,112.71,2.19,Completed
2022-05-05,2021,CAT,Caterpillar Inc,50971.0,250507.18,18.9317,Green,Tangent Energy Solutions Inc,Neutral,,,,2022-04-29,199.58,2022-05-09,195.55,-2.02,Completed
2022-05-03,2021,RDUS,Radius Recycling Inc,2758.55,2928.05,1.0614,Green,Operating assets/Encore Recycling LLC,Neutral,Encore Recycling LLC,,,2022-04-29,41.62,2022-05-06,36.28,-12.84,Completed
2022-04-28,2021,HPK,HighPeak Energy Inc,220.12,121707.36,552.9036,Brown,Howard County assets,Neutral,Hannathon Petroleum LLC,345.37,,2022-04-22,36.89,2022-05-02,26.45,-28.3,Completed
2022-04-27,2021,CHX,ChampionX Corp,3074.99,76396.0,13.4338,Green,Leak Surveys Inc,Neutral,,3.7,,2022-04-22,21.98,2022-05-02,20.71,-5.77,Completed
2022-04-26,2021,ST,Sensata Technologies Holding PLC,3820.81,10328.08,2.7031,Green,Dynapower Co LLC,Green,Pfingsten Partners LLC,580.0,,2022-04-22,46.81,2022-04-29,43.74,-6.54,Completed
2022-04-20,2021,BKR,Baker Hughes Co,20502.0,391346.0,19.0882,Green,Mosaic Materials Inc,Green,"Baruch Future Ventures LLC,Unknown Seller,Evok Innovations Inc",,,2022-04-14,34.64,2022-04-25,28.56,-17.57,Completed
2022-04-19,2021,ALE,ALLETE Inc,1419.2,2599166.9,8639.0694,Brown,New Energy Equity,Green,,165.5,,2022-04-14,55.38,2022-04-22,55.24,-0.24,Completed
2022-04-11,2021,SUN,Sunoco LP,17596.0,170456.02,5.8905,Green,Gladieux Energy LLC,Neutral,,190.0,,2022-04-07,33.71,2022-04-14,34.86,3.42,Completed
2022-04-04,2021,HPK,HighPeak Energy Inc,220.12,121707.36,552.9036,Brown,Oil & gas properties/Permian Basin,Brown,Alamo Frac Holdings LLC,201.0,,2022-03-31,21.73,2022-04-07,21.37,-1.62,Completed
2022-04-04,2021,AMTX,Aemetis Inc,211.95,55040.79,259.6888,Brown,8.5 acre property/California,Neutral,,2.0,,2022-03-31,12.67,2022-04-07,12.28,-3.08,Completed
2022-03-31,2021,FCPT,Four Corners Property Trust Inc,199.38,2592.86,13.4456,Green,Express Oil Change property,Brown,,1.5,,2022-03-25,22.62,2022-04-04,23.75,4.97,Completed
2022-03-28,2021,USDP,USD Partners LP,204.48,3519.15,33.4698,Brown,Hardisty South terminal assets/USD Group LLC,Neutral,USD Group LLC,107.47,,2022-03-24,5.08,2022-03-31,5.48,7.69,Completed
2022-03-17,2021,TRGP,Targa Resources Corp,16949.8,7006559.46,413.3712,Brown,Southcross Energy Operating LLC,Brown,,200.0,,2022-03-11,64.22,2022-03-21,67.14,4.55,Completed
2022-03-15,2021,ENPH,Enphase Energy Inc,1382.05,12095.16,35.4719,Brown,SolarLeadFactory LLC,Green,,,,2022-03-11,171.07,2022-03-18,184.52,7.86,Completed
2022-03-08,2021,SND,Smart Sand Inc,126.65,11663.01,93.8443,Brown,Hi-Crush Blair LLC,Brown,Hi-Crush Inc,6.5,,2022-03-04,3.76,2022-03-11,2.98,-20.81,Completed
2022-03-07,2021,CHRD,Chord Energy Corp,1579.93,1457753.14,154.7814,Brown,Whiting Petroleum Corp,Brown,,3247.0,2.77,2022-03-03,92.75,2022-03-10,102.56,10.57,Completed
2022-03-03,2021,ALE,ALLETE Inc,1419.2,2599166.9,8639.0694,Brown,NEW Energy Equity LLC,Green,"Unknown Seller,SmartPitch Ventures LLC",165.5,,2022-02-25,54.62,2022-03-07,56.91,4.19,Completed
2022-02-28,2021,CVX,Chevron Corp,155606.0,28582001.82,478.9338,Brown,Renewable Energy Group Inc,Green,,2769.66,8.87,2022-02-24,120.0,2022-03-03,139.01,15.85,Completed
2022-02-25,2021,NVAX,NOV Inc,1146.29,6696.68,22.11,Green,Advanced Drilling Solutions business/AFG Holdings Inc,Neutral,AFG Holdings Inc,,,2022-02-18,81.89,2022-02-28,83.37,1.81,Completed
2022-02-23,2021,BEEM,Beam Global,9.0,290.07,32.2231,Brown,AllCell Technologies LLC,Neutral,,13.67,,2022-02-18,13.47,2022-02-28,14.51,7.72,Completed
2022-02-22,2021,MTDR,Matador Resources Co,1641.97,774427.0,471.645,Brown,Producing & non-producing properties,Neutral,,242.0,,2022-02-18,43.04,2022-02-25,43.99,2.22,Completed
2022-02-16,2021,HNRG,Hallador Energy Co,247.67,650443.26,2626.2921,Brown,Merom generating station/Indiana,Neutral,Hoosier Energy Rural Electric Cooperative Inc,,,2022-02-11,2.89,2022-02-22,3.44,19.2,Completed
2022-02-01,2021,CIVI,Civitas Resources Inc,930.61,1278400.0,354.6455,Brown,Bison Oil & Gas II LLC,Brown,,345.42,,2022-01-28,38.87,2022-02-04,42.13,8.38,Completed
2022-01-25,2021,EXE,Expand Energy Corp,5809.0,927084.63,178.5706,Brown,Chief E&D Holdings LP,Neutral,"Tug Hill Inc/Texas,Rees-Jones Foundation/The,Unknown Seller,Rees-Jones Family Holdings LP,Chief E&D GP LLC,Chief E&D Participants LP",2634.47,,2022-01-21,52.48,2022-01-28,56.93,8.49,Completed
2022-01-20,2021,HUT,Hut 8 Corp,138.65,474.19,3.42,Green,Cloud & colocation data center business,Neutral,TeraGo Inc,24.07,,2022-01-14,33.1,2022-01-24,27.0,-18.43,Completed
2022-01-19,2021,PLUG,Plug Power Inc,502.34,15963.06,44.3565,Brown,Joule Processing LLC,Neutral,,30.0,,2022-01-14,23.44,2022-01-24,20.7,-11.69,Completed
2022-01-18,2021,ALTO,Alto Ingredients Inc,1207.89,220296.78,184.8723,Brown,Eagle Alcohol Co LLC,Neutral,,14.0,,2022-01-14,5.17,2022-01-21,4.65,-10.06,Completed
2022-01-13,2021,DUK,Duke Energy Corp,24621.0,78000000.0,5571.7764,Brown,3211 Shannon Rd/Durham,Neutral,,,,2022-01-07,91.69,2022-01-18,89.38,-2.52,Completed
2022-01-04,2021,FELE,Franklin Electric Co Inc,1661.86,23119.6,14.7948,Green,Blake Group Holdings Inc,Brown,,27.1,,2021-12-31,91.61,2022-01-07,88.7,-3.17,Completed
2021-12-23,2020,FCPT,Four Corners Property Trust Inc,170.94,2298.44,13.4456,Green,2 Express Oil Change/Mississippi,Brown,,4.6,,2021-12-17,23.75,2021-12-27,24.64,3.73,Completed
2021-12-21,2020,ENPH,Enphase Energy Inc,774.42,26385.26,35.4719,Brown,365 Pronto Inc,Neutral,,,,2021-12-17,189.11,2021-12-27,188.69,-0.22,Completed
2021-12-17,2020,BOOM,DMC Global Inc,229.16,1390.46,6.0676,Green,Arcadia Inc,Neutral,,282.5,,2021-12-13,37.42,2021-12-20,36.34,-2.89,Completed
2021-12-16,2020,ULBI,Ultralife Corp,107.71,4135.84,39.8598,Brown,Excell Battery Canada ULC,Neutral,,16.45,,2021-12-10,5.22,2021-12-20,5.98,14.56,Completed
2021-12-16,2020,ULBI,Ultralife Corp,107.71,4135.84,39.8598,Brown,656700 BC Ltd,Neutral,,7.05,,2021-12-10,5.22,2021-12-20,5.98,14.56,Completed
2021-12-16,2020,CPK,Chesapeake Utilities Corp,488.2,266679.0,199.8142,Brown,Operating Assets/Diversified Energy Co,Neutral,Diversified Energy Co PLC,,,2021-12-10,126.35,2021-12-20,132.3,4.71,Completed
2021-12-14,2020,GTLS,Chart Industries Inc,1177.1,17380.0,35.5866,Brown,Earthly Labs Inc,Green,,62.0,,2021-12-10,165.19,2021-12-17,156.87,-5.04,Completed
2021-12-14,2020,ULBI,Ultralife Corp,107.71,4135.84,39.8598,Brown,Excell Battery Group,Neutral,,23.5,,2021-12-10,5.22,2021-12-17,6.05,15.9,Completed
2021-12-14,2020,SHEL,Shell PLC,180543.0,31526463.37,271.7385,Brown,MS Europe BV,Neutral,Multi Service Technology Solutions Inc,,,2021-12-10,39.26,2021-12-17,37.44,-4.62,Completed
2021-12-13,2020,WTTR,Select Water Solutions Inc,605.1,33176.65,93.8009,Brown,Nuverra Environmental Solutions Inc,Green,,56.34,,2021-12-09,6.02,2021-12-16,5.59,-7.17,Completed
2021-12-13,2020,TXNM,TXNM Energy Inc,1523.01,5602062.23,4989.812,Brown,Western Spirit transmission line,Green,,,,2021-12-09,40.27,2021-12-16,40.4,0.33,Completed
2021-12-09,2020,CHX,ChampionX Corp,1900.0,24884.58,13.4338,Green,"Tomson Technologies LLC,Group 2 Technologies LLC",Neutral,,,,2021-12-03,19.96,2021-12-13,21.07,5.56,Completed
2021-12-07,2020,AMRC,Ameresco Inc,1032.28,315545.0,23.7158,Green,Juice Technologies Inc,Neutral,,,,2021-12-03,81.34,2021-12-10,81.46,0.15,Completed
2021-12-07,2020,XOM,Exxon Mobil Corp,178574.0,108000000.0,598.3284,Brown,Materia Inc,Brown,,,,2021-12-03,54.28,2021-12-10,56.17,3.48,Completed
2021-12-06,2020,GIFI,Gulf Island Fabrication Inc,250.96,6908.99,27.5304,Brown,Dynamic Industries Inc,Brown,"Riverstone Holdings LLC (Fund: Carlyle/Riverstone Global Energy & Power Fund III LP),Carlyle Group Inc/The (Fund: Carlyle MC Partners LP)",,,2021-12-02,4.02,2021-12-09,4.04,0.5,Completed
2021-12-02,2020,GIFI,Gulf Island Fabrication Inc,250.96,6908.99,27.5304,Brown,Services & industrial staffing businesses/Dynamic Industries Inc,Neutral,Dynamic Group Holdings LLC,8.0,,2021-11-26,4.04,2021-12-06,4.04,0.0,Completed
2021-11-30,2020,GCMG,GCM Grosvenor Inc,422.4,173.88,0.4117,Green,Resource Waste Services LLC,Green,ReEnergy Holdings LLC,,,2021-11-26,9.71,2021-12-03,9.34,-3.8,Completed
2021-11-23,2020,IEX,IDEX Corp,2351.65,30795.68,13.0954,Green,Nexsight LLC,Neutral,,112.5,,2021-11-19,225.31,2021-11-26,221.97,-1.48,Completed
2021-11-17,2020,NOG,Northern Oil and Gas Inc,552.21,155885.13,863.4427,Brown,non-operated Permian Basin assets,Neutral,Veritas Energy LLC,406.5,,2021-11-12,21.1,2021-11-22,18.28,-13.37,Completed
2021-11-16,2020,ENPH,Enphase Energy Inc,774.42,26385.26,35.4719,Brown,ClipperCreek Inc,Green,,,,2021-11-12,251.62,2021-11-19,267.74,6.41,Completed
2021-11-09,2020,ADT,ADT Inc,5314.79,35816.07,6.7389,Green,Marc Jones Construction LLC,Green,Compass Group Equity Partners LLC,824.49,,2021-11-05,8.32,2021-11-12,8.38,0.66,Completed
2021-11-05,2020,SHEL,Shell PLC,180543.0,31526463.37,271.7385,Brown,"MSTS Payments LLC,Multi Service Fuel Card business",Neutral,Multi Service Technology Solutions Inc,,,2021-11-01,40.62,2021-11-08,40.29,-0.8,Completed
2021-11-03,2020,OBE,Obsidian Energy Ltd,272.8,85831.81,314.6327,Brown,Peace River Oil Partnership,Brown,,35.04,,2021-10-29,3.89,2021-11-08,4.11,5.66,Completed
2021-11-02,2020,GNRC,Generac Holdings Inc,2485.2,75778.45,31.4087,Brown,ecobee Inc,Neutral,"Caisse de Depot et Placement du Quebec,Export Development Canada,Business Development Bank of Canada,Evergy Ventures Inc,Private Investor,Just Energy Group Inc,AGL Energy Ltd,Ontario Capital Growth Corp,Thomvest Ventures Inc,Tech Capital Partners Inc,Northleaf Capital Partners Ltd (Fund: Edge...",650.0,,2021-10-29,498.56,2021-11-05,442.88,-11.17,Completed
2021-10-29,2020,WKC,World Kinect Corp,20358.3,41600.0,20.1849,Green,Flyers Energy LLC,Neutral,Dwelle Family Foundation Inc,725.0,,2021-10-25,30.78,2021-11-01,26.99,-12.32,Completed
2021-10-27,2020,PSX,Phillips 66,64129.0,25490000.0,137.7066,Brown,Phillips 66 Partners LP,Brown,,2333.84,29.83,2021-10-22,72.57,2021-11-01,68.41,-5.73,Completed
