Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales (Million $),Acquirer_GHG_Emissions (Metric Tonnes),Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_3_Date,T_minus_3_Price ($),T_plus_3_Date,T_plus_3_Price ($),Percent_Return,Deal Status
2018-12-20,2017,OGE,OGE Energy Corp,2261.1,15205143.73,6724.6666,Brown,"Shady Power Plant / OK,Oklahome Cogeneration Facility / OK",Brown,"AES Corp/The,Oklahoma Cogeneration LLC",53.0,,2018-12-14,31.54,2018-12-24,28.98,-8.13,Completed
2018-12-20,2017,REI,Ring Energy Inc,66.58,31907.7,479.2399,Brown,Certain Assets,Neutral,Carlyle Group Inc/The,17.38,,2018-12-14,5.47,2018-12-24,4.17,-23.77,Completed
2018-12-19,2017,TDY,Teledyne Technologies Inc,2149.9,61951.73,22.9341,Green,Scientific Imaging businesses/Roper,Neutral,Roper Technologies Inc,225.0,,2018-12-14,205.31,2018-12-24,191.22,-6.86,Completed
2018-12-19,2017,CPK,Chesapeake Utilities Corp,617.58,226696.8,199.8142,Brown,Marlin Gas Transport Inc,Brown,,,,2018-12-14,83.02,2018-12-24,70.38,-15.22,Completed
2018-12-18,2017,CPK,Chesapeake Utilities Corp,617.58,226696.8,199.8142,Brown,Propane operating assets/RF Ohl Fuel Oil Inc,Brown,RF Ohl Fuel Oil Inc,,,2018-12-14,83.02,2018-12-21,73.99,-10.88,Completed
2018-12-17,2017,VVV,Valvoline Inc,2084.0,10140.31,4.8658,Green,Valvoline Instant Oil Change service centers/Southern California,Brown,,,,2018-12-13,18.35,2018-12-20,17.26,-5.96,Completed
2018-12-12,2017,SPXC,SPX Technologies Inc,1425.8,30714.27,21.5418,Green,Marine & obstruction lighting business/Carmanah Technologies Corp,Neutral,Carmanah Technologies Corp,57.77,,2018-12-07,27.02,2018-12-17,26.33,-2.55,Completed
2018-12-12,2017,KMI,Kinder Morgan Inc,13705.0,1707366.28,169.5854,Brown,Oilfield/Borden Reinecke USA,Brown,Sino GeoPhysical Co Ltd,19.57,,2018-12-07,11.22,2018-12-17,10.87,-3.12,Completed
2018-12-12,2017,BKH,Black Hills Corp,1680.27,3918307.12,2987.477,Brown,29MW Busch Ranch wind farm/Colorado,Green,AltaGas Ltd,16.0,,2018-12-07,53.52,2018-12-17,51.53,-3.71,Completed
2018-12-10,2017,ENB,Enbridge Inc,44378.0,8305905.16,82.1969,Brown,Leismer pipelines & Cheecham storage terminal,Brown,Athabasca Oil Corp,197.93,,2018-12-06,22.34,2018-12-13,22.31,-0.15,Completed
2018-11-30,2017,AMRC,Ameresco Inc,717.15,17007.82,23.7158,Green,TerraNavigator LLC,Green,,,,2018-11-26,14.6,2018-12-03,15.41,5.55,Completed
2018-11-27,2017,APH,Amphenol Corp,7011.3,66150.0,9.4348,Green,SSI Controls Technologies,Neutral,SSI Technologies Inc,400.0,,2018-11-23,19.93,2018-11-30,20.62,3.48,Completed
2018-11-26,2017,D,Dominion Energy Inc,12586.0,30334871.76,2673.0816,Brown,Dominion Energy Midstream Partners LP,Brown,,891.98,4.56,2018-11-21,55.16,2018-11-29,55.46,0.55,Completed
2018-11-19,2017,NEE,NextEra Energy Inc,17173.0,39293829.13,2805.4869,Brown,Trans Bay Cable LLC,Neutral,SteelRiver Infrastructure Partners LP,1000.0,,2018-11-15,38.33,2018-11-23,37.93,-1.03,Completed
2018-11-15,2017,SUN,Sunoco LP,11723.0,18366.19,5.8905,Green,Refined Products Terminals business/American Midstream Partners LP,Brown,American Midstream Partners LP,125.0,,2018-11-09,16.54,2018-11-19,15.53,-6.12,Completed
2018-11-13,2017,PUMP,ProPetro Holding Corp,981.86,17796.84,18.1255,Green,Pressure pumping assets/Pioneer Natural Resources Co,Brown,Pioneer Natural Resources Co,398.37,,2018-11-09,18.6,2018-11-16,18.88,1.51,Completed
2018-11-08,2017,WES,Western Midstream Partners LP,2248.36,6916.39,3.0762,Green,Western Midstream Operating LP,Brown,,9369.62,13.93,2018-11-02,16.62,2018-11-12,16.74,0.75,Completed
2018-11-06,2017,XEL,Xcel Energy Inc,11404.0,47199447.36,4677.9905,Brown,Mankato Energy Center LLC,Brown,Southern Co/The,650.0,,2018-11-02,39.25,2018-11-09,41.4,5.49,Completed
2018-11-06,2017,FANG,Diamondback Energy Inc,1211.84,576499.11,284.1958,Brown,Northwest Martin & Northeast Andrews oil production assets/TX,Brown,"EnergyQuest II LLC,EXL Petroleum Management LLC",312.5,,2018-11-02,90.45,2018-11-09,90.08,-0.41,Completed
2018-11-01,2017,OVV,Ovintiv Inc,4443.0,3136000.17,817.409,Brown,Ovintiv Exploration Inc,Brown,,2172.0,1.55,2018-10-26,42.98,2018-11-05,37.24,-13.37,Completed
2018-10-31,2017,FANG,Diamondback Energy Inc,1211.84,576499.11,284.1958,Brown,Ajax Resources LLC,Brown,Kelso & Co LP,,,2018-10-26,90.01,2018-11-05,91.77,1.96,Completed
2018-10-25,2017,PTEN,Patterson-UTI Energy Inc,2356.68,200653.73,105.9872,Brown,Current Power Solutions Inc,Neutral,,,,2018-10-19,14.18,2018-10-29,13.74,-3.09,Completed
2018-10-18,2017,SRE,Sempra,9640.0,5113015.16,610.7224,Brown,InfraREIT Inc,Neutral,,1864.34,15.51,2018-10-12,46.67,2018-10-22,46.91,0.51,Completed
2018-10-18,2017,VLO,Valero Energy Corp,93980.0,26831803.32,192.4603,Brown,Valero Energy Partners LP,Brown,,950.47,7.54,2018-10-12,82.35,2018-10-22,70.63,-14.23,Completed
2018-10-16,2017,SUN,Sunoco LP,11723.0,18366.19,5.8905,Green,Fuel distribution business/Brenco Marketing Corp,Neutral,Brenco Marketing Corp,24.0,,2018-10-12,16.42,2018-10-19,16.43,0.07,Completed
2018-10-16,2017,TDY,Teledyne Technologies Inc,2149.9,61951.73,22.9341,Green,Certain Assets,Neutral,Falcon Analytical Systems & Technologies LLC,,,2018-10-12,221.55,2018-10-19,223.53,0.89,Completed
2018-10-15,2017,NINE,Nine Energy Service Inc,2603.8,18674.06,7.1719,Green,Magnum Oil Tools International Ltd,Brown,,496.21,,2018-10-11,33.61,2018-10-18,38.25,13.81,Completed
2018-10-11,2017,EXC,Exelon Corp,33586.0,10200734.34,751.2325,Brown,PFMG Solar LLC,Green,Spear Point Energy LLC,,,2018-10-05,24.91,2018-10-15,24.47,-1.78,Completed
2018-10-08,2017,FET,Forum Energy Technologies Inc,818.62,10986.91,13.5253,Green,Global Heat Transfer Inc,Brown,Pelican Energy Partners LP,,,2018-10-04,220.4,2018-10-11,190.2,-13.7,Completed
2018-09-27,2017,MPLX,MPLX LP,3867.0,434750.11,87.7545,Brown,430 acre Pin Oak Terminals facility,Neutral,"Mercuria Energy Asset Management BV,Dauphine Midstream LLC",450.0,,2018-09-21,18.32,2018-10-01,18.43,0.63,Completed
2018-09-20,2017,ED,Consolidated Edison Inc,12033.0,3014998.84,244.2617,Brown,US renewables portfolio & midstream assets,Green,Sempra,1540.0,,2018-09-14,63.36,2018-09-24,60.46,-4.58,Completed
2018-09-18,2017,ENB,Enbridge Inc,44378.0,8305905.16,82.1969,Brown,Enbridge Energy Partners LP,Brown,,9200.84,7.16,2018-09-14,23.39,2018-09-21,23.76,1.59,Completed
2018-09-18,2017,ENB,Enbridge Inc,44378.0,8305905.16,82.1969,Brown,Enbridge Income Fund Holdings Inc,Neutral,,3653.14,,2018-09-14,23.39,2018-09-21,23.76,1.59,Completed
2018-09-18,2017,ENB,Enbridge Inc,44378.0,8305905.16,82.1969,Brown,Enbridge Energy Management LLC,Neutral,,994.11,,2018-09-14,23.39,2018-09-21,23.76,1.59,Completed
2018-09-06,2017,AMRC,Ameresco Inc,717.15,17007.82,23.7158,Green,Chelsea Group Ltd,Brown,,,,2018-08-31,14.35,2018-09-10,13.7,-4.53,Completed
2018-08-30,2017,AEP,American Electric Power Co Inc,15424.9,39515012.33,3035.829,Brown,1.4 MW Fuel cell power plant/US,Neutral,FuelCell Energy Inc,,,2018-08-24,56.79,2018-09-04,57.36,0.99,Completed
2018-08-24,2017,ENB,Enbridge Inc,44378.0,8305905.16,82.1969,Brown,Spectra Energy Partners LP,Brown,,3158.62,17.59,2018-08-20,25.0,2018-08-27,24.56,-1.74,Completed
2018-08-23,2017,ROCK,Gibraltar Industries Inc,986.92,33174.79,33.6145,Brown,SolarBOS,Green,,6.4,,2018-08-17,44.9,2018-08-27,45.4,1.11,Completed
2018-08-22,2017,ETR,Entergy Corp,11074.48,33135506.76,3003.6345,Brown,810-megawatt Choctaw plant,Neutral,NRG Energy Inc,314.0,,2018-08-17,29.82,2018-08-27,29.32,-1.66,Completed
2018-08-14,2017,FANG,Diamondback Energy Inc,1211.84,576499.11,284.1958,Brown,Energen Corp,Brown,,9144.68,11.25,2018-08-10,106.55,2018-08-17,95.09,-10.75,Completed
2018-08-09,2017,FANG,Diamondback Energy Inc,1211.84,576499.11,284.1958,Brown,Midland basin assets/Texas,Brown,Ajax Resources LLC,1241.63,,2018-08-03,103.38,2018-08-13,104.23,0.82,Completed
2018-08-08,2017,STWD,Starwood Property Trust Inc,1154.95,4048.77,3.5056,Green,Energy Financial Services business/General Electric Co,Neutral,General Electric Co,2010.0,,2018-08-03,12.28,2018-08-13,11.65,-5.13,Completed
2018-08-06,2017,KOS,Kosmos Energy Ltd,675.57,337587.06,499.7048,Brown,"Deep Gulf Energy LP,Deep Gulf Energy II LLC,Deep Gulf Energy III LLC",Neutral,"Quintana Capital Group LP (Fund: Quintana Energy Partners LP),First Reserve Corp (Fund: First Reserve Fund XI LP),First Reserve Corp (Fund: First Reserve Fund X LP),ArcLight Capital Partners LLC (Fund: ArcLight Energy Partners Fund V LP)",1225.0,,2018-08-02,7.33,2018-08-09,7.63,4.04,Completed
2018-08-01,2017,BIP,Brookfield Infrastructure Partners LP,3535.0,426787.71,120.732,Brown,Enercare Inc,Brown,,2392.9,10.72,2018-07-27,19.0,2018-08-06,19.16,0.81,Completed
2018-08-01,2017,SUN,Sunoco LP,11723.0,18366.19,5.8905,Green,Sandford Oil Co Inc,Brown,,66.0,,2018-07-27,14.41,2018-08-06,15.09,4.71,Completed
2018-08-01,2017,CRK,Comstock Resources Inc,255.33,122144.84,478.3784,Brown,Haynesville shale property/US,Brown,Enduro Resource Partners LLC,37.0,,2018-07-27,9.02,2018-08-06,8.49,-5.88,Completed
2018-07-31,2017,NOG,Northern Oil and Gas Inc,209.32,180735.58,863.4427,Brown,W Energy Partners LLC,Brown,"Crestview Partners LP/NY (Fund: Crestview Partners III LP),Unknown Seller",156.37,,2018-07-27,28.64,2018-08-03,32.52,13.54,Completed
2018-07-31,2017,GPRE,Green Plains Inc,3596.17,1720434.63,373.7611,Brown,2 cattle feeding operations of Bartlett Cattle Co LC,Brown,Bartlett Cattle Co LP,16.0,,2018-07-27,15.81,2018-08-03,16.79,6.13,Completed
2018-07-30,2017,NEE,NextEra Energy Inc,17173.0,39293829.13,2805.4869,Brown,City Gas Co Of Florida,Brown,Southern Co/The,,,2018-07-26,35.74,2018-08-02,36.01,0.77,Completed
2018-07-25,2017,OKE,ONEOK Inc,12173.91,2899999.86,280.2397,Brown,West Texas LPG Pipeline LP,Brown,Martin Midstream Partners LP,193.7,,2018-07-20,45.17,2018-07-30,45.59,0.93,Completed
2018-07-25,2017,PLUG,Plug Power Inc,100.15,4442.44,44.3565,Brown,American Fuel Cell LLC,Green,Excell Partners Inc,,,2018-07-20,1.96,2018-07-30,1.91,-2.55,Completed
2018-07-24,2017,HAL,Halliburton Co,20620.0,1859703.13,55.7288,Brown,Athlon Solutions LLC,Neutral,,,,2018-07-20,39.68,2018-07-27,36.69,-7.52,Completed
2018-07-18,2017,NOG,Northern Oil and Gas Inc,209.32,180735.58,863.4427,Brown,Oil production/North Dakota,Brown,Pivotal Petroleum Partners LP,148.57,,2018-07-13,30.05,2018-07-23,30.49,1.47,Completed
2018-07-09,2017,LNT,Alliant Energy Corp,3382.2,31546080.73,9327.0891,Brown,CLS Partners LLC,Neutral,,,,2018-07-05,35.12,2018-07-12,34.9,-0.62,Completed
2018-07-09,2017,DUK,Duke Energy Corp,23565.0,96513935.2,5571.7764,Brown,Shoreham Solar Commons project,Green,Invenergy LLC,,,2018-07-05,61.09,2018-07-12,61.01,-0.14,Completed
2018-07-03,2017,COP,ConocoPhillips,29106.0,9669320.86,332.2106,Brown,Greater Kuparuk Area/Alaska,Brown,BP PLC,,,2018-06-29,55.65,2018-07-06,55.68,0.04,Completed
2018-07-03,2017,BLDP,Ballard Power Systems Inc,121.29,4302.31,33.4705,Brown,Fuel Cell Assets,Green,AFCC Automotive Fuel Cell Cooperation Corp,,,2018-06-29,2.85,2018-07-06,2.87,0.7,Completed
2018-07-02,2017,FET,Forum Energy Technologies Inc,818.62,10986.91,13.5253,Green,Certain assets/ESP Completion Technologies LLC,Neutral,C&J Energy Services Inc,8.0,,2018-06-28,244.0,2018-07-05,253.0,3.69,Completed
2018-07-02,2017,FELE,Franklin Electric Co Inc,1124.91,16642.81,14.7948,Green,Stationary Power Division,Green,Midtronics Inc,,,2018-06-28,42.17,2018-07-05,43.1,2.21,Completed
2018-06-29,2017,L,Loews Corp,13735.0,368558.54,26.8335,Brown,Boardwalk Pipeline Partners LP,Brown,,1504.16,3.93,2018-06-25,47.38,2018-07-02,46.83,-1.17,Completed
2018-06-28,2017,WEC,WEC Energy Group Inc,7648.5,30284894.38,4866.8609,Brown,Bishop Hill III Wind Energy Center,Green,,143.5,,2018-06-22,50.29,2018-07-02,52.6,4.59,Completed
2018-06-27,2017,NOG,Northern Oil and Gas Inc,209.32,180735.58,863.4427,Brown,Production Asset/ Willston Basin,Brown,"Continental Resources Inc/OK,Whiting Petroleum Corp",6.37,,2018-06-22,24.41,2018-07-02,27.41,12.27,Completed
2018-06-25,2017,CMS,CMS Energy Corp,6583.0,6560220.2,996.5396,Brown,CMS Northwest Ohio Wind Farm,Green,Starwood Energy Group Global LLC,,,2018-06-21,37.14,2018-06-28,38.54,3.77,Completed
2018-06-22,2017,DAN,Dana Inc,7209.0,208579.33,28.9332,Brown,TM4 Inc,Green,Hydro-Quebec,123.88,,2018-06-18,18.75,2018-06-25,17.97,-4.16,Completed
2018-06-21,2017,BIP,Brookfield Infrastructure Partners LP,3535.0,426787.71,120.732,Brown,Data centers/AT&T Inc,Brown,AT&T Inc,1100.0,,2018-06-15,17.97,2018-06-25,17.59,-2.12,Completed
2018-06-19,2017,LNG,Cheniere Energy Inc,5601.0,2516949.05,449.3749,Brown,Cheniere Energy Partners LP Holdings LLC,Green,,575.13,,2018-06-15,62.08,2018-06-22,66.3,6.81,Completed
2018-06-18,2017,BTE,Baytex Energy Corp,865.59,1013986.09,1147.1652,Brown,Raging River Exploration Inc,Brown,,1492.49,6.88,2018-06-14,4.0,2018-06-21,3.09,-22.68,Completed
2018-06-12,2017,ENPH,Enphase Energy Inc,286.17,10150.85,35.4719,Brown,Microinverter business/SunPower Corp,Green,SunPower Corp,66.37,,2018-06-08,5.03,2018-06-15,5.69,13.12,Completed
2018-05-31,2017,IOSP,Innospec Inc,1306.8,363281.4,277.9931,Brown,BioSuite LLC,Brown,,8.6,,2018-05-25,69.03,2018-06-04,72.11,4.47,Completed
2018-05-31,2017,PPL,PPL Corp,7447.0,14529431.42,1951.0449,Brown,Safari Energy LLC,Green,,,,2018-05-25,19.94,2018-06-04,19.6,-1.71,Completed
2018-05-21,2017,NEE,NextEra Energy Inc,17173.0,39293829.13,2805.4869,Brown,Gulf Power Co,Neutral,Southern Co/The,5750.0,11.9,2018-05-17,33.02,2018-05-24,34.02,3.06,Completed
2018-05-21,2017,NEE,NextEra Energy Inc,17173.0,39293829.13,2805.4869,Brown,Pivotal Utility Holdings Inc,Neutral,Southern Co/The,530.0,,2018-05-17,33.02,2018-05-24,34.02,3.06,Completed
2018-05-21,2017,NEE,NextEra Energy Inc,17173.0,39293829.13,2805.4869,Brown,"Southern Co-Florida LLC,Southern Co - Oleander LLC",Brown,Southern Co/The,195.0,,2018-05-17,33.02,2018-05-24,34.02,3.06,Completed
2018-05-18,2017,AWK,American Water Works Co Inc,3357.0,61576.9,22.0598,Green,Sundale Utilities Inc,Brown,,2.0,,2018-05-14,73.06,2018-05-21,71.16,-2.59,Completed
2018-05-17,2017,VVV,Valvoline Inc,2084.0,10140.31,4.8658,Green,Great Canadian Oil Change,Brown,,,,2018-05-11,19.13,2018-05-21,19.36,1.2,Completed
2018-05-14,2017,AMRC,Ameresco Inc,717.15,17007.82,23.7158,Green,JVP Engineers PC,Neutral,,1.9,,2018-05-10,11.1,2018-05-17,11.1,0.0,Completed
2018-05-09,2017,SND,Smart Sand Inc,137.21,12876.57,93.8443,Brown,Quickthree Solutions Inc,Brown,,33.27,,2018-05-04,6.98,2018-05-14,6.26,-10.26,Completed
2018-05-09,2017,SEDG,SolarEdge Technologies Inc,607.04,21533.03,35.4719,Brown,Certain Assets,Neutral,ES Australia Israel Holdings L,11.5,,2018-05-04,54.6,2018-05-14,68.55,25.55,Completed
2018-05-08,2017,SHEL,Shell PLC,305179.0,36710729.2,271.7385,Brown,GI Endurant LLC,Brown,,,,2018-05-04,51.21,2018-05-11,53.49,4.45,Completed
2018-05-04,2017,WEC,WEC Energy Group Inc,7648.5,30284894.38,4866.8609,Brown,Forward Wind Energy Center,Green,,173.9,,2018-04-30,51.44,2018-05-07,51.24,-0.39,Completed
2018-04-30,2017,MPC,Marathon Petroleum Corp,74733.0,22184814.95,183.1789,Brown,Andeavor,Brown,,29019.66,10.45,2018-04-26,66.04,2018-05-03,61.69,-6.6,Completed
2018-04-26,2017,CRK,Comstock Resources Inc,255.33,122144.84,478.3784,Brown,Certain Assets,Neutral,"Arkoma Drilling LP,Williston Drilling LP",489.47,,2018-04-20,4.79,2018-04-30,6.57,37.23,Completed
2018-04-26,2017,NOG,Northern Oil and Gas Inc,209.32,180735.58,863.4427,Brown,Production Asset/ Willston Basin,Brown,Deutsche Rohstoff AG,50.3,,2018-04-20,15.07,2018-04-30,14.72,-2.34,Completed
2018-04-23,2017,CNP,CenterPoint Energy Inc,9614.0,1902759.39,196.9028,Brown,Vectren Corp,Brown,,8053.22,13.83,2018-04-19,21.73,2018-04-26,20.23,-6.93,Completed
2018-04-16,2017,MPC,Marathon Petroleum Corp,74733.0,22184814.95,183.1789,Brown,78 Express Mart Locations,Neutral,Petr-All Petroleum Consulting Corp,,,2018-04-12,59.13,2018-04-19,63.23,6.94,Completed
2018-04-11,2017,AWK,American Water Works Co Inc,3357.0,61576.9,22.0598,Green,Nicor Energy LLC,Brown,Southern Co/The,365.0,,2018-04-06,72.0,2018-04-16,72.61,0.85,Completed
2018-04-04,2017,EXC,Exelon Corp,33586.0,10200734.34,751.2325,Brown,Everett LNG LLC,Brown,Engie SA,,,2018-03-29,21.82,2018-04-09,21.58,-1.08,Completed
2018-04-03,2017,SUN,Sunoco LP,11723.0,18366.19,5.8905,Green,Wholesale fuel distribution and terminal business,Neutral,Superior Plus Corp,40.0,,2018-03-29,13.54,2018-04-06,14.03,3.61,Completed
2018-03-27,2017,NRG,NRG Energy Inc,9074.0,25644717.16,6792.4745,Brown,XOOM Energy LLC,Brown,,210.0,,2018-03-23,24.93,2018-04-02,25.39,1.85,Completed
2018-03-20,2017,NWE,Northwestern Energy Group Inc,1305.65,3158489.22,2419.0896,Brown,Two Dot Wind Farm LLC,Green,New Jersey Resources Corp,18.5,,2018-03-16,38.59,2018-03-23,38.3,-0.73,Completed
2018-03-19,2017,NWE,Northwestern Energy Group Inc,1305.65,3158489.22,2419.0896,Brown,NorthWestern Two Dot Wind Farm,Green,New Jersey Resources Corp,18.5,,2018-03-15,38.04,2018-03-22,38.81,2.03,Completed
2018-03-15,2017,SND,Smart Sand Inc,137.21,12876.57,93.8443,Brown,Van Hook Crude Terminal LLC,Brown,Plains All American Pipeline LP,0.02,,2018-03-09,7.39,2018-03-19,5.33,-27.91,Completed
2018-03-13,2017,TT,Trane Technologies PLC,14197.6,364845.77,46.6242,Brown,Agilis Energy LLC,Neutral,,,,2018-03-09,62.54,2018-03-16,62.43,-0.17,Completed
2018-03-02,2017,TTE,TotalEnergies SE,149099.0,36255632.28,262.2683,Brown,Marathon Oil Libya Ltd,Brown,Marathon Oil Corp,450.0,,2018-02-26,38.21,2018-03-05,37.15,-2.75,Completed
2018-02-28,2017,OIS,Oil States International Inc,670.63,10358.85,15.7305,Green,Falcon Flowback Services LLC,Brown,Argonaut Private Equity LLC,85.0,,2018-02-23,26.4,2018-03-05,25.35,-3.98,Completed
2018-02-21,2017,PTEN,Patterson-UTI Energy Inc,2356.68,200653.73,105.9872,Brown,Superior QC LLC,Brown,,,,2018-02-16,15.78,2018-02-26,17.27,9.45,Completed
2018-02-14,2017,TTI,TETRA Technologies Inc,723.1,16848.48,23.3004,Green,SwiftWater Energy Services LLC,Neutral,,70.32,,2018-02-09,3.5,2018-02-20,3.74,6.86,Completed
2018-02-08,2017,PR,Permian Resources Corp,429.24,205655.84,369.5357,Brown,4000 net acres/Lea County,Neutral,OneEnergy Partners LLC,95.0,,2018-02-02,17.89,2018-02-12,17.0,-4.99,Completed
2018-02-08,2017,PEG,Public Service Enterprise Group Inc,9094.0,12074297.04,1500.3621,Brown,solar energy facility/7 MW,Green,BayWa r.e. GmbH,10.0,,2018-02-02,39.1,2018-02-12,37.21,-4.84,Completed
2018-01-24,2017,ORA,Ormat Technologies Inc,692.81,173848.1,256.4417,Brown,US Geothermal Inc,Green,,198.78,15.54,2018-01-19,63.35,2018-01-29,66.44,4.88,Completed
2018-01-24,2017,WKC,World Kinect Corp,33695.5,692985.07,20.1849,Green,Portfolio of 43 stores/Western Convenience,Neutral,Western Convenience Stores Inc,,,2018-01-19,24.93,2018-01-29,24.57,-1.42,Completed
2018-01-03,2017,D,Dominion Energy Inc,12586.0,30334871.76,2673.0816,Brown,SCANA Corp,Brown,,14504.33,27.57,2017-12-29,58.8,2018-01-08,56.6,-3.75,Completed
2018-01-02,2017,AROC,Archrock Inc,794.66,14403.55,18.1255,Green,Archrock Partners LP,Neutral,,584.85,4.38,2017-12-29,6.86,2018-01-05,6.31,-8.1,Completed
2017-12-12,2016,OIS,Oil States International Inc,694.44,10500.5,15.7305,Green,GEODynamics Inc,Neutral,"Management Group,Private Investor,Lime Rock Partners LLC (Fund: Lime Rock Partners IV LP),Lime Rock Partners LLC (Fund: Lime Rock Partners V LP)",519.22,,2017-12-08,23.2,2017-12-15,25.5,9.91,Completed
2017-12-11,2016,CHRD,Chord Energy Corp,826.64,278103.31,154.7814,Brown,Permian Assets/Forge Energy LLC,Neutral,Forge Energy LLC,946.0,,2017-12-07,6.32,2017-12-14,5.22,-17.51,Completed
2017-12-11,2016,GLW,Corning Inc,9390.0,330286.14,35.1742,Brown,Communication Markets Division,Neutral,3M Co,900.0,,2017-12-07,25.82,2017-12-14,25.88,0.25,Completed
2017-12-11,2016,NVAX,NOV Inc,15.35,339.45,22.11,Green,Vallourec Drilling Products USA Inc,Brown,Vallourec SA,63.0,,2017-12-07,28.2,2017-12-14,26.6,-5.67,Completed
2017-12-11,2016,SEI,Solaris Energy Infrastructure,18.16,330.36,18.1944,Green,Railtronix LLC,Brown,,,,2017-12-07,12.0,2017-12-14,13.74,14.48,Completed
2017-12-06,2016,DUK,Duke Energy Corp,22743.0,97942420.64,5571.7764,Brown,REC Solar Commercial Corp,Green,,,,2017-12-01,65.68,2017-12-11,65.41,-0.41,Completed
2017-12-05,2016,WKC,World Kinect Corp,27015.8,545310.24,20.1849,Green,Ondemand Energy Inc,Brown,,,,2017-12-01,24.81,2017-12-08,24.06,-3.03,Completed
2017-11-08,2016,DK,Delek US Holdings Inc,4197.9,1079759.36,257.2142,Brown,Alon USA Partners LP,Brown,,148.62,1.77,2017-11-03,21.97,2017-11-13,21.62,-1.59,Completed
2017-10-31,2016,NPKI,NPK International Inc,471.5,7918.6,16.7946,Green,Well Service Group Inc,Brown,,75.0,,2017-10-27,9.2,2017-11-03,9.45,2.72,Completed
2017-10-30,2016,VST,Vistra Corp,5164.0,52283283.24,10124.5707,Brown,Dynegy Inc,Neutral,,10515.44,15.33,2017-10-26,17.59,2017-11-02,16.42,-6.69,Completed
2017-10-26,2016,XIFR,XPLR Infrastructure LP,772.0,25553.45,5.287,Green,4 Renewable energy assets,Green,NextEra Energy Inc,1271.0,,2017-10-20,27.89,2017-10-30,25.88,-7.21,Completed
2017-10-18,2016,XOM,Exxon Mobil Corp,200628.0,120041438.1,598.3284,Brown,crude oil terminal/Wink,Brown,Genesis Energy LP,,,2017-10-13,58.19,2017-10-23,58.77,1.01,Completed
2017-10-03,2016,PEG,Public Service Enterprise Group Inc,9061.0,14037604.05,1500.3621,Brown,10.6 MWs-dc facility,Neutral,Solar Liberty Energy Systems Inc,25.0,,2017-09-29,35.85,2017-10-06,36.89,2.92,Completed
2017-10-02,2016,WKC,World Kinect Corp,27015.8,545310.24,20.1849,Green,Orchard Holdings Group LLC,Neutral,Sureserve Group PLC,16.46,,2017-09-28,29.69,2017-10-05,32.28,8.75,Completed
2017-09-25,2016,AMSC,American Superconductor Corp,96.02,110671.84,1152.5556,Brown,Infinia Technology Corp,Neutral,"Private Investor,Qnergy Inc",0.1,,2017-09-21,4.11,2017-09-28,4.29,4.38,Completed
2017-09-18,2016,ITRI,Itron Inc,2013.19,5193.02,2.5795,Green,Itron Networked Solutions Inc,Neutral,,752.6,,2017-09-14,72.0,2017-09-21,75.85,5.35,Completed
2017-09-08,2016,ALE,ALLETE Inc,1339.7,7644669.67,8639.0694,Brown,Tonka Water Conditioning LLC,Neutral,,,,2017-09-01,57.96,2017-09-11,59.17,2.09,Completed
2017-09-05,2016,PTEN,Patterson-UTI Energy Inc,915.87,90235.62,105.9872,Brown,MS Directional LLC,Neutral,"Denham Capital Management LP (Fund: Denham Commodity Partners Fund V LP),NGP Energy Capital Management LLC (Fund: NGP Natural Resources X LP)",262.0,,2017-09-01,13.87,2017-09-08,14.81,6.78,Completed
2017-09-01,2016,MPLX,MPLX LP,3028.0,305794.17,87.7545,Brown,Certain terminal pipeline & storage assets,Brown,Marathon Petroleum Corp,1050.0,,2017-08-28,16.39,2017-09-05,16.61,1.34,Completed
2017-08-28,2016,FET,Forum Energy Technologies Inc,587.64,7947.95,13.5253,Green,Global Tubing LLC,Neutral,Quantum Energy Partners LLC,237.0,,2017-08-24,207.0,2017-08-31,232.0,12.08,Completed
2017-08-23,2016,CPK,Chesapeake Utilities Corp,498.86,99679.31,199.8142,Brown,Propane operating assets/Chipola,Neutral,CPGC Enterprises Inc,,,2017-08-18,68.57,2017-08-28,69.48,1.33,Completed
2017-08-14,2016,NBR,Nabors Industries Ltd,2227.84,237228.74,106.4838,Brown,Tesco Corp,Neutral,,162.23,,2017-08-10,311.29,2017-08-17,290.26,-6.75,Completed
2017-08-03,2016,D,Dominion Energy Inc,11737.0,32679003.94,2673.0816,Brown,2 5-megawatt solar facilities,Green,TotalEnergies SE,,,2017-07-28,54.82,2017-08-07,55.48,1.21,Completed
2017-08-03,2016,CPK,Chesapeake Utilities Corp,498.86,99679.31,199.8142,Brown,Utilities asset/Western Pennsylvania,Brown,ARM Energy Management LLC,,,2017-07-28,67.27,2017-08-07,68.44,1.74,Completed
2017-08-03,2016,D,Dominion Energy Inc,11737.0,32679003.94,2673.0816,Brown,2 Solar Power Plants/Fremont & Moorings,Green,Total Holdings SAS,,,2017-07-28,54.82,2017-08-07,55.48,1.21,Completed
2017-07-21,2016,PWR,Quanta Services Inc,7651.32,179492.28,25.6389,Brown,"Stronghold Ltd,Stronghold Specialty Ltd",Brown,,448.78,,2017-07-17,33.19,2017-07-24,33.01,-0.56,Completed
